symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
JSTUSDT,JST,Etabli,75,0.09804,6217134.758024,-0.618,63.2378247831751,0.00022258621381922522,0.08752599999999998,0.06653745000000001,0.35147101738110315,0.2377463626044783,0.04341887013367154,0.38590052536014036,0.06617015532681787,0.07608555555555557,0.0971780555555556,uptrend,1,0,haussier,365,0,0,30,,,45.0,73.0,94.0,78.5,50,61.49,False,False,,0,,,,67,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),836736678,836736678,8543764567.312736,8543764567.312736,9900000000.0,100.0,3249854914,$3.2B,0.93
ONDOUSDT,ONDO,Etabli,44,0.3695,33825508.3914,15.325,63.982002409810754,0.005495809415762204,0.342866,0.3163695000000001,0.689075876910817,0.3172459597077706,0.18197918972769536,1.1729488846313623,0.2888292722205651,0.2677555555555555,0.4179,downtrend,0,1,baissier,365,0,0,30,,,45.0,91.0,67.0,78.5,26.9,60.65,False,False,,5,🔥 Trending #3 sur CoinGecko,3,,70,0,,,1796621142,3689667580,4869330647.0,10000000000.0,10000000000.0,48.7,2566549425,$2.6B,0.38
DEXEUSDT,DEXE,Etabli,47,35.365,25268772.55549,-5.177,59.03799196140105,0.7301765833839298,23.202280000000005,10.956985000000001,2.1935347866474055,0.35214070816940524,0.26250835282325424,1.7495189867493897,0.12955568313781712,11.578472222222222,30.68444444444445,bearish_engulfing_4h,0,1,baissier,365,0,0,30,,,45.0,100.0,46.0,78.5,24.7,60.33,False,False,,0,,,,61,2,,Engloutissement baissier 4h,1643490630,3392585134,46750309.420346804,96504599.33609451,,48.4,,,
ZECUSDT,ZEC,Etabli,14,548.45,130321595.049,-1.584,60.691880485277906,12.387625037921834,470.0922,382.3813999999999,0.9563859795564725,0.46200671081153305,0.1861359384743297,0.374866393208229,0.4820592389578204,341.33138888888885,612.9855555555555,,0,0,neutre,365,0,0,30,,,45.0,73.0,73.0,78.5,50,60.23,False,False,,0,,,,64,2,,Volume ×0.4 (épuisement),9176297220,9177148562,16791065.7905448,16792623.6030448,21000000.0,100.0,,,
AAVEUSDT,AAVE,Etabli,53,94.59,14385860.98142,-3.302,57.49595933929543,0.059603964139007815,80.5852,107.83554999999997,0.8434657761612038,0.40323054331864905,0.0735193343122859,0.3441433590615277,0.5545788129029311,67.49194444444446,99.12499999999999,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,45.0,57.0,77.5,78.5,50,58.58,False,False,,0,,,,60,2,,Volume ×0.3 (épuisement),1436646298,1514260488,15179911.874935383,16000000.0,16000000.0,94.9,13804650360,$13.8B,10.76
ETHUSDT,ETH,Etabli,2,1886.58,666625531.426362,0.265,62.238320350376256,23.42499277795566,1746.2051999999996,2201.625300000001,0.4697580749873105,0.3395982426802917,0.20524247389504108,0.414533139246122,0.8832725944167301,1613.9461111111111,2348.5113888888886,double_bottom_90d,1,0,haussier,365,0,0,30,,,45.0,57.0,75.5,78.5,50,58.46,False,False,,0,,,,59,2,,Volume ×0.4 (épuisement),227468519398,227468519398,120682912.9279759,120682912.9279759,,100.0,,,
LINKUSDT,LINK,Etabli,18,8.441,18723063.39265,0.668,61.089169534703444,0.10543414599085692,7.9747400000000015,9.474569999999998,0.43997453892472366,0.3282649253731344,0.21250000000000002,0.31241185462674076,0.8284275349224136,7.448277777777777,10.069083333333332,double_bottom_90d,1,0,haussier,365,0,0,30,,,45.0,57.0,75.5,78.5,50,58.46,False,False,,0,,,,59,2,,Volume ×0.3 (épuisement),6311799376,8437106838,748099970.424884,1000000000.0,1000000000.0,74.8,,,
LTCUSDT,LTC,Etabli,27,44.74,22095475.6205,-1.584,51.674809482800484,0.23750998733362985,44.6674,55.77079999999999,0.38890949547914316,0.32285288763859005,0.25947377130564286,0.6156096551318293,0.7365200429606076,42.183611111111105,57.31277777777778,downtrend,0,1,baissier,365,0,0,30,,,45.0,66.0,75.5,78.5,26.9,58.16,False,False,,0,,,,56,0,,,3460623921,3460626716,77390028.87252438,77390091.372529,84000000.0,100.0,,,
PUMPUSDT,PUMP,Etabli,90,0.001624,12527075.715448,-1.576,56.27011550980762,1.8206156239108624e-05,0.0015218800000000004,0.0019119799999999987,1.0595249784718133,0.4523483812129503,0.2585499316005472,0.6316081913053412,0.5032527141360815,0.0013758055555555557,0.001969222222222222,macd_bullish_cross|support_bounce,2,0,haussier,309,0,0,30,,,43.5,66.0,62.5,78.5,50,58.05,False,False,,0,,,,60,0,,,650795865,1378494063,400889996315.5573,849151799986.7799,1000000000000.0,47.2,238176358,$238M,-1.36
ARBUSDT,ARB,Etabli,97,0.0864,5866634.18214,-2.373,51.41664194109531,0.0012277986273820634,0.08499999999999998,0.1187685,0.6923010555576101,0.49132546842470504,0.40041637751561415,0.4385690204569056,0.6226538148563602,0.07640277777777778,0.13343611111111112,,0,0,neutre,365,0,0,30,,,45.0,57.0,68.5,78.5,50,58.04,False,False,,0,,,,58,2,,Volume ×0.4 (épuisement),549940569,864300342,6362841042.0,10000000000.0,10000000000.0,63.6,2905312397,$2.9B,5.25
