symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
LUMIAUSDT,LUMIA,Speculative,896,0.123,5896931.503843,18.156,62.219738567915506,0.0048354172497353095,0.10625399999999997,0.09716400000000001,1.7706506102374016,0.5886712546320805,0.34833245103229227,1.7471606581531158,0.2851151128267551,0.0720138888888889,0.14800555555555553,doji_4h,0,0,neutre,365,0,0,30,,,17.0,100.0,32.5,78.5,50,62.02,False,False,,0,,,,65,16997085,29317916,138496021.73127738,238888888.0,238888888.0,58.0,,,
NEARUSDT,NEAR,Etabli,34,2.154,26619427.386,1.844,50.16115499188962,-0.01705854849895034,1.9793999999999996,1.5317650000000003,1.5972316451255963,0.3400780972665957,0.23571175008874692,0.2243395985226737,0.2680843943781284,1.2265833333333331,2.4696666666666673,uptrend,1,0,haussier,365,0,0,30,,,45.0,73.0,46.0,78.5,50,61.79,False,False,,0,,,,59,2795919459,2795919472,1298708812.0,1298708818.0,,100.0,,,
JTOUSDT,JTO,Mid,128,0.7279,9968625.83259,-0.082,61.24075185876333,0.01390849713881201,0.53693,0.38525750000000003,1.7414158819126686,0.3094314155559305,0.08571069498554723,0.8473351384434187,0.2513088873358055,0.2835388888888889,0.6528277777777777,,0,0,neutre,365,0,0,30,,,31.0,82.0,50.5,78.5,50,61.41,False,False,,0,,,,63,352964070,727491298,485179782.6,1000000000.0,,48.5,702137998,$702M,6.37
RIFUSDT,RIF,Mid,274,0.0986,6322961.9617,15.053,56.70618625845712,0.0009235893833641892,0.07133800000000003,0.0454765,3.1938657897760683,0.4174757281553398,0.20796100731112915,2.69636157213102,0.1567620939263997,0.034883333333333336,0.08956111111111113,uptrend|bearish_engulfing_4h,1,1,mixte,365,0,0,30,,,31.0,100.0,46.0,78.5,13.1,60.87,False,False,,0,,,,63,98490153,98490153,1000000000.0,1000000000.0,,100.0,,,
EIGENUSDT,EIGEN,Mid,182,0.2623,14365498.592364,21.491,67.47073670354024,0.007982633583270891,0.2037440000000001,0.25620299999999996,1.4060502484240385,0.35440000000000005,0.0,2.862703101590131,0.542972983369297,0.15931111111111107,0.23188888888888887,,0,0,neutre,365,0,0,30,,,31.0,75.0,67.0,78.5,50,60.57,False,False,,3,🔥 Trending #5 sur CoinGecko,5,,69,193877185,479280212,741228566.6979554,1832377467.972903,,40.5,4768518835,$4.8B,2.14
WLDUSDT,WLD,Etabli,43,0.6071,67752142.2946,-2.333,62.056190895695984,0.0068368042461893486,0.3761879999999999,0.40543650000000014,2.362299723252376,0.28057775046097116,0.10028143978669823,0.6642663404685347,0.22341718808158523,0.24217500000000008,0.5437527777777778,double_bottom_90d,1,0,haussier,365,0,0,30,,,45.0,66.0,46.0,78.5,50,59.68,False,False,,0,,,,57,2076062106,6082600954,3413115740.070956,10000000000.0,10000000000.0,34.1,,,
XLMUSDT,XLM,Etabli,16,0.2174,22333134.5022,-0.866,56.60654094203065,0.001027060663231695,0.18308000000000002,0.18605349999999996,1.560821101043648,0.2962677953058869,0.16198537899192006,0.6684576817040911,0.29054094234301375,0.14962222222222224,0.22368888888888894,macd_bullish_cross|uptrend,2,0,haussier,365,0,0,30,,,45.0,66.0,46.0,78.5,50,59.68,False,False,,0,,,,57,7349042874,10869833285,33805971593.51577,50001786839.91258,,67.6,,,
DEXEUSDT,DEXE,Etabli,82,15.654,2488774.83445,-6.224,45.38049854921927,-0.6296329543721313,15.60868,7.808504999999999,1.6448528927489603,0.32839620458227264,0.27465864383244626,0.28975159366236924,0.13372926349547223,7.81475,19.523999999999994,uptrend,1,0,haussier,365,0,0,30,,,45.0,73.0,46.0,68.0,50,59.43,False,False,,0,,,,59,729842548,1506573906,46750552.58384035,96504599.33609451,,48.4,,,
HEIUSDT,HEI,Speculative,,0.1125,16443397.09854,-20.719,62.88812130358895,0.0022704203222140137,0.08366400000000004,0.09736199999999999,2.889857950453551,0.38552915766738666,0.0026478375992938633,5.478673761566345,0.09603367761223648,0.06831944444444443,0.10616111111111112,macd_bullish_cross|bullish_engulfing_4h,2,0,haussier,365,0,0,30,,,17.0,84.0,50.5,78.5,50,58.58,False,False,,3,⚡ Volume ×5.5 vs médiane,,5.48,72,,,,,,,,,
PHAUSDT,PHA,Speculative,630,0.0367,2308974.7106,-0.272,52.58557027727902,0.00048329607146118693,0.035966000000000005,0.03521400000000002,1.5759167258504652,0.42372881355932207,0.30508474576271183,1.206351080603048,0.3727819161312674,0.031119444444444446,0.042652777777777776,golden_cross|double_bottom_90d|uptrend|doji_4h,3,0,haussier,365,0,0,30,,,17.0,91.0,47.5,68.0,50,58.1,False,False,,0,,,,65,30989350,36879745,840281024.3996795,1000000000.0,1000000000.0,84.0,,,
EPICUSDT,EPIC,Speculative,967,0.444,6917280.8726,-12.941,48.09356110270435,-0.018499405520145354,0.39132,0.4102850000000003,3.198279612836703,0.47282608695652173,0.3711048158640226,3.9089332908409284,0.05737441196014294,0.2349722222222223,0.568111111111111,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,41.5,78.5,50,57.89,False,False,,2,⚡ Volume ×3.9 vs médiane,,3.91,69,14578694,14578694,33600000.0,33600000.0,33600000.0,100.0,,,
AXSUSDT,AXS,Mid,180,1.135,13362768.54138,20.745,60.358447465487075,0.020352421415731972,1.1522600000000003,1.2357399999999996,0.9046177133993575,0.43029150823827633,0.27756653992395447,7.135558711195464,0.31933799172404304,0.9649444444444444,1.4144166666666664,,0,0,neutre,365,0,0,30,,,31.0,64.0,73.0,78.5,50,57.72,False,False,,3,⚡ Volume ×7.1 vs médiane,,7.14,69,197007422,305897501,173888325.001344,270000000.0,270000000.0,64.4,,,
IOUSDT,IO,Mid,378,0.1821,2891343.405037,0.275,57.81592134233723,0.0008259983919943203,0.15783799999999998,0.13761300000000004,1.29982166616873,0.29012023000522735,0.04495556717198117,0.41484187188119087,0.33651985804053824,0.10146666666666668,0.18357777777777776,,0,0,neutre,365,0,0,30,,,31.0,73.0,67.0,68.0,50,57.62,False,False,,0,,,,63,63859021,146064832,349537102.231732,799496726.0408789,800000000.0,43.7,,,
PORTALUSDT,PORTAL,Speculative,,0.0156,5834925.250118,0.322,52.206789308221914,-0.0001718275563071472,0.012769999999999995,0.014774049999999992,4.563942249167833,0.633281972265023,0.5195685670261941,2.546772801255027,0.10381801672919337,0.008226388888888887,0.01904222222222222,doji_4h,0,0,neutre,365,0,0,30,,,17.0,84.0,28.0,78.5,50,56.85,False,False,,0,,,,64,,,,,,,,,
ASTERUSDT,ASTER,Etabli,48,0.649,11671241.36404,4.341,48.87815051703751,0.0021662215597487286,0.6681,0.6949500000000006,0.7756661363249834,0.17181208053691274,0.1275167785234899,0.5467763431391762,0.41052321424947263,0.6295277777777775,0.7121666666666666,macd_bullish_cross,1,0,haussier,258,0,0,30,,,42.1,46.0,85.0,78.5,50,55.94,False,False,,0,,,,57,1735752638,5071392221,2677260279.249776,7822218820.515041,8000000000.0,34.2,115743766,$116M,-3.48
