symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d
COOKIEUSDT,COOKIE,Speculative,,0.0165,481907.28934,1.852,47.95999734230333,1.1659891194013298e-05,0.016769999999999997,0.0375895,0.6397175952138785,0.3421052631578948,0.2807017543859649,0.033178954107278585,0.6660725949827122,0.015755555555555564,0.020916666666666656,uptrend,1,0,haussier,365,0,0,30,,,17.0,37.0,73.0,47.0,56.4,49.23,False,False,,0,,,,54
SAPIENUSDT,SAPIEN,Speculative,,0.0934,2171613.51283,-4.205,58.13163667200801,-8.735053264916429e-05,0.07851400000000001,,1.2837425625980958,0.3608040201005025,0.062186559679037086,0.005529754705798507,0.6097787728002234,0.06817777777777777,0.09921388888888888,downtrend,0,1,baissier,179,0,0,30,,,11.9,45.0,67.0,68.0,30.6,49.08,False,False,,0,,,,50
MIRAUSDT,MIRA,Speculative,,0.0816,169752.18189,1.115,46.709119118394355,-0.0006484306405113448,0.081432,0.13465200000000002,0.5980547344465648,0.31514581373471307,0.23424270931326438,0.009254348935976375,0.5941394129080944,0.07654444444444447,0.09890833333333333,macd_bearish_cross|uptrend,1,1,mixte,220,0,0,30,,,13.0,37.0,83.5,47.0,26.2,49.02,False,False,,0,,,,49
STEEMUSDT,STEEM,Speculative,675,0.05646,61604.392677,-0.529,43.06540763204311,-0.00016591167723346357,0.0591738,0.06682814999999998,0.3191147709437339,0.30176544766708696,0.28802017654476664,0.00021911127097649571,0.3507542545684271,0.05071111111111112,0.06537555555555556,uptrend,1,0,haussier,365,0,0,30,,,17.0,28.0,83.5,47.0,56.4,48.9,False,False,,0,,,,50
SSVUSDT,SSV,Speculative,542,2.806,334585.15965,0.646,54.48979352394508,-0.0039043874204067186,2.5066400000000004,3.5204749999999985,1.0957914245123541,0.4778300718355214,0.30914045082982405,0.09464691861647097,0.6222846412009303,2.210027777777778,3.359388888888888,macd_bearish_cross,0,1,baissier,365,0,0,30,,,17.0,57.0,58.0,47.0,19.9,48.79,False,False,,0,,,,49
FOGOUSDT,FOGO,Mid,396,0.01846,348820.87045,4.235,48.50860913592601,-3.729620386162726e-05,0.0187412,,0.7041651569011935,0.4517092598738799,0.387653501493528,0.01422024068800975,0.4314235560114463,0.017190555555555556,0.02716416666666667,macd_bearish_cross|uptrend,1,1,mixte,109,0,0,30,,,24.0,45.0,68.5,47.0,26.2,48.59,False,False,,0,,,,49
CHRUSDT,CHR,Speculative,,0.02637,2438567.44081,-4.214,67.57637547368424,0.0005124541683559707,0.018477599999999997,0.038686899999999975,1.2323812189569079,0.5555555555555556,0.13562091503267967,0.016584098823027745,0.49396306251752503,0.01493888888888889,0.027507777777777773,,0,0,neutre,365,0,0,30,,,17.0,48.0,53.5,68.0,50,48.55,False,False,,0,,,,50
PSGUSDT,PSG,Speculative,,0.753,223654.66566,0.668,33.91224126132471,-0.012492829750710619,0.8186200000000002,0.8564199999999996,0.4369876352326866,0.20515574650913002,0.19119226638023634,0.004879622783157276,0.5601117121856284,0.6759444444444447,0.8838055555555556,support_bounce,1,0,haussier,365,0,0,30,,,17.0,19.0,95.5,47.0,51.2,48.51,False,False,,0,,,,48
EULUSDT,EUL,Speculative,618,1.452,727209.92826,8.683,57.666368487682995,-0.013454427797896809,1.0957400000000002,2.7923050000000003,1.70525322308559,0.3777589134125636,0.12613156306578158,0.004547452099678704,0.5830549847297107,0.8161944444444446,1.4265277777777776,downtrend,0,1,baissier,203,0,0,30,,,12.6,57.0,52.0,57.5,30.6,48.43,False,False,,0,,,,51
XTZUSDT,XTZ,Mid,122,0.365,93753.53383,-0.436,48.30081964099609,-0.0005933731845429893,0.3670420000000001,0.4655979999999999,0.4687917014012356,0.28164556962025306,0.23101265822784808,0.008495073550010496,0.8341197467447349,0.3482361111111112,0.4194694444444444,macd_bearish_cross|uptrend,1,1,mixte,365,0,0,30,,,31.0,37.0,75.5,47.0,26.2,48.24,False,False,,0,,,,47
ADXUSDT,ADX,Speculative,,0.0724,488599.7026,0.556,43.06817387789312,-0.0006806280502667184,0.073528,0.09242150000000002,0.44221575488577103,0.26882966396292,0.16106604866743912,0.00349962590399193,0.6434278911146725,0.06801944444444445,0.08091944444444445,doji_4h,0,0,neutre,365,0,0,30,,,17.0,28.0,83.5,47.0,50,48.24,False,False,,0,,,,49
HIGHUSDT,HIGH,Speculative,,0.211,779945.563011,-3.653,53.04804702017974,-0.00497959432473832,0.16485999999999998,0.20412999999999992,3.1648507140211923,0.33757961783439494,0.3280254777070064,0.008824222820927959,0.26105668735563325,0.12238888888888891,0.2476388888888889,uptrend,1,0,haussier,365,0,0,30,,,17.0,57.0,41.5,57.5,56.4,48.23,False,False,,0,,,,55
DCRUSDT,DCR,Mid,136,18.81,335339.50641,-0.424,39.04226326510454,-0.01476414618320332,21.366200000000003,22.305999999999994,0.5931737580071148,0.4693341121495327,0.45151869158878505,0.0058919455842898595,0.38067346727838325,19.21138888888889,29.85750000000001,,0,0,neutre,365,0,0,30,,,31.0,28.0,79.0,47.0,50,48.17,False,False,,0,,,,48
ZKPUSDT,ZKP,Speculative,,0.0862,1027024.37673,2.741,55.89872212508759,0.0009911922729245754,0.07572200000000003,,1.1877728320531113,0.4640258690379952,0.3031527890056589,0.02464081848156857,0.3085082667127202,0.0692,0.09901666666666664,,0,0,neutre,117,0,0,30,,,10.2,45.0,58.0,68.0,50,48.09,False,False,,0,,,,53
BIOUSDT,BIO,Mid,259,0.0559,62344697.38732,38.366,75.52015831205554,0.002501841856874915,0.024594000000000005,0.042841499999999984,2.678482374486405,0.496875,0.024305555555555528,0.07180027905712001,0.30811654172121333,0.01721111111111111,0.03639166666666667,,0,0,neutre,365,0,0,30,,,31.0,39.0,56.5,78.5,50,48.05,False,False,,3,🔥 Trending #5 sur CoinGecko,5,,44
METUSDT,MET,Mid,334,0.1642,367633.56401,3.206,55.47702286764199,0.0001198693539406462,0.14759,,1.0898708471566123,0.4606884827879303,0.3064173395665108,0.009188069895292394,0.5699858356703043,0.13316666666666666,0.22072777777777777,,0,0,neutre,172,0,0,30,,,25.7,45.0,58.0,47.0,50,47.91,False,False,,0,,,,53
TFUELUSDT,TFUEL,Mid,336,0.01147,81530.16527,2.228,46.8019617771903,-1.736762330113622e-05,0.011747999999999998,0.01720889999999999,0.42961908534804893,0.33189389265885255,0.2924120913016656,0.00560077542524792,0.7364546565876078,0.01118,0.015145555555555554,macd_bearish_cross,0,1,baissier,365,0,0,30,,,31.0,37.0,75.5,47.0,19.9,47.58,False,False,,0,,,,46
RAREUSDT,RARE,Speculative,,0.0174,375233.78114,1.163,53.52278988806455,-5.0408799231900275e-05,0.015888,0.02227150000000001,2.02791014121851,0.32682926829268294,0.2719665271966528,0.0012659391569360844,0.4296291686541231,0.014430555555555554,0.020394444444444444,macd_bearish_cross|uptrend,1,1,mixte,365,0,0,30,,,17.0,57.0,52.0,47.0,26.2,47.57,False,False,,0,,,,50
CFGUSDT,CFG,Mid,260,0.2072,1360361.13043,1.868,47.88085922514865,-0.006102180556676908,,,1.2475420004029907,0.2913978494623656,0.22113207547169816,0.004786820507671946,,0.1361947368421052,0.25608421052631575,,0,0,neutre,49,0,0,30,,,22.3,45.0,52.5,68.0,50,47.53,False,False,,0,,,,52
BATUSDT,BAT,Mid,230,0.0978,192519.6501,0.205,45.03281527004296,-0.0007156091465982376,0.099702,0.16051650000000003,0.6163174030485755,0.3321114369501466,0.2851906158357771,0.004062316330917941,0.6612588277552297,0.09441388888888887,0.12727222222222223,macd_bearish_cross|uptrend,1,1,mixte,365,0,0,30,,,31.0,37.0,73.0,47.0,26.2,47.45,False,False,,0,,,,47
IOTXUSDT,IOTX,Speculative,524,0.0046,106090.78867,1.322,45.334116862074424,-9.108628825385692e-06,0.0047686000000000004,0.0072065,0.5212499054819518,0.3272450532724505,0.30289193302891937,0.003338849851437201,0.5480302912305268,0.004455833333333334,0.0058741666666666656,macd_bearish_cross,0,1,baissier,365,0,0,30,,,17.0,37.0,79.0,47.0,19.9,47.33,False,False,,0,,,,47
IOTAUSDT,IOTA,Mid,168,0.0554,778209.3686,1.28,43.125281690343414,-0.0001343527763653235,0.05814000000000001,0.088226,0.5027984219304968,0.3145057766367137,0.29139922978177146,0.005272719674873878,0.6997290869372834,0.05514722222222224,0.07111944444444444,macd_bearish_cross,0,1,baissier,365,0,0,30,,,31.0,28.0,83.5,57.5,19.9,47.3,False,False,,0,,,,42
VICUSDT,VIC,Speculative,,0.0453,1296435.929407,0.443,37.20081975070375,-0.0017235630608581777,0.048805999999999995,0.0812600000000001,0.997599943302214,0.3666666666666667,0.2825396825396826,0.045447929964202584,0.44573861289166955,0.04287222222222222,0.060125,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,17.0,28.0,73.0,68.0,56.4,47.27,False,False,,0,,,,49
ETHFIUSDT,ETHFI,Mid,134,0.417,981293.1096,1.46,40.09171081716366,-0.002257452956015116,0.47184000000000004,0.6578599999999998,0.712958913432248,0.29914529914529914,0.28888888888888886,0.005827079840801855,0.6801934342000905,0.4237222222222222,0.5665,support_bounce,1,0,haussier,365,0,0,30,,,31.0,28.0,73.0,57.5,51.2,47.25,False,False,,0,,,,47
ACEUSDT,ACE,Speculative,,0.12,366721.2941,1.695,48.3540709600924,0.000258581046837655,0.12362000000000001,0.20711,0.7825717161587201,0.4577114427860697,0.4029850746268657,0.0035848778855266552,0.6414107980197836,0.1147777777777778,0.1806111111111111,,0,0,neutre,365,0,0,30,,,17.0,37.0,68.5,47.0,50,47.15,False,False,,0,,,,52
VANRYUSDT,VANRY,Speculative,,0.005271,148348.406409,1.287,49.24212314414889,-1.276651625626697e-05,0.00543078,0.008270050000000001,0.6082364458542098,0.37719409016289945,0.33198636191438313,0.007829247506404563,0.5337870827661997,0.004908138888888888,0.006479416666666666,,0,0,neutre,365,0,0,30,,,17.0,37.0,68.5,47.0,50,47.15,False,False,,0,,,,52
XNOUSDT,XNO,Mid,436,0.448,94274.58634,2.989,43.90673004607061,-0.007363066828910705,0.4694400000000001,0.6580199999999996,0.71210992100446,0.3364779874213837,0.29245283018867924,0.00986735006868777,0.48383251734148125,0.4349722222222222,0.5793333333333334,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,31.0,28.0,73.0,47.0,56.4,46.95,False,False,,0,,,,49
PROMUSDT,PROM,Speculative,598,1.996,452517.95091,-1.481,55.65838679395462,-0.05305280012939764,1.4562399999999998,4.917334999999999,1.789978121037202,0.34986413043478265,0.1710144927536233,0.011695133229167012,0.3799508329590304,1.0029166666666667,2.139222222222222,macd_bearish_cross,0,1,baissier,365,0,0,30,,,17.0,57.0,52.0,47.0,19.9,46.9,False,False,,0,,,,48
DGBUSDT,DGB,Mid,392,0.00387,256559.182664,5.45,38.72239517919576,-4.89113922817258e-05,0.004216399999999999,0.005505849999999999,0.5873750011883838,0.2479508196721311,0.20901639344262288,0.009098881772935887,0.7144931702194735,0.003826666666666668,0.004753611111111112,double_top_90d|support_bounce|downtrend,1,2,baissier,365,0,0,30,,,31.0,28.0,87.5,47.0,10.4,46.75,False,False,,0,,,,40
MLNUSDT,MLN,Speculative,,3.08,92259.41583,1.316,46.804693320914375,0.009714191181151813,3.228599999999999,4.5877,0.710886831742849,0.2849740932642487,0.20466321243523317,0.01224664509701227,0.6755027530936022,3.0161111111111105,3.8274999999999997,support_bounce|downtrend,1,1,mixte,365,0,0,30,,,17.0,37.0,73.0,47.0,31.9,46.68,False,False,,0,,,,48
WUSDT,W,Mid,376,0.0129,717804.99907,1.575,46.50522750046153,0.00010133864027989076,0.014124000000000001,0.032477000000000006,0.773406801485344,0.502092050209205,0.46025104602510464,0.003836112567342651,0.6810467342199805,0.01248888888888889,0.020780555555555566,doji_4h,0,0,neutre,365,0,0,30,,,31.0,37.0,59.5,57.5,50,46.5,False,False,,0,,,,51
STRAXUSDT,STRAX,Speculative,727,0.013,99788.13344,0.464,43.867617284767434,-2.744520056119941e-05,0.0133396,0.019615299999999992,0.3333747194665653,0.24717093508040497,0.2281119714115545,0.012884772090243767,0.8612580218524414,0.012820555555555556,0.016215833333333332,macd_bearish_cross|support_bounce,1,1,mixte,365,0,0,30,,,17.0,28.0,87.5,47.0,21.1,46.5,False,False,,0,,,,42
GIGGLEUSDT,GIGGLE,Speculative,656,32.28,5733588.53087,8.577,49.57985831381786,-0.7706391536599417,29.740399999999994,,2.123192048659997,0.4192934782608695,0.3493660696317166,0.021547324050868774,0.5325920352080135,23.672222222222224,37.883055555555565,uptrend,1,0,haussier,191,0,0,30,,,12.2,45.0,47.5,78.5,56.4,46.48,False,False,,0,,,,53
PUNDIXUSDT,PUNDIX,Speculative,590,0.1464,345325.46992,0.966,46.483923045005945,-0.0005295573307981668,0.14803399999999997,0.2108245000000001,0.38491352420475605,0.2594799566630553,0.2058504875406283,0.06029894870968719,0.8192375423165064,0.1426916666666667,0.17164722222222226,macd_bearish_cross|support_bounce,1,1,mixte,365,0,0,30,,,17.0,37.0,75.5,47.0,21.1,46.35,False,False,,0,,,,46
HIVEUSDT,HIVE,Speculative,648,0.0601,59870.1476,1.008,47.60887163037424,-0.0001712532451511914,0.06063599999999998,0.08789549999999996,0.43687976306312454,0.3053152039555006,0.25710754017305315,0.026166977972534547,0.7521253733780698,0.05813333333333331,0.07358055555555555,macd_bearish_cross|support_bounce,1,1,mixte,365,0,0,30,,,17.0,37.0,75.5,47.0,21.1,46.35,False,False,,0,,,,46
MBLUSDT,MBL,Speculative,,0.000927,507374.91257,0.433,43.30548343777044,-3.404161959849919e-06,0.0009464199999999999,0.0011288400000000003,0.2516625900836768,0.17896678966789664,0.14483394833948332,0.011036867758405322,0.8130449720174776,0.0008979444444444447,0.0010235555555555555,double_top_90d|support_bounce|downtrend,1,2,baissier,365,0,0,30,,,17.0,28.0,87.5,57.5,10.4,46.23,False,False,,0,,,,40
SXTUSDT,SXT,Speculative,528,0.01623,555175.865215,-1.755,43.317917753201264,-8.934301838615234e-05,0.016702,0.027947999999999994,0.5472333701200484,0.4246031746031746,0.3559523809523809,0.01268575077706006,0.5329369011238683,0.01589111111111111,0.023450000000000002,double_top_90d|uptrend,1,1,mixte,361,0,0,30,,,16.9,28.0,79.0,57.5,35.0,46.09,False,False,,0,,,,44
PORTALUSDT,PORTAL,Speculative,,0.0117,251677.243287,3.908,55.91164194194624,-2.8568295211843335e-05,0.010413799999999999,0.017114349999999993,1.2985337513291932,0.535423925667828,0.32113821138211374,0.008193265973462874,0.435916605020906,0.008763611111111111,0.015603333333333334,macd_bearish_cross,0,1,baissier,365,0,0,30,,,17.0,57.0,49.0,47.0,19.9,45.96,False,False,,0,,,,48
COWUSDT,COW,Mid,290,0.1857,147124.22493,0.541,40.122118497980246,0.000269378530413659,0.2050440000000001,0.20790449999999985,0.5502419677403562,0.27590361445783135,0.2566265060240964,0.0003558961004662444,0.6324787390696304,0.1740722222222222,0.2413472222222222,macd_bullish_cross|death_cross|bear_flag|downtrend,1,3,baissier,365,0,0,30,,,31.0,28.0,83.5,47.0,14.1,45.87,False,False,,0,,,,40
MMTUSDT,MMT,Speculative,746,0.1316,226172.68116,1.387,52.06858988615981,-0.0008067088527930191,0.12364399999999998,,1.2024265578085185,0.33981191222570534,0.17554858934169276,0.00717008617852961,0.5458602338470542,0.11041944444444445,0.14650833333333332,double_top_90d,0,1,baissier,181,0,0,30,,,12.0,45.0,62.5,47.0,28.6,45.78,False,False,,0,,,,48
IQUSDT,IQ,Speculative,724,0.001086,123984.274496,1.876,48.70610285169537,-9.905105879515183e-07,0.0010936399999999997,0.0015227199999999993,0.24915232842681362,0.2520205731080088,0.20426157237325498,0.0270312833936897,0.8070839958772823,0.0010492499999999996,0.0012635555555555553,macd_bearish_cross|support_bounce|uptrend|evening_star_4h,2,2,mixte,365,0,0,30,,,17.0,37.0,75.5,47.0,15.2,45.74,False,False,,0,,,,45
MANTRAUSDT,MANTRA,Mid,477,0.01035,7220737.10483,1.371,41.29357837611596,0.00013151267478697063,0.011397599999999999,,0.5362757473183093,0.591098169717138,0.5690515806988353,0.015593435134984773,,0.010185416666666667,0.018178333333333335,,0,0,neutre,61,0,0,30,,,22.7,36.0,55.5,78.5,50,45.71,False,False,,0,,,,47
IOSTUSDT,IOST,Speculative,622,0.001066,90926.146728,0.566,43.61103364173608,-3.53641526590753e-06,0.00109612,0.0015425750000000007,0.3559721411624615,0.2741589119541876,0.23979957050823192,0.012584855640941429,0.8452083804766264,0.001053138888888889,0.0012761388888888887,,0,0,neutre,365,0,0,30,,,17.0,28.0,75.5,47.0,50,45.71,False,False,,0,,,,47
ROSEUSDT,ROSE,Mid,364,0.0101,961655.911823,-0.296,43.50601662058192,-3.687814499384943e-05,0.010788399999999998,0.013656199999999992,0.799989014399845,0.4250913520097442,0.38733252131546897,0.00333399016533504,0.6208007946278051,0.009941944444444446,0.013884722222222225,,0,0,neutre,365,0,0,30,,,31.0,28.0,68.5,57.5,50,45.7,False,False,,0,,,,46
AMPUSDT,AMP,Mid,366,0.000881,456377.103471,1.264,40.38876682121915,8.923378180095532e-06,0.0010097199999999998,0.001747499999999999,0.4655489855032086,0.49970361588618845,0.4795494961470065,0.0014738004102678925,0.7280869517006011,0.0008765555555555556,0.0015963611111111113,,0,0,neutre,365,0,0,30,,,31.0,28.0,71.0,47.0,50,45.65,False,False,,0,,,,47
ZAMAUSDT,ZAMA,Mid,435,0.02705,1203002.34029,-2.241,50.37435391304775,-0.00037721377787430386,0.025293199999999995,,1.407209481147344,0.39045698924731187,0.19379844961240306,0.0018142597310224324,0.1640798893929997,0.019534166666666672,0.03032888888888889,downtrend|evening_star_4h,0,2,baissier,91,0,0,30,,,23.5,45.0,56.5,68.0,18.1,45.6,False,False,,0,,,,45
0GUSDT,0G,Mid,265,0.54,1082622.97301,2.079,43.999516063121916,-0.0052735983171540305,0.54512,0.8715600000000003,0.6288419540346866,0.3183139534883721,0.21656976744186035,0.010232722442988802,0.4272571205729652,0.4972499999999998,0.6723333333333334,downtrend,0,1,baissier,224,0,0,30,,,27.1,28.0,73.0,68.0,30.6,45.57,False,False,,0,,,,42
IDUSDT,ID,Speculative,,0.0316,840637.9957,2.932,46.28177407019917,0.00019474818866383045,0.034124,0.062099500000000016,0.6396373492609855,0.47202797202797203,0.4493006993006993,0.003710127835422077,0.7388300441012868,0.03080555555555556,0.052388888888888895,,0,0,neutre,365,0,0,30,,,17.0,37.0,60.5,57.5,50,45.46,False,False,,0,,,,51
LISTAUSDT,LISTA,Speculative,680,0.0844,166635.69621,2.056,47.91316549420101,-0.0003123114423633241,0.085336,0.14709450000000002,0.9539920380565555,0.34950584007187774,0.2461814914645103,0.09585436794493044,0.5867015019526114,0.0792527777777778,0.09959166666666666,macd_bearish_cross,0,1,baissier,365,0,0,30,,,17.0,37.0,73.0,47.0,19.9,45.43,False,False,,0,,,,46
DUSDT,D,Speculative,,0.01266,753250.73787,-0.706,55.5299661368147,7.529191334906772e-05,0.009643000000000002,0.01297230000000001,3.0116551935251232,0.602001906577693,0.4008579599618684,0.015244020851354779,0.14654909150328663,0.006078333333333333,0.013890833333333333,uptrend,1,0,haussier,365,0,0,30,,,17.0,57.0,32.5,57.5,56.4,45.39,False,False,,0,,,,54
EIGENUSDT,EIGEN,Mid,244,0.178,1359864.02515,0.736,49.473977633421256,-0.0002458836427761703,0.178392,0.40359800000000023,0.8963424497185059,0.39357429718875503,0.28755020080321286,0.004083638110212776,0.7267974766568533,0.16059444444444437,0.21860833333333335,macd_bearish_cross|uptrend|bearish_engulfing_4h,1,2,baissier,365,0,0,30,,,31.0,37.0,65.0,68.0,13.8,45.32,False,False,,0,,,,43
JUVUSDT,JUV,Speculative,,0.495,304202.82417,1.434,43.6214794875258,-0.0025125454312416584,0.5182400000000003,0.6563949999999998,0.43793866432776113,0.28376327769347504,0.24886191198786042,0.0031961774594358424,0.621299446121577,0.49108333333333337,0.6368611111111113,macd_bearish_cross|support_bounce|doji_4h,1,1,mixte,365,0,0,30,,,17.0,28.0,83.5,47.0,21.1,45.24,False,False,,0,,,,42
TRUMPUSDT,TRUMP,Etabli,98,2.352,11667129.911712,1.73,31.123919202613664,-0.03437271955743182,2.9454400000000005,4.6471149999999986,0.6454741478846501,0.4516129032258065,0.44236242884250476,0.019929415552242768,0.5246374622263492,2.620861111111111,3.775333333333334,,0,0,neutre,365,0,0,30,,,45.0,19.0,68.5,78.5,50,45.1,False,False,,0,,,,44
QUICKUSDT,QUICK,Speculative,,0.00949,259852.05078,1.281,35.31386689856441,-0.00027594460120172694,0.0103822,0.012064800000000002,0.7000657717872414,0.23813559322033898,0.2016949152542373,0.07662344443581666,0.6543285422791736,0.008889722222222219,0.01151888888888889,double_top_90d|uptrend|bearish_engulfing_4h|evening_star_4h,1,3,baissier,365,0,0,30,,,17.0,28.0,85.0,47.0,12.1,44.78,False,False,,0,,,,40
SCUSDT,SC,Speculative,505,0.000931,52999.115579,0.867,42.32108317378558,-2.159293690160061e-06,0.0009693199999999999,0.0013975099999999998,0.3254565297957431,0.3397769516728625,0.30780669144981415,0.00764119462416899,0.8471833046803022,0.0009224722222222221,0.0012219444444444448,support_bounce|doji_4h,1,0,haussier,365,0,0,30,,,17.0,28.0,71.0,47.0,51.2,44.42,False,False,,0,,,,47
币安人生USDT,币安人生,Mid,118,0.4035,22737722.63728,15.418,63.62152437015019,-0.00876574751447233,0.19427599999999998,,2.859898504453787,0.7086894586894588,0.15774119608251716,0.010562175550841844,0.23975899282014249,0.048666666666666664,0.3905805555555555,uptrend,1,0,haussier,117,0,0,30,,,24.2,45.0,37.0,78.5,56.4,44.33,False,False,,0,,,,51
KAIAUSDT,KAIA,Mid,161,0.0455,315431.9196,0.0,39.23387153426959,-0.00022671843046333977,0.04855399999999999,0.06587250000000006,0.44728441952514536,0.2508250825082508,0.24917491749174922,0.004808819090059111,0.8034907618645554,0.046047222222222205,0.057783333333333325,rsi_bullish_divergence|macd_bearish_cross,1,1,mixte,365,0,0,30,,,31.0,28.0,75.5,47.0,21.1,44.07,False,False,,0,,,,41
WALUSDT,WAL,Mid,204,0.071,112034.05177,0.282,45.979136065754545,-0.0001690251439706305,0.07382799999999999,0.12506399999999995,0.80568541878681,0.2826552462526766,0.24304068522483938,0.008905075991576658,0.7365870474167706,0.06938055555555558,0.08770555555555556,macd_bearish_cross,0,1,baissier,206,0,0,30,,,26.6,37.0,65.0,47.0,19.9,43.85,False,False,,0,,,,44
AAVEUSDT,AAVE,Etabli,56,92.93,7180880.73835,0.901,44.23292001203472,-0.06801042769181942,100.1556,148.03355000000002,0.9403607947126409,0.2996024011850004,0.27566851173306317,0.007637549024787196,0.7400235172593365,91.87055555555554,123.58499999999998,macd_bearish_cross|double_bottom_90d|bearish_engulfing_4h,1,2,baissier,365,0,0,30,,,45.0,28.0,65.0,78.5,13.4,43.83,False,False,,0,,,,37
PIVXUSDT,PIVX,Speculative,,0.0688,231313.7924,3.614,37.33582228415056,-0.0005590263516687642,0.081982,0.13730650000000005,0.8022974423259057,0.4328097731239092,0.3996509598603839,0.007363488172625654,0.6136234293047537,0.07239166666666667,0.0987861111111111,,0,0,neutre,365,0,0,30,,,17.0,28.0,68.5,47.0,50,43.51,False,False,,0,,,,46
KITEUSDT,KITE,Mid,158,0.1499,2580812.77813,2.251,49.49271894711324,0.0022685528845260775,0.163246,,1.2716673108198189,0.5760399334442595,0.5018302828618968,0.004160713762019117,0.2796350864239508,0.13395833333333335,0.2699972222222223,,0,0,neutre,182,0,0,30,,,26.0,45.0,38.5,68.0,50,43.47,False,False,,0,,,,50
MOVEUSDT,MOVE,Mid,409,0.0176,150890.27858,0.571,45.384126901679025,-4.146246617896184e-05,0.018610000000000005,0.035135999999999994,0.62326990136865,0.37174721189591087,0.3420074349442379,0.00404989920625694,0.6966679593760025,0.0173638888888889,0.02524444444444445,macd_bearish_cross|downtrend|doji_4h,0,2,baissier,365,0,0,30,,,31.0,37.0,68.5,47.0,0.5,43.36,False,False,,0,,,,40
PONDUSDT,POND,Speculative,,0.0021,952301.14795,0.962,36.09419131958188,-4.533246319428182e-05,0.0022932000000000004,0.0035671499999999985,0.683171845870229,0.2847222222222222,0.2673611111111112,0.03838596213470937,0.6960662068503453,0.0021497222222222217,0.0026794444444444435,macd_bearish_cross|uptrend,1,1,mixte,365,0,0,30,,,17.0,28.0,73.0,57.5,26.2,43.3,False,False,,0,,,,41
SENTUSDT,SENT,Mid,252,0.01727,531078.03391,1.35,48.0102695629836,-8.865054085647504e-06,0.017859000000000003,,0.941289851360463,0.5535662720184811,0.5004331504475888,0.0034929235747659434,0.2552767640352156,0.01606861111111111,0.027907222222222226,macd_bearish_cross|uptrend,1,1,mixte,102,0,0,30,,,23.8,45.0,49.0,57.5,26.2,43.27,False,False,,0,,,,46
LAZIOUSDT,LAZIO,Speculative,,0.606,379946.29208,0.331,31.264981631806293,-0.005844928685515234,0.6738399999999999,0.8757599999999996,0.36996729105175974,0.3802672147995889,0.3771839671120247,0.005656056947861536,0.6762600636403816,0.6374166666666666,0.8856666666666666,doji_4h,0,0,neutre,365,0,0,30,,,17.0,19.0,79.0,47.0,50,43.18,False,False,,0,,,,45
BREVUSDT,BREV,Speculative,703,0.1175,326701.27512,1.206,44.22316137851901,-0.0013954993263161932,0.122066,,0.8639617771135004,0.41324575807334424,0.3579638752052545,0.0039038640897382944,0.4598335377527772,0.11244999999999997,0.15404166666666666,macd_bearish_cross,0,1,baissier,118,0,0,30,,,10.2,36.0,68.5,47.0,19.9,42.96,False,False,,0,,,,42
ZROUSDT,ZRO,Mid,132,1.394,1515085.76927,1.382,33.11419181046391,-0.014841364997563583,1.8584,1.662265,0.9633637019654988,0.40683095546908776,0.3986165153480329,0.005521889295268279,0.5513522382211002,1.4712222222222224,2.159305555555555,downtrend|evening_star_4h,0,2,baissier,365,0,0,30,,,31.0,27.0,68.5,68.0,18.1,42.83,False,False,,0,,,,38
TUSDT,T,Mid,404,0.0059,117766.57696,0.0,41.028850884760416,-3.3625142610115575e-05,0.006244199999999998,0.008775449999999997,0.44547175588343163,0.28059332509270707,0.27070457354758964,6.844410599255159e-05,0.7589640327867943,0.005988888888888888,0.007363888888888889,double_top_90d|downtrend|doji_4h,0,2,baissier,365,0,0,30,,,31.0,28.0,75.5,47.0,9.2,42.83,False,False,,0,,,,38
SOLVUSDT,SOLV,Speculative,,0.00447,937716.75816,-4.894,53.0356240955007,5.5922073904893026e-05,0.0040106000000000004,0.01032795,1.8287904809488111,0.6116883116883117,0.42077922077922075,0.010440495414105255,0.27751237121809313,0.003373333333333334,0.0057438888888888895,downtrend,0,1,baissier,365,0,0,30,,,17.0,57.0,32.5,57.5,30.6,42.71,False,False,,0,,,,48
PHAUSDT,PHA,Speculative,744,0.0324,895606.9897,2.857,45.985857688385806,-3.932543874115343e-05,0.035194,0.03960699999999999,1.0689197534500086,0.3822314049586777,0.3305785123966942,0.01041048610405228,0.44542859796232404,0.024266666666666666,0.04172222222222222,downtrend,0,1,baissier,365,0,0,30,,,17.0,37.0,58.0,57.5,30.6,42.66,False,False,,0,,,,46
