symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
RENDERUSDT,RENDER,Etabli,70,1.912,8111471.77631,1.973,54.64336691797316,-0.005510471444492791,1.8695000000000002,1.7475549999999995,0.46425943693778743,0.18283764017552423,0.06773879142300196,0.5289261160729861,0.6511292268778325,1.3976388888888889,1.9958333333333331,double_top_90d|downtrend|bearish_engulfing_4h|evening_star_4h,0,4,baissier,365,0,0,30,,,45.0,82.0,100.0,78.5,0,64.75,False,False,,0,,,,59,989742001,1017903839,518743261.0140742,533503434.2940742,644245094.0,97.2,,,
ASTERUSDT,ASTER,Etabli,48,0.719,33587604.74559,8.283,61.574993708586405,0.0016561674291594077,0.6709,0.7628999999999998,0.4305023778419636,0.14417989417989416,0.05423280423280428,1.4166011863452355,0.46199289317263503,0.6486388888888891,0.7237777777777777,rsi_bearish_divergence|macd_bullish_cross,1,1,mixte,228,0,0,30,,,41.2,75.0,100.0,78.5,22.8,63.65,False,False,,1,🔥 Trending #7 sur CoinGecko,7,,63,1840716580,5580977456,2579922243.4698935,7822218820.515041,8000000000.0,33.0,160135908,$160M,-2.77
JSTUSDT,JST,Etabli,80,0.09301,4789425.387132,-1.053,64.4147524098196,-5.623419905536513e-05,0.07943340000000004,0.05257570000000004,0.4691423131666176,0.17961042246395148,0.008948545861297471,0.9294947207591288,-0.2611759870461293,0.046999166666666675,0.08876694444444443,macd_bearish_cross|uptrend,1,1,mixte,365,0,0,30,,,45.0,82.0,94.0,68.0,28.9,63.49,False,False,,0,,,,65,793456179,793456179,8543764567.312736,8543764567.312736,9900000000.0,100.0,3535593340,$3.5B,-2.11
TRXUSDT,TRX,Etabli,8,0.3616,38537050.72762,1.119,82.26725962207749,0.00021973969421891677,0.33393400000000006,0.3010130000000002,0.14903657394516964,0.034755677907777005,0.0,0.44822188270100877,0.14606710713434032,0.28450277777777777,0.3510972222222223,,0,0,neutre,365,0,0,30,,,45.0,55.0,94.0,78.5,50,63.1,False,False,,0,,,,51,34255347202,34255360872,94804027118.5828,94804064951.4946,,100.0,,,
PENGUUSDT,PENGU,Etabli,94,0.009173,18108623.757907,3.92,50.55762483697488,-0.00017821484924879582,0.00846094,0.009259835000000001,0.8509585560219326,0.24239406012314385,0.17004708438971383,0.5158060007213506,0.6893404146511152,0.006365111111111113,0.01017538888888889,,0,0,neutre,365,0,0,30,,,45.0,66.0,85.0,78.5,50,62.29,False,False,,5,🔥 Trending #3 sur CoinGecko,3,,71,574529597,727287481,62860396090.0,79573932072.35356,88888888888.0,79.0,,,
ONDOUSDT,ONDO,Etabli,47,0.403,37867259.07871,6.445,62.266413816120924,-0.001851587059437814,0.30343200000000004,0.3579280000000003,1.2279477756097241,0.23776843037414214,0.10892185078591979,2.001750453674159,0.524464128322569,0.24795277777777772,0.3797527777777778,uptrend,1,0,haussier,365,0,0,30,,,45.0,84.0,74.5,78.5,50,61.98,False,False,,0,,,,71,1942197675,3988633790,4869330647.0,10000000000.0,10000000000.0,48.7,2689859970,$2.7B,-1.75
DOGEUSDT,DOGE,Etabli,10,0.10459,54642571.05464,0.49,46.692409100185245,-0.0014760067862128567,0.1013864,0.11769699999999993,0.41959097837217646,0.12548524844720507,0.09431837865927592,0.34345907633563466,0.7847552211209743,0.0899638888888889,0.11078194444444447,uptrend|evening_star_4h,1,1,mixte,365,0,0,30,,,45.0,57.0,92.0,78.5,33.1,61.85,False,False,,0,,,,58,16100401918,17739519981,154328836383.7052,170040443126.5791,,90.8,,,
LINKUSDT,LINK,Etabli,19,9.58,27191512.94696,-0.509,46.92882263193149,-0.10457787387841685,9.441160000000004,10.992489999999991,0.4074228173343896,0.15120967741935484,0.1070895522388061,0.46249264368744447,0.8761407475288074,8.519722222222223,10.091083333333332,uptrend,1,0,haussier,365,0,0,30,,,45.0,57.0,87.5,78.5,50,61.8,False,False,,0,,,,61,6949671688,9558069001,727099970.4255477,1000000000.0,1000000000.0,72.7,,,
BNBUSDT,BNB,Etabli,4,650.51,59597429.67596,0.825,52.728010907302675,-2.276210803928427,629.8316,750.6889500000002,0.2317317089708615,0.14151623486486892,0.04304777037265891,0.37284726189667805,0.8684962109292679,598.231388888889,665.535,macd_bearish_cross|uptrend,1,1,mixte,365,0,0,30,,,45.0,57.0,92.0,78.5,28.9,61.6,False,False,,0,,,,57,87539139377,87539139377,134785126.0799999,134785126.0799999,200000000.0,100.0,154805691887,$154.8B,-2.33
SUIUSDT,SUI,Etabli,25,1.0983,88882870.32934,3.379,54.66884773426259,-0.01125663438914748,0.9885880000000001,1.2617530000000001,0.9320883615865588,0.2165853658536585,0.17590994371482171,1.6955677622369212,0.7332363555384299,0.8687805555555552,1.1150694444444447,macd_bearish_cross|double_bottom_90d,1,1,mixte,365,0,0,30,,,45.0,84.0,77.0,78.5,31.6,61.46,False,False,,0,,,,63,4382161445,10940583581,4005418369.566699,10000000000.0,10000000000.0,40.1,,,
