symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
KMNOUSDT,KMNO,Mid,220,0.0276,1386865.96816,-3.967,63.22117210083861,0.00010694844341967722,0.022894800000000003,0.020348150000000006,0.8480523636522229,0.2002734107997266,0.05707450444292554,2.4781846172925697,0.4657319236129251,0.01783666666666667,0.026714722222222216,macd_bullish_cross,1,0,haussier,365,0,0,30,,,31.0,100.0,89.5,68.0,57.0,80,60.31,14,🟢 Surperforme BTC,False,False,,0,,,,80,0,,,153559612,275696079,5569863355.75,9999956813.766998,10000000000.0,55.7,1368286756,$1.4B,1.87
HOTUSDT,HOT,Mid,373,0.000396,779855.669331,0.0,59.631862363587715,6.769507739691443e-07,0.00036176,0.0003753399999999999,0.4480648320781687,0.15343915343915343,0.0050377833753148474,2.602036926092882,0.5268907964236671,0.00030947222222222216,0.0003970833333333333,macd_bullish_cross|squeeze_breakout,2,0,haussier,365,0,0,30,,,31.0,84.0,100.0,57.5,69.0,80,61.24,14,🟢 Surperforme BTC,False,False,,0,,,,80,2,,Près du plus haut 90j (résistance),70039079,70039079,177619433541.1413,177619433541.1413,,100.0,,,
JOEUSDT,JOE,Speculative,,0.0326,1373291.04412,-2.687,58.39722714124514,0.00022518725594850714,0.029273999999999994,0.03542599999999998,0.7697424998695374,0.24183006535947715,0.04899135446685879,6.791828422117852,0.5534387757108099,0.02518333333333333,0.032183333333333335,macd_bullish_cross,1,0,haussier,365,0,0,30,,,17.0,84.0,89.5,68.0,57.0,80,51.98,14,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×6.8 vs médiane,,6.79,80,2,,Près du plus haut 90j (résistance),,,,,,,10869099,$11M,16.54
MAGICUSDT,MAGIC,Speculative,,0.0467,1118619.81831,0.864,58.5565322113775,0.00016331980631504396,0.04357999999999999,0.052358000000000036,0.5017922039422766,0.13785557986870897,0.01059322033898306,4.8385013488474895,0.5413062950714944,0.04027499999999997,0.047375,macd_bullish_cross|squeeze_breakout,2,0,haussier,365,0,0,30,,,17.0,84.0,100.0,68.0,69.0,80,55.67,14,🟢 Surperforme BTC,False,False,,0,,,,80,2,,Près du plus haut 90j (résistance),,,,,,,,,
RLCUSDT,RLC,Speculative,740,0.3042,961798.26028,0.862,54.323102337109596,0.0013606716236614397,0.292866,0.3595180000000002,0.5639834029876848,0.22016331658291463,0.08121212121212118,5.880742233328898,0.57289246269858,0.26550000000000007,0.3213361111111111,macd_bullish_cross,1,0,haussier,365,0,0,30,,,17.0,84.0,100.0,57.5,57.0,80,54.11,14,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×5.9 vs médiane,,5.88,80,0,,,26363370,26363370,86999784.9868455,86999784.9868455,86999784.9868455,100.0,,,
BARUSDT,BAR,Speculative,,0.281,631293.12396,2.555,60.4134489247171,0.0008749352726563052,0.2715,0.36659000000000025,0.2659666994187824,0.11945392491467569,0.04436860068259371,2.0915709443495696,0.4293207655289511,0.2616111111111112,0.2951388888888889,macd_bullish_cross|squeeze_breakout,2,0,haussier,365,0,0,30,,,17.0,84.0,100.0,57.5,69.0,80,54.83,14,🟢 Surperforme BTC,False,False,,0,,,,80,2,,Près du plus haut 90j (résistance),,,,,,,,,
ASTERUSDT,ASTER,Etabli,48,0.736,21132766.4376,-4.167,55.29988276338302,0.0008112597936042153,0.6748000000000002,0.6633450000000001,0.6416893923461446,0.13595933926302411,0.0635324015247777,1.1348994111726183,0.5156850300403151,0.5997777777777779,0.7456666666666667,macd_bullish_cross|golden_cross|uptrend,3,0,haussier,350,0,0,30,,,44.6,91.0,89.5,78.5,75.4,78,67.4,12,🟢 Surperforme BTC,False,False,,0,,,,78,0,,,1988045703,5734528885,2704071066.7997313,7799908028.130118,8000000000.0,34.7,111951898,$112M,-3.52
GASUSDT,GAS,Mid,314,1.323,1807669.6843,-1.489,60.233568944109166,0.0005299778974607317,1.1407199999999997,1.3321400000000003,0.7327573286549198,0.191150442477876,0.06165839829907864,5.144564133444486,0.6118692308336835,0.9319166666666671,1.3103055555555556,macd_bullish_cross|squeeze_breakout,2,0,haussier,365,0,0,30,,,31.0,84.0,89.5,68.0,69.0,78,59.11,12,🟢 Surperforme BTC,False,False,,0,,,,78,0,,,85912893,85912893,65093580.54427269,65093580.54427269,,100.0,,,
IOTXUSDT,IOTX,Speculative,675,0.003281,1539129.281442,4.757,58.97899757812869,3.7705389526888195e-06,0.0027961400000000003,0.0036757349999999977,0.8370444281903497,0.31893687707641194,0.01308581862446746,3.365953151370208,0.3696625289962739,0.002238888888888889,0.0031941388888888887,macd_bullish_cross|squeeze_breakout|uptrend,3,0,haussier,365,0,0,30,,,17.0,84.0,77.5,68.0,76.8,78,49.79,12,🟢 Surperforme BTC,False,False,,0,,,,78,2,,Près du plus haut 90j (résistance),30683427,30683427,9441368550.0,9441368555.0,10000000000.0,100.0,,,
USUALUSDT,USUAL,Speculative,778,0.01272,1800192.672553,-1.166,62.279276129539305,6.726467725775512e-05,0.010533400000000002,0.011671399999999998,0.8920326720249695,0.21406411582213028,0.02900763358778627,2.125395248224833,0.564941674916348,0.008156666666666666,0.012135833333333335,macd_bullish_cross|uptrend,2,0,haussier,365,0,0,30,,,17.0,84.0,89.5,68.0,64.8,77,52.45,11,🟢 Surperforme BTC,False,False,,0,,,,77,2,,Près du plus haut 90j (résistance),24569259,24665103,1933549115.6849644,1941091798.904788,3000000000.0,99.6,87853912,$88M,-1.56
