symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,categories
USDEUSDT,USDE,Etabli,20,0.9999,8767751.7246,0.04,53.751790679103955,1.0476351732229825e-05,0.9996659999999999,0.9995654999999999,0.004268443968817958,0.0011996401079675887,0.0003998800359891592,2.083978527136721,0.2620585130555034,0.998975,1.0002083333333334,macd_bullish_cross|macd_bearish_cross|support_bounce|resistance_test,2,2,mixte,222,0,0,60,,,41.1,100.0,94.0,84.5,50.0,76.72,False,Stablecoins|USD Stablecoin|BNB Chain Ecosystem|Solana Ecosystem|Avalanche Ecosystem
TRXUSDT,TRX,Etabli,8,0.3298,35495575.46831,1.259,72.076921959033,0.00033105024292806075,0.306706,0.297299,0.1916239904409601,0.13562039115100996,0.0,0.4864629321774968,0.44251033032284864,0.2785638888888889,0.32098611111111114,macd_bullish_cross|resistance_test,1,1,mixte,3155,0,0,70,24,12,78.0,64.0,100.0,86.5,50.0,74.6,False,Smart Contract Platform|Layer 1 (L1)|Alleged SEC Securities|FTX Holdings|DWF Labs Portfolio
NEARUSDT,NEAR,Etabli,46,1.369,16660245.2612,-3.997,56.45871780083151,0.009132215079798146,1.29636,1.67941,0.5286728214292872,0.3976205385097057,0.1346274264245461,0.5142230763411052,0.7865331238525652,1.008,1.478388888888889,bull_flag,1,0,haussier,365,0,0,70,100,18,70.0,66.0,75.5,86.5,62.5,71.8,False,Artificial Intelligence (AI)|Smart Contract Platform|Layer 1 (L1)|Near Protocol Ecosystem|Alleged SEC Securities
ONTUSDT,ONT,Mid,325,0.08068,14960354.48654,2.075,56.345776659109895,-0.00208784719444714,0.061882400000000004,0.0689006,2.3759238121577417,0.35754098360655734,0.25543526885568574,14.224179186781766,0.3978998509217253,0.04069388888888889,0.09057583333333334,double_bottom_90d|uptrend|bullish_engulfing_4h,3,0,haussier,2973,0,0,60,0,0,41.0,84.0,52.0,84.5,87.5,71.22,False,Smart Contract Platform|Masternodes|Proof of Stake (PoS)|Made in China
JSTUSDT,JST,Etabli,93,0.07091,4358464.311186,7.472,57.432099227653914,-0.00045377079668247307,0.0594776,0.0439293,0.920350083583618,0.17961042246395148,0.10473058436630418,1.0649930162812475,0.027783061931509652,0.04083027777777778,0.06808861111111111,macd_bearish_cross|double_bottom_90d,1,1,mixte,365,0,0,60,,,45.0,91.0,79.0,74.0,50.0,70.45,False,Decentralized Finance (DeFi)|Tron Ecosystem
ETHUSDT,ETH,Etabli,2,2361.04,734543281.568959,-3.215,60.205947386900064,20.640326123489203,2130.385,2867.3059000000003,0.5726798907337036,0.42724522268031545,0.25873555830759826,0.3815968789935429,0.937950996844917,1917.2766666666669,2781.9866666666667,double_bottom_90d,1,0,haussier,3915,0,0,70,79,37,80.0,57.0,69.5,86.5,62.5,70.2,False,Smart Contract Platform|Layer 1 (L1)|Ethereum Ecosystem|FTX Holdings|Multicoin Capital Portfolio
XLMUSDT,XLM,Etabli,21,0.1692,9085534.962,-4.407,57.37702983731964,0.0017271929422377212,0.162094,0.2245165,0.5896448692313573,0.3180343069077422,0.21001390820584148,0.8574552717972944,0.8701277802851294,0.15106111111111112,0.1994277777777778,macd_bullish_cross|double_top_90d,1,1,mixte,365,0,0,70,75,8,70.0,66.0,75.5,86.5,50.0,69.92,False,Smart Contract Platform|Real World Assets (RWA)|Stellar Ecosystem|GMCI 30 Index|GMCI Index
LUNCUSDT,LUNC,Mid,163,4.342e-05,2793359.60686056,-6.038,61.18711107446896,8.164814906228843e-07,4.0200599999999996e-05,3.993545e-05,0.6218635993627855,0.20720123702231064,0.049653078924544666,1.0408459834506343,0.6365255349595719,3.408583333333333e-05,4.371833333333334e-05,golden_cross,1,0,haussier,365,0,0,30,,,31.0,91.0,89.5,68.0,62.5,69.9,False,
XRPUSDT,XRP,Etabli,4,1.4319,138234930.57767,-3.886,58.181672060308266,0.016243440001961103,1.383602,1.894013,0.404600248011636,0.3884189325276939,0.27588116817724073,0.5201666107903912,0.9166703592830906,1.3098333333333332,1.8016805555555555,,0,0,neutre,365,0,0,70,80,18,70.0,66.0,69.5,86.5,50,69.02,False,Smart Contract Platform|Layer 1 (L1)|FTX Holdings|Pantera Capital Portfolio|Andreessen Horowitz (a16z) Portfolio
AVAXUSDT,AVAX,Etabli,28,9.38,20345406.8216,-5.061,51.51644781511842,0.05768148852472724,9.315,13.5044,0.6137483590971929,0.34929356357927793,0.26059654631083207,0.5953973649964557,0.8940348447536057,8.618055555555555,11.416111111111112,,0,0,neutre,365,0,0,70,72,17,70.0,66.0,65.0,86.5,50,68.35,False,Smart Contract Platform|Layer 1 (L1)|Avalanche Ecosystem|Proof of Stake (PoS)|DragonFly Capital Portfolio
TONUSDT,TON,Etabli,33,1.371,11336181.25984,-3.383,56.02602848102704,0.01230015016611355,1.2987600000000001,1.65246,0.5550313427790634,0.24322621298046623,0.13295526149968498,1.0653536323573614,0.6125165608250498,1.223888888888889,1.5127777777777778,double_top_90d,0,1,baissier,365,0,0,30,,,45.0,75.0,95.5,78.5,37.5,67.15,False,
DOGEUSDT,DOGE,Etabli,10,0.09556,95634839.56653,-5.759,53.950915957386314,0.0007516380512878785,0.093554,0.1350909,0.44233065467982585,0.31488076803964077,0.25534221121090117,0.8302113459473626,0.840243516890275,0.08937611111111111,0.1184488888888889,downtrend,0,1,baissier,4514,0,0,70,7,4,65.3,66.0,75.5,86.5,37.5,67.12,False,Smart Contract Platform|Meme|Dog-Themed|Elon Musk-Inspired|Proof of Work (PoW)
DEXEUSDT,DEXE,Etabli,87,13.978,7212704.34612,17.147,80.79642772169129,0.3506025684741809,6.929460000000001,5.190705,1.250008391622916,0.3902671755725191,0.0,1.7654949034877667,0.4046627336595554,2.21075,9.583527777777778,breakout_30d|rsi_bearish_divergence|doji_4h,1,1,mixte,365,0,0,30,,,45.0,82.0,67.0,78.5,50.0,66.85,False,
BNBUSDT,BNB,Etabli,5,633.36,83575765.65611,-1.438,55.49562446355956,5.579649149551052,627.1926,833.7977999999999,0.3611179201087445,0.36821134690342144,0.31418362927674326,0.7500666743798224,0.9159113915237193,594.4227777777778,841.6458333333334,double_bottom_90d|doji_4h,1,0,haussier,3206,0,0,60,0,0,55.0,66.0,65.0,84.5,62.5,66.83,False,Smart Contract Platform|Exchange-based Tokens|BNB Chain Ecosystem|Centralized Exchange (CEX) Token|Layer 1 (L1)
FILUSDT,FIL,Etabli,84,0.953,8997133.17433,-4.985,56.79485086226999,0.014055009772005484,0.9055,1.353605,0.7385933143333362,0.4212427745664739,0.30780346820809246,0.6195014425513907,0.7866433001215349,0.8378055555555556,1.2195555555555555,double_bottom_90d|downtrend,1,1,mixte,365,0,0,70,17,15,65.7,66.0,60.5,86.5,50.0,66.81,False,Infrastructure|Smart Contract Platform|Storage|Layer 1 (L1)|DePIN
MBLUSDT,MBL,Speculative,,0.001027,2308434.248724,3.32,64.09469500571203,5.232320961058394e-06,0.0009372600000000001,0.001196295,0.2857785947967919,0.2607973421926911,0.16943521594684383,1.750288975596203,0.8236926672255913,0.0008983611111111112,0.0011628055555555556,breakout_30d|double_bottom_90d|uptrend,3,0,haussier,365,0,0,30,,,17.0,84.0,75.5,68.0,87.5,66.65,False,
BELUSDT,BEL,Speculative,,0.1146,5895478.50529,-5.834,60.077562326494224,0.0021419328413055513,0.09944800000000001,0.1443015,0.780048779878717,0.4037940379403795,0.22018970189701906,12.414208705178943,0.6409354986768905,0.09216944444444444,0.1318,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,17.0,84.0,73.0,78.5,75.0,66.5,False,
CKBUSDT,CKB,Mid,341,0.001599,1093559.762053,-1.296,60.42828948674285,2.094492719004796e-05,0.0014834,0.002378255,0.5812005061687452,0.47128712871287126,0.3643564356435643,1.9795824016401533,0.8133774114302997,0.0014049444444444443,0.0022449722222222224,,0,0,neutre,2346,0,0,60,,,41.0,84.0,71.0,74.0,50,66.35,False,Smart Contract Platform|Interoperability|Layer 2 (L2)|Rollup|Multicoin Capital Portfolio
LINKUSDT,LINK,Etabli,17,9.37,26316548.992,-4.094,55.54522002817893,0.0774521966994064,9.007,12.54445,0.5790864157699542,0.3850931677018634,0.26863354037267084,0.688166764273748,0.92542812551541,8.37361111111111,11.327222222222222,,0,0,neutre,3136,0,0,60,,,55.0,66.0,69.5,84.5,50,65.62,False,Artificial Intelligence (AI)|Infrastructure|Decentralized Finance (DeFi)|Oracle|BNB Chain Ecosystem
SHIBUSDT,SHIB,Etabli,32,6.07e-06,7234778.87462185,-5.891,53.64312864668134,3.1090036161562615e-08,5.8576e-06,7.82225e-06,0.5263456408159438,0.3501228501228501,0.24815724815724818,0.6978019468348192,0.8287895292010459,5.554166666666667e-06,7.455555555555556e-06,macd_bullish_cross,1,0,haussier,365,0,0,30,,,45.0,66.0,75.5,78.5,62.5,65.2,False,
APTUSDT,APT,Etabli,82,0.945,13683448.80606,-6.157,53.82055441018856,0.018167484359852923,0.93632,1.917375,0.9252472571473264,0.49752168525402723,0.41387856257744743,1.386298892757985,0.7586646350916134,0.84575,1.4517222222222221,double_bottom_90d|downtrend,1,1,mixte,365,0,0,60,,,45.0,75.0,60.5,84.5,50.0,64.98,False,Smart Contract Platform|Layer 1 (L1)|Aptos Ecosystem|FTX Holdings|Coinbase Ventures Portfolio
XNOUSDT,XNO,Mid,372,0.52,500332.10501,5.691,63.969457385805136,0.009017581979571997,0.48206000000000004,0.6807099999999999,0.576981216935397,0.41307371349095967,0.28789986091794156,2.567539247567791,0.5669708710466687,0.4401388888888889,0.6769444444444445,breakout_30d|doji_4h,1,0,haussier,365,0,0,30,,,31.0,84.0,83.5,57.5,62.5,64.8,False,Layer 1 (L1)|Payment Solutions|Made in USA|Directed Acyclic Graph (DAG)
EGLDUSDT,EGLD,Mid,239,4.24,1377887.567,-3.855,57.7235786644589,0.08258818326608114,4.032,6.6087,0.6481470244315602,0.4038772213247173,0.310177705977383,1.525971345219809,0.7581060514226363,3.773611111111111,5.583611111111111,double_bottom_90d|doji_4h,1,0,haussier,365,0,0,60,,,31.0,84.0,60.5,74.0,62.5,64.65,False,Artificial Intelligence (AI)|Smart Contract Platform|Layer 1 (L1)|MultiversX Ecosystem|Binance Launchpad
RLCUSDT,RLC,Speculative,631,0.444,1176296.5975,-2.203,59.52000078243079,0.003070275133819634,0.40906,0.629535,0.6082388148172096,0.4390625,0.296875,5.407628852411269,0.828204562821078,0.38083333333333336,0.5654722222222222,macd_bullish_cross|doji_4h,1,0,haussier,3286,0,0,60,,,27.0,84.0,65.0,74.0,62.5,64.53,False,Artificial Intelligence (AI)|Oracle|Arbitrum Ecosystem|Ethereum Ecosystem|DePIN
XVSUSDT,XVS,Mid,486,2.86,1628584.3599,-7.143,53.32748689558724,0.04002832677143995,2.8360000000000003,4.09755,0.7801344313957262,0.5436720142602496,0.4919786096256685,3.148733718060985,0.4828156881166888,2.6375,4.560277777777777,double_bottom_90d,1,0,haussier,365,0,0,60,,,31.0,84.0,59.5,74.0,62.5,64.5,False,Decentralized Finance (DeFi)|Yield Farming|BNB Chain Ecosystem|Binance Launchpool|Lending/Borrowing Protocols
TURBOUSDT,TURBO,Mid,338,0.001137,1559126.163512,-6.65,55.46470137157249,2.023852537602331e-05,0.00103286,0.0016920650000000002,0.9933939281257432,0.4572307692307692,0.2935384615384615,1.0970339074546027,0.6582633821699371,0.000938,0.0014394166666666665,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,31.0,75.0,73.0,68.0,75.0,64.5,False,
ICPUSDT,ICP,Etabli,58,2.513,3758916.67178,-5.455,53.795228281772594,0.022738059486626515,2.4534000000000002,3.29863,0.577619880174188,0.46128033040784716,0.34821889519876104,0.3101933470055097,0.7386990241574318,2.2034722222222225,3.2355555555555555,double_bottom_90d|downtrend,1,1,mixte,365,0,0,70,100,26,70.0,57.0,71.0,76.0,50.0,64.45,False,Artificial Intelligence (AI)|Infrastructure|Smart Contract Platform|Layer 1 (L1)|Ethereum Ecosystem
RLUSDUSDT,RLUSD,Etabli,57,0.9997,50005899.3002,0.02,44.26985708845845,-2.0520051693039375e-05,1.000044,,0.003383270994167096,0.002096226791774796,0.001996406468356959,2.198516608732875,,0.9996588235294117,1.0013117647058825,,0,0,neutre,87,0,0,60,,,37.4,63.0,90.0,84.5,50,64.28,False,Stablecoins|USD Stablecoin|Ethereum Ecosystem|XRP Ledger Ecosystem|Fiat-backed Stablecoin
UMAUSDT,UMA,Speculative,518,0.483,4716064.6018,1.899,67.73859348510732,0.009417462822367892,0.42162,0.718685,0.5865899117001538,0.47843665768194066,0.3463611859838275,10.829997056938064,0.6722788923538974,0.4008333333333333,0.6542222222222223,double_bottom_90d|doji_4h,1,0,haussier,365,0,0,70,5,4,26.7,75.0,79.0,76.0,62.5,64.26,False,Decentralized Finance (DeFi)|Oracle|Derivatives|Synthetic Issuer|Avalanche Ecosystem
MEUSDT,ME,Mid,436,0.112,3042135.664103,0.358,59.13885289226151,0.0018384102480263813,0.108558,0.254206,0.5447900686999667,0.6144338118022329,0.5482456140350878,4.838896920770741,0.608984038101085,0.10063333333333332,0.20577777777777778,bullish_engulfing_4h,1,0,haussier,365,0,0,30,,,31.0,84.0,65.5,68.0,62.5,64.2,False,NFT|Solana Ecosystem|NFT Marketplace|Paradigm Portfolio|Sequoia Capital Portfolio
LQTYUSDT,LQTY,Speculative,678,0.307,1000879.0461,-0.325,61.6570811501303,0.004137906788608426,0.2832,0.40003999999999995,0.4674615932461779,0.27913279132791324,0.17886178861788618,2.244876985435875,0.5024231690301197,0.26663888888888887,0.34391666666666665,double_bottom_90d,1,0,haussier,365,0,0,30,,,17.0,84.0,83.5,68.0,62.5,64.1,False,
ENJUSDT,ENJ,Mid,271,0.0545,13523142.810125,-18.02,60.1710753922263,0.003747627591982168,0.0264918,0.03227245,2.6137900250412094,0.4302737520128824,0.389086859688196,5.483555729082429,0.233481965819167,0.018505833333333332,0.044015,,0,0,neutre,3120,0,0,60,0,0,41.0,84.0,41.5,84.5,50,64.03,False,Entertainment|Smart Contract Platform|Gaming (GameFi)|NFT|Metaverse
CHZUSDT,CHZ,Mid,115,0.04056,5121765.03595,-2.477,54.816963783380956,0.0002903288795224174,0.0379,0.03798075,0.9208995810985334,0.4440589765828274,0.2907198612315698,0.9337261786500461,0.6037520276148973,0.034293333333333335,0.050475,macd_bullish_cross|uptrend,2,0,haussier,365,0,0,30,,,31.0,66.0,73.0,78.5,75.0,63.9,False,
TIAUSDT,TIA,Mid,126,0.3997,13225095.110383,-3.803,66.26131854516174,0.014795657528221054,0.32535400000000003,0.5857095,1.060720379209744,0.42560901952889063,0.19327561908596735,2.172364842149274,0.7548307764267181,0.29341666666666666,0.43711666666666665,resistance_test,0,1,baissier,365,0,0,70,51,13,51.0,75.0,54.5,86.5,37.5,63.8,False,Smart Contract Platform|Cosmos Ecosystem|Layer 1 (L1)|Data Availability|Modular Blockchain
RENDERUSDT,RENDER,Etabli,74,1.801,7722867.0067,-7.308,48.515207050696745,-0.02347285196889904,1.7199799999999998,1.89885,0.7392656470179356,0.39643545279383435,0.12283236994219658,0.5443548698337631,0.7897792891950404,1.3300555555555555,2.01175,uptrend,1,0,haussier,365,0,0,30,,,45.0,66.0,65.0,78.5,62.5,63.62,False,
BTCUSDT,BTC,Etabli,1,75885.98,846673883.8911965,-2.093,63.873893813118656,663.6229503416557,70242.5528,86805.13815,0.4164276410887363,0.3208552212542237,0.17744318856538313,0.30480804686954477,1.0,65499.20138888889,85049.495,resistance_test|downtrend,0,2,baissier,6314,0,0,70,63,21,75.0,57.0,69.5,86.5,25.0,63.57,False,Smart Contract Platform|Layer 1 (L1)|FTX Holdings|Proof of Work (PoW)|Bitcoin Ecosystem
MAGICUSDT,MAGIC,Speculative,,0.0662,5256429.82486,-3.639,58.15095619912056,0.0011840942799685873,0.061394000000000004,0.095664,0.6702148970057694,0.4179728317659352,0.29885057471264354,3.615564168254471,0.7184566040937326,0.057522222222222225,0.08556388888888888,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,65.0,78.5,62.5,63.43,False,
HAEDALUSDT,HAEDAL,Speculative,,0.03281,2474203.929709,-7.577,67.7661566079912,0.0006054011554442538,0.0280632,0.0508828,0.7908266679727374,0.4398148148148149,0.2375000000000001,4.046317533361381,0.6484164151267177,0.025358333333333333,0.037539444444444445,macd_bullish_cross|double_bottom_90d|uptrend,3,0,haussier,333,0,0,30,,,16.1,75.0,73.0,68.0,87.5,63.4,False,
BFUSDUSDT,BFUSD,Etabli,60,0.9994,2139453.6371,0.0,46.509213618361336,-1.3302809429182503e-05,0.999298,0.999537,0.0020993350808814096,0.001199880011998779,0.000799920007999223,0.552480569847533,-0.3002226547720538,0.9989888888888889,0.9999305555555557,rsi_bullish_divergence|resistance_test|doji_4h,1,1,mixte,249,0,0,30,,,41.8,66.0,94.0,68.0,50.0,63.36,False,
MANTAUSDT,MANTA,Speculative,647,0.0681,1225817.184912,-4.568,57.79368969738831,0.0009295028113884941,0.0652986,0.08910365,0.515487503367356,0.30035005834305717,0.19789964994165699,1.1764571492922753,0.5688810100821915,0.06123722222222223,0.08124999999999999,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,17.0,75.0,83.5,68.0,75.0,63.27,False,Smart Contract Platform|Polkadot Ecosystem|Binance Launchpool|Layer 2 (L2)|Manta Network Ecosystem
USD1USDT,USD1,Etabli,26,0.9999,110924520.5149,-0.02,52.065056335390565,3.48788254925045e-05,0.99958,0.9997905,0.006421420636613051,0.0030941211697774144,0.002195827926938796,0.3820679907638381,0.12258521737520758,0.9984333333333334,1.0009416666666668,macd_bullish_cross|resistance_test|doji_4h,1,1,mixte,332,0,0,30,,,44.1,57.0,94.0,78.5,50.0,63.22,False,Stablecoins|USD Stablecoin|Solana Ecosystem|Ethereum Ecosystem|Aptos Ecosystem
ONEUSDT,ONE,Speculative,594,0.00234,840079.432193,-2.092,60.39064485957423,3.513305558306704e-05,0.0022784,0.0040026,0.5582594455906456,0.4383561643835616,0.347945205479452,2.1346463727830383,0.7724671791493709,0.0021144444444444444,0.0033152777777777777,double_bottom_90d|uptrend,2,0,haussier,365,0,0,60,,,17.0,84.0,71.0,63.5,75.0,63.2,False,Smart Contract Platform|Layer 1 (L1)|Harmony Ecosystem|Animoca Brands Portfolio|Binance Launchpad
KSMUSDT,KSM,Mid,321,4.76,2029006.58309,-6.299,60.6194662611718,0.09101288755358088,4.4294,7.3781,0.5811272054157012,0.41857142857142854,0.3185714285714286,2.0364275020267177,0.8120756528691718,4.136388888888889,6.289444444444444,,0,0,neutre,365,0,0,30,,,31.0,84.0,71.0,68.0,50,63.15,False,Smart Contract Platform|Polkadot Ecosystem|Proof of Stake (PoS)|Pantera Capital Portfolio|Made in USA
YGGUSDT,YGG,Speculative,666,0.04138,2668766.577321,-3.273,62.47216145799305,0.0007572646681284808,0.0381786,0.07425614999999999,0.6699823842056053,0.4834355828220858,0.3542944785276073,2.0578459167717913,0.6606013379506073,0.03551194444444444,0.057459166666666665,double_bottom_90d,1,0,haussier,365,0,0,60,,,17.0,84.0,68.5,74.0,62.5,63.05,False,Gaming (GameFi)|NFT|BNB Chain Ecosystem|Metaverse|Collectibles
AXLUSDT,AXL,Mid,354,0.0646,10316339.708078,10.997,64.5939682404729,0.0023436422326451553,0.050998,0.10507949999999999,1.7024928043735854,0.5091116173120729,0.25398633257403186,9.102345245141734,0.433582570387139,0.045675,0.07357222222222222,double_bottom_90d|doji_4h,1,0,haussier,365,0,0,30,,,31.0,84.0,43.0,78.5,62.5,62.93,False,
RVNUSDT,RVN,Mid,304,0.00599,804250.776013,-4.16,57.14527043700136,3.598571862193614e-05,0.0056646,0.00750115,0.4409850232959774,0.2604456824512535,0.16155988857938713,1.470805044473964,0.7709469834549825,0.005416388888888889,0.0067980555555555554,macd_bullish_cross,1,0,haussier,3027,0,0,30,,,41.0,75.0,75.5,57.5,62.5,62.9,False,Smart Contract Platform|Real World Assets (RWA)|Proof of Work (PoW)|Made in USA
SKYUSDT,SKY,Etabli,48,0.07638,764697.86539,-2.701,54.18702359938102,1.9348687356358766e-05,0.0743048,0.0634642,0.5188446975224381,0.17458907152376732,0.05334972341733264,0.18075159504096813,0.7193982020781451,0.06172777777777778,0.07869166666666666,macd_bullish_cross|double_top_90d|doji_4h,1,1,mixte,214,0,0,30,,,40.9,73.0,92.0,57.5,50.0,62.87,False,
ALGOUSDT,ALGO,Etabli,71,0.1093,4310502.8358,-4.374,54.59416099049969,-0.0007015528836313376,0.096332,0.1294005,0.9253155472870936,0.3570863024544735,0.13222486144101342,0.7353658178245355,0.7136676756661938,0.08341388888888888,0.11977222222222222,double_bottom_90d|double_top_90d|uptrend,2,1,haussier,365,0,0,60,,,45.0,66.0,65.0,74.0,62.5,62.72,False,Smart Contract Platform|Layer 1 (L1)|Algorand Ecosystem|Real World Assets (RWA)|DWF Labs Portfolio
ONDOUSDT,ONDO,Etabli,63,0.2589,5888573.32324,-6.803,49.98749916325964,0.001160032574479178,0.26032,0.433913,0.5932408901396169,0.35445942070547753,0.25322626899913964,0.7440748875597508,0.8619165085448451,0.244175,0.3210888888888889,macd_bullish_cross|double_top_90d|downtrend,1,2,baissier,365,0,0,60,,,45.0,66.0,75.5,84.5,37.5,62.65,False,Decentralized Finance (DeFi)|Ethereum Ecosystem|Real World Assets (RWA)|Coinbase Ventures Portfolio|Pantera Capital Portfolio
CFXUSDT,CFX,Mid,140,0.06074,2575853.22731,-6.769,56.08021448607983,0.0013451385265931266,0.055204199999999995,0.07540005,0.99365696898058,0.3957219251336899,0.18743315508021396,1.075190911706691,0.7439002366855202,0.04720833333333333,0.06820222222222222,uptrend,1,0,haussier,365,0,0,60,,,31.0,75.0,65.0,74.0,62.5,62.62,False,Smart Contract Platform|DWF Labs Portfolio|Proof of Work (PoW)|GMCI Layer 1 Index|Sequoia Capital Portfolio
ACEUSDT,ACE,Speculative,,0.133,13024736.6813,3.906,61.298494597121646,0.003205893567963712,0.13198000000000001,0.22893,0.6741532667800093,0.5708661417322836,0.4645669291338582,21.308241820737223,0.6858675167301781,0.11616666666666668,0.2313888888888889,support_bounce,1,0,haussier,365,0,0,30,,,17.0,84.0,59.5,78.5,62.5,62.6,False,
LUNAUSDT,LUNA,Speculative,526,0.0588,1672627.866542,-3.607,55.50717744684971,0.0009141281194775088,0.05946799999999999,0.08405,0.5201135251082755,0.3370370370370371,0.26172839506172846,1.2726748513062205,0.6802693490524582,0.054947222222222224,0.07604166666666666,double_bottom_90d,1,0,haussier,365,0,0,60,,,17.0,75.0,83.5,74.0,62.5,62.6,False,Terra Ecosystem|Alleged SEC Securities|Osmosis Ecosystem|DeFiance Capital Portfolio|Pantera Capital Portfolio
ZECUSDT,ZEC,Etabli,23,323.97,59961886.26071,-4.899,57.40390671512874,-1.0568449507847717,257.3288,345.47144999999995,1.1860053756547464,0.5066653327664257,0.18845509341470118,0.4344840614482465,0.704504538987302,210.42444444444445,366.9147222222222,macd_bearish_cross|double_top_90d|uptrend,1,2,baissier,3459,0,0,70,81,4,78.0,57.0,45.5,86.5,37.5,62.45,False,Smart Contract Platform|Privacy Coins|Layer 1 (L1)|Near Protocol Ecosystem|Zero Knowledge (ZK)
TRUMPUSDT,TRUMP,Etabli,86,2.894,13317932.264245,-5.764,46.95001509098411,0.03352656008022015,3.14374,4.98097,0.5434640351963902,0.4426491123079992,0.41432276082186315,1.215737481635066,0.5612647961077964,2.855194444444445,4.63575,double_bottom_90d,1,0,haussier,365,0,0,30,,,45.0,55.0,79.0,78.5,62.5,62.43,False,Solana Ecosystem|Meme|Solana Meme|PolitiFi|Made in USA
VETUSDT,VET,Etabli,92,0.007108,1788336.5461785,-4.77,50.75469443920185,3.387987575032338e-05,0.0071048,0.011512,0.5782228540308996,0.3959372114496768,0.3386888273314866,0.7254179033343385,0.8343477166449185,0.006799111111111111,0.00966138888888889,macd_bullish_cross|macd_bearish_cross|double_bottom_90d|doji_4h,2,1,haussier,365,0,0,30,,,45.0,66.0,71.0,68.0,62.5,62.43,False,
TRBUSDT,TRB,Mid,449,18.8,8009899.4919,-6.561,59.450859769853736,0.6114779739862606,15.7004,20.1794,1.5178021701379827,0.35553470919324576,0.17832764505119453,3.754525282234314,0.5595324521002694,14.095833333333333,19.470277777777778,,0,0,neutre,365,0,0,30,,,31.0,84.0,52.0,78.5,50,62.4,False,Decentralized Finance (DeFi)|Oracle|Polygon Ecosystem|Gnosis Chain Ecosystem|Arbitrum Ecosystem
GASUSDT,GAS,Mid,260,1.725,652719.3167,-3.685,53.88970674224232,0.0016421857198430992,1.62802,2.02419,0.8180357390122047,0.2595723520636499,0.13625062158130283,1.0273038292070358,0.5777843886850564,1.5186388888888889,1.9268611111111111,macd_bullish_cross|macd_bearish_cross|double_bottom_90d|uptrend,3,1,haussier,365,0,0,30,,,31.0,75.0,73.0,57.5,75.0,62.4,False,
APEUSDT,APE,Mid,276,0.106,7176827.969854,-0.749,62.91378493591107,0.0026804474235448887,0.093192,0.226766,0.7753947833996219,0.585378067100651,0.4767150726089134,3.989746527122252,0.8134593041626254,0.0860888888888889,0.17150555555555555,doji_4h,0,0,neutre,365,0,0,30,,,31.0,84.0,51.5,78.5,50,62.33,False,Gaming (GameFi)|NFT|Animoca Brands Portfolio|Gaming Blockchains|Gaming Governance Token
ARPAUSDT,ARPA,Speculative,,0.00995,5333354.227654,-1.388,60.95636105774495,0.00012422981087042197,0.0095758,0.01338335,0.42439860676081675,0.5590909090909091,0.4924242424242425,7.349303087664589,0.3961802999204668,0.009086944444444444,0.013622500000000001,double_bottom_90d|double_top_90d,1,1,mixte,365,0,0,30,,,17.0,84.0,70.0,78.5,50.0,62.3,False,
MLNUSDT,MLN,Speculative,,3.82,5514160.29025,22.83,70.3121150748044,0.05494568368004088,3.3856,4.8908499999999995,1.0893135956761866,0.356687898089172,0.129511677282378,12.758888361996295,0.581148937148738,3.1258333333333335,4.391944444444444,breakout_30d|macd_bullish_cross|macd_bearish_cross|double_bottom_90d,3,1,haussier,365,0,0,30,,,17.0,75.0,62.5,78.5,75.0,62.23,False,
FLOKIUSDT,FLOKI,Mid,142,3.096e-05,5547584.5921368,-5.811,57.65357307987586,5.008145601219666e-07,2.88342e-05,4.598645e-05,0.7641507205611103,0.41438658428949693,0.31045895851721095,1.3578488774040773,0.8192976684322602,2.7146388888888886e-05,3.9954166666666664e-05,double_bottom_90d|downtrend,1,1,mixte,365,0,0,60,,,31.0,75.0,60.5,84.5,50.0,62.17,False,Gaming (GameFi)|NFT|BNB Chain Ecosystem|Metaverse|Meme
FETUSDT,FET,Mid,102,0.2203,14645707.37406,-7.94,48.64092029870727,-0.0030577498869456543,0.20945599999999998,0.24810300000000002,0.9223053893860689,0.4337349397590362,0.13125481139337938,0.8114276777848218,0.7739110970305983,0.15008055555555555,0.24754444444444446,,0,0,neutre,2609,0,0,60,,,41.0,66.0,65.0,84.5,50,62.15,False,Artificial Intelligence (AI)|NFT|BNB Chain Ecosystem|Cardano Ecosystem|Ethereum Ecosystem
