symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
BANKUSDT,BANK,Mid,322,0.1694,124103286.59554,-40.035,49.85307091307985,0.0013475487995920632,0.09144400000000001,0.051959500000000026,4.042625011556344,0.5543850408217014,0.5543850408217014,16.57655343909728,0.1412988119126022,0.03271388888888889,0.18801111111111107,,0,0,neutre,259,0,0,30,,,28.1,100.0,28.0,78.5,50,73,49.7,26,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×16.6 vs médiane,,16.58,73,0,,,69442100,69442100,425250000.0,425250000.0,2100000000.0,100.0,,,
DIAUSDT,DIA,Speculative,,0.1137,2897336.19071,-6.65,51.88663852139544,0.0028809072144418547,0.111234,0.17523400000000003,1.130648849169433,0.5416281221091582,0.47317298797409807,6.820942846390646,0.5525836268487078,0.10146388888888888,0.2008777777777778,,0,0,neutre,365,0,0,30,,,17.0,84.0,49.0,68.0,50,72,40.74,25,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×6.8 vs médiane,,6.82,72,0,,,,,,,,,,,
ACHUSDT,ACH,Speculative,,0.00475,3346816.17519,16.995,62.60189204124554,6.106837293487147e-05,0.0046241999999999985,0.006745949999999997,0.5027581890281748,0.5340909090909091,0.4579545454545455,2.900197791892605,0.43329921254533854,0.004237777777777779,0.007984166666666665,squeeze_breakout,1,0,haussier,365,0,0,30,,,17.0,84.0,70.0,68.0,50,70,42.0,23,🟢 Surperforme BTC,False,False,,0,,,,70,0,,,,,,,,,,,
JSTUSDT,JST,Etabli,75,0.10074,3216447.624918,-2.403,56.0263294304251,-0.000458007096791379,0.0913388,0.0704288,0.34663169006096145,0.2377463626044783,0.04078521059653141,0.3920143522967086,0.07754580317713414,0.07834055555555555,0.10128250000000001,morning_star_4h,1,0,haussier,365,0,0,30,,,45.0,73.0,94.0,68.0,50,67,56.92,20,🟢 Surperforme BTC,False,False,,0,,,,67,5,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),823333967,823333967,8188743036.341737,8188743036.341737,9900000000.0,100.0,3304647554,$3.3B,-0.16
EULUSDT,EUL,Mid,459,1.79,16743431.20151,20.134,63.60268712304508,0.08550348715644018,1.0885200000000004,1.2058900000000004,2.5795510450692465,0.45629820051413883,0.2167466201482774,14.55215350163167,0.35724806581290486,0.9206666666666666,1.577888888888889,downtrend|doji_4h,0,1,baissier,290,0,0,30,,,28.9,84.0,52.0,78.5,26.8,66,48.27,19,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×14.6 vs médiane,,14.55,66,0,,,47854828,47854828,27182818.28459,27182818.28459,27182818.0,100.0,358794293,$359M,14.81
FLOWUSDT,FLOW,Mid,438,0.02706,1674468.8459062,12.656,55.28680878653949,0.0001736984237901562,0.027298199999999998,0.03862314999999998,0.5285510140907207,0.44043151969981237,0.3632739212007504,2.9055754589962985,0.47482458803345445,0.02554277777777778,0.04036722222222223,macd_bullish_cross|squeeze_breakout,2,0,haussier,365,0,0,30,,,31.0,64.0,79.0,68.0,50,66,47.54,19,🟢 Surperforme BTC,False,False,,0,,,,66,0,,,45545758,45545758,1677570436.3430521,1677570436.343052,,100.0,4081438,$4M,3.27
GPSUSDT,GPS,Mid,468,0.00959,596490.702039,2.787,54.1829530219151,-6.290914057329591e-06,0.0091364,0.008517249999999997,0.9909216205693336,0.23638470451911936,0.11786372007366482,0.19588632547804105,0.19207937657611368,0.006895277777777776,0.009892222222222224,,0,0,neutre,365,0,0,30,,,31.0,73.0,79.0,57.5,50,65,46.19,18,🟢 Surperforme BTC,False,False,,0,,,,65,3,,Volume ×0.2 (épuisement),95742806,95742806,10000000000.0,10000000000.0,10000000000.0,100.0,26098470,$26M,-0.36
DODOUSDT,DODO,Speculative,821,0.01865,1485518.869647,-1.687,49.69638243788609,-0.00033532571352152,0.018026,0.01705775,1.9368824710173849,0.3785166240409208,0.2763664357197844,1.1221167078394683,0.1537605804272493,0.015395277777777779,0.022460833333333333,uptrend,1,0,haussier,365,0,0,30,,,17.0,91.0,46.0,68.0,50,65,41.4,18,🟢 Surperforme BTC,False,False,,0,,,,65,1,,,18786106,18786106,1000000000.0,1000000000.0,1000000000.0,100.0,12030002,$12M,-0.27
MORPHOUSDT,MORPHO,Etabli,56,2.014,1245083.37151,2.389,52.14484077353442,-0.004571271911722127,1.9539799999999996,1.7551749999999995,0.7227593152105029,0.2668151447661471,0.10573078631719236,0.3217509824946874,0.42467860986761874,1.733555555555555,2.2036666666666673,double_bottom_90d,1,0,haussier,300,0,0,30,,,43.2,73.0,73.0,68.0,50,64,54.72,17,🟢 Surperforme BTC,False,False,,0,,,,64,3,,Volume ×0.3 (épuisement),1318416110,2011515305,655434292.2369751,1000000000.0,1000000000.0,65.5,7643584625,$7.6B,1.83
TRXUSDT,TRX,Etabli,8,0.3261,17761359.94418,0.031,47.55872218551512,-0.00021131998044876646,0.324978,0.31673149999999994,0.1771290505993812,0.16054313099041526,0.13178913738019166,0.19922433015578903,0.5334263128409736,0.31880833333333336,0.35937222222222226,macd_bearish_cross,0,1,baissier,365,0,0,30,,,45.0,73.0,95.5,78.5,30.5,63,58.27,16,🟢 Surperforme BTC,False,False,,0,,,,63,5,⚠️ Surveiller,Volume ×0.2 (épuisement)|MACD cross baissier,30923001658,30923003505,94885849527.46278,94885849824.64438,,100.0,,,
