symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
RENDERUSDT,RENDER,Etabli,70,1.977,12685516.65098,10.262,58.30746320088073,0.004899243684523194,1.8716600000000003,1.7470899999999994,0.5216593130065043,0.18283764017552423,0.03508771929824565,0.5720398636128321,0.6601446949169946,1.421888888888889,2.004388888888889,macd_bullish_cross|double_top_90d,1,1,mixte,365,0,0,30,,,45.0,82.0,100.0,78.5,27.3,63.3,False,False,,0,,,,65,1025575049,1054756470,518743261.0140742,533503434.2940742,644245094.0,97.2,,,
ASTERUSDT,ASTER,Etabli,49,0.689,10700779.526,3.144,55.31893014603574,0.0015517062760987852,0.6716599999999999,0.7582249999999999,0.42806381035533003,0.14417989417989416,0.08465608465608473,0.5955324642315384,0.5211054728549765,0.6486388888888891,0.7218055555555555,uptrend,1,0,haussier,231,0,0,30,,,41.3,66.0,100.0,78.5,50,60.98,False,False,,0,,,,66,1799301041,5455407232,2579922243.4698935,7822218820.515041,8000000000.0,33.0,159873094,$160M,-0.47
JSTUSDT,JST,Etabli,80,0.09305,2644052.694199,-0.086,62.37109961892652,-0.000208748744565303,0.08124960000000002,0.05343695000000003,0.4696691063026159,0.17961042246395148,0.007457121551081201,0.30866993622512373,-0.24547018825537723,0.04848583333333335,0.08997500000000001,uptrend,1,0,haussier,365,0,0,30,,,45.0,73.0,94.0,68.0,50,60.77,False,False,,0,,,,67,794534293,794534293,8543764567.312736,8543764567.312736,9900000000.0,100.0,3544342545,$3.5B,-1.18
TRXUSDT,TRX,Etabli,8,0.3633,32240772.82576,0.917,76.89966648937637,0.0001685366112249573,0.336822,0.3021960000000002,0.13585979154962646,0.030321224857400172,0.005747126436781584,0.20926338859164914,0.08876292414324137,0.2852000000000001,0.3545027777777777,,0,0,neutre,365,0,0,30,,,45.0,55.0,94.0,78.5,50,60.43,False,False,,0,,,,51,34398130008,34399190123,94804720740.6219,94807642525.1023,,100.0,,,
ONDOUSDT,ONDO,Etabli,46,0.4405,43191257.87331,13.736,64.96685770445598,0.001673851938206572,0.31323200000000007,0.3551170000000002,1.3084781426871572,0.23776843037414214,0.025459375691830884,1.5843376402401994,0.5230030705907647,0.24814722222222216,0.39775277777777773,rsi_bearish_divergence|macd_bullish_cross|double_bottom_90d|uptrend,3,1,haussier,365,0,0,30,,,45.0,84.0,79.0,78.5,19.8,59.6,False,False,,0,,,,61,2124986712,4364022216,4869330647.0,10000000000.0,10000000000.0,48.7,2691298270,$2.7B,-0.11
LINKUSDT,LINK,Etabli,18,9.607,24545409.96634,4.663,48.259134617334,-0.08463435474147249,9.497360000000002,10.911289999999994,0.42855103759826524,0.15120967741935484,0.10354477611940309,0.33135944957778884,0.8741099070353776,8.544722222222221,10.108833333333331,,0,0,neutre,365,0,0,30,,,45.0,57.0,87.5,78.5,50,59.59,False,False,,0,,,,61,6976378547,9594799657,727099970.4255477,1000000000.0,1000000000.0,72.7,,,
ZECUSDT,ZEC,Etabli,13,639.94,149640587.50258,8.116,63.55867451094529,0.680068877824489,437.36800000000005,383.4872999999997,1.3291165974000865,0.2285549174702929,0.0501380764319862,0.2616692118924669,0.5813280570147219,212.17972222222218,584.1355555555555,macd_bullish_cross|resistance_test|uptrend,2,1,haussier,365,0,0,30,,,45.0,73.0,79.0,78.5,39.1,59.44,False,False,,1,🔥 Trending #7 sur CoinGecko,7,,63,10663933898,10663933898,16688225.1655448,16688225.1655448,21000000.0,100.0,,,
BTCUSDT,BTC,Etabli,1,76908.92,876988175.5119103,2.985,46.382480877870805,-536.1392873546644,76780.61319999998,80558.17289999999,0.26313247979025384,0.11849875281549622,0.06452518529664321,0.12481351301081543,1.0000000000000002,66374.47694444442,80054.21583333332,,0,0,neutre,365,0,0,30,,,45.0,57.0,86.0,78.5,50,59.34,False,False,,2,🔥 Trending #6 sur CoinGecko,6,,64,1539603039971,1539603039971,20033700.0,20033700.0,21000000.0,100.0,,,
PENGUUSDT,PENGU,Etabli,94,0.009219,12473098.3934,8.255,51.232834792092454,-9.317056023450456e-05,0.00863166,0.009170395000000003,0.8929800865016613,0.24239406012314385,0.16497645780514314,0.23029451341344784,0.6933898267712392,0.006383111111111113,0.01020036111111111,uptrend,1,0,haussier,365,0,0,30,,,45.0,57.0,85.0,78.5,50,59.17,False,False,,6,🔥 Trending #2 sur CoinGecko,2,,70,579539726,733602613,62860396090.0,79570991854.92317,88888888888.0,79.0,,,
BNBUSDT,BNB,Etabli,4,658.63,55813471.03203,2.974,55.755786260808065,-1.2790743145171373,633.9961999999999,746.1078500000002,0.2404620589395224,0.14151623486486892,0.031072074855453064,0.21474147911817448,0.8630209804491948,599.0636111111112,666.5816666666666,double_top_90d|uptrend,1,1,mixte,365,0,0,30,,,45.0,57.0,92.0,78.5,27.3,58.97,False,False,,0,,,,56,88679830289,88679830289,134784961.94,134784961.94,200000000.0,100.0,154010655919,$154.0B,-1.23
