symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
DEXEUSDT,DEXE,Etabli,78,17.234,14012373.94779,-17.651,48.90542322290555,-0.30560671809560214,15.030480000000004,7.370669999999999,1.3104670552527395,0.3166955825437075,0.20291599166859525,2.327719410160165,0.06742121750465425,6.822861111111111,19.245499999999996,macd_bearish_cross|uptrend|bearish_engulfing_4h,1,2,baissier,365,0,0,30,,,45.0,100.0,56.5,78.5,0,65.07,False,False,,0,,,,61,809669586,1671356480,46750552.58384035,96504599.33609451,,48.4,,,
STGUSDT,STG,Mid,320,0.5584,18048887.68527,-6.544,70.2554778342177,0.041339384208048766,0.248318,0.18311850000000005,3.143253266177276,0.470495258166491,0.13045496750232133,5.125416437759243,0.2225984677146479,0.17225,0.340025,uptrend|morning_star_4h,2,0,haussier,365,0,0,30,,,31.0,91.0,46.0,78.5,50,62.83,False,False,,3,⚡ Volume ×5.1 vs médiane,,5.13,70,77560632,77560632,139407302.442952,139407302.442952,1000000000.0,100.0,73436610,$73M,-2.22
NEARUSDT,NEAR,Etabli,39,2.027,40307521.0267,-4.567,48.211632792291944,-0.06547588443511093,1.8521399999999997,1.5168949999999999,1.6285868507426178,0.3400780972665957,0.28115015974440905,0.395114510789957,0.29741101343511284,1.225083333333333,2.4159722222222224,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,45.0,73.0,46.0,78.5,50,61.6,False,False,,0,,,,59,2630969642,2630969775,1298092770.0,1298092836.0,,100.0,,,
WLDUSDT,WLD,Etabli,50,0.4877,115455915.02766,-0.874,58.18586527678056,-0.0008841354185986014,0.32453199999999993,0.40582799999999997,2.3123875706599755,0.4143107330497873,0.10003691399040232,1.5989433613506965,0.25721382152940997,0.24217500000000008,0.45440277777777777,macd_bearish_cross|double_bottom_90d,1,1,mixte,365,0,0,30,,,45.0,84.0,46.0,78.5,19.7,61.58,False,False,,0,,,,55,1655971644,4873605986,3397836527.186348,10000000000.0,10000000000.0,34.0,,,
NOTUSDT,NOT,Mid,457,0.000506,4483022.952765,19.905,60.98372542157421,8.848656522653927e-06,0.0004697400000000002,0.00046709500000000016,1.0829145119674566,0.46320346320346323,0.26839826839826847,3.307652226079433,0.3993761916341369,0.0003526944444444444,0.0005632222222222223,macd_bullish_cross|golden_cross|downtrend,2,1,haussier,365,0,0,30,,,31.0,100.0,62.5,68.0,16.7,60.97,False,False,,2,⚡ Volume ×3.3 vs médiane,,3.31,69,50399608,51932087,99429447866.9074,102452755868.5205,102456956842.91,97.0,,,
RIFUSDT,RIF,Mid,283,0.0918,6511208.5135,43.438,64.59463848925415,0.0007432152005776614,0.064498,0.04334149999999999,2.342329302398886,0.4174757281553398,0.0,3.3953379122898313,0.13928579590430715,0.034869444444444446,0.07785833333333333,breakout_30d|rsi_bearish_divergence|macd_bullish_cross|resistance_test,2,2,mixte,365,0,0,30,,,31.0,100.0,50.5,78.5,0,60.61,False,False,,2,⚡ Volume ×3.4 vs médiane,,3.4,63,92383150,92383150,1000000000.0,1000000000.0,,100.0,,,
NIGHTUSDT,NIGHT,Etabli,94,0.0346,40614078.4959,3.314,52.415210870719775,-7.70661685009655e-05,0.0333204,,1.0417692335735098,0.42576545349508954,0.33371846716734066,3.374562151213107,0.33746779740630106,0.030888333333333334,0.04744416666666667,support_bounce,1,0,haussier,95,0,0,30,,,37.6,72.0,58.0,78.5,50,60.38,False,False,,2,⚡ Volume ×3.4 vs médiane,,3.37,68,573545987,828853654,16607399400.63495,24000000000.0,24000000000.0,69.2,,,
XLMUSDT,XLM,Etabli,16,0.1908,13159032.3501,-1.953,49.80726789292629,-0.004388617713460996,0.17571400000000004,0.18727449999999998,1.5088383283301794,0.2962677953058869,0.2666410157752983,0.5259590278494951,0.3453672801457608,0.14957777777777778,0.21136944444444442,doji_4h,0,0,neutre,365,0,0,30,,,45.0,66.0,52.0,78.5,50,60.17,False,False,,0,,,,58,6421009837,9509256417,33763098929.83688,50001786839.91258,,67.5,,,
HOMEUSDT,HOME,Mid,243,0.03035,5280112.69812,-0.946,48.371291398229474,-0.002001017362256402,0.024276200000000005,0.02402680000000001,2.8543744239707287,0.4946199236376258,0.4736202707393266,0.7176132850782674,-0.03369069851343488,0.014857777777777775,0.03778944444444444,golden_cross,1,0,haussier,365,0,0,30,,,31.0,82.0,41.5,78.5,50,59.84,False,False,,0,,,,61,116913706,304859728,3835000000.01,10000000000.0,10000000000.0,38.4,,,
ONDOUSDT,ONDO,Etabli,47,0.3625,9964099.53601,-1.118,49.801605550848194,-0.00270198010549137,0.3572820000000001,0.33484650000000005,1.21471019165815,0.28116006198804516,0.19791897276953727,0.24282170526363617,0.3797368343548779,0.25181388888888884,0.41719722222222216,downtrend,0,1,baissier,365,0,0,30,,,45.0,73.0,62.5,78.5,16.7,59.69,False,False,,0,🔥 Trending #14 sur CoinGecko,14,,54,1759853941,3614159868,4869330647.0,10000000000.0,10000000000.0,48.7,2644277152,$2.6B,0.03
INJUSDT,INJ,Mid,101,5.263,7569036.68803,-3.555,48.54501260657488,-0.1509235323030405,4.90262,4.201489999999996,1.3611003857074035,0.2931330472103005,0.24763948497854074,0.4979194756594226,0.42326025357926494,2.875944444444444,5.979027777777777,uptrend,1,0,haussier,365,0,0,30,,,31.0,73.0,62.5,78.5,50,59.25,False,False,,0,,,,62,526496153,526496153,100000000.0,100000000.0,,100.0,12131893,$12M,-6.8
TRUMPUSDT,TRUMP,Mid,103,2.179,100569417.684793,7.182,60.030781676485454,0.05507703655469859,2.13972,3.6549150000000026,1.086629384277236,0.5959026888604354,0.44225352112676053,4.662331365962342,0.47255689156655356,1.8296111111111115,3.2951944444444448,macd_bullish_cross|downtrend,1,1,mixte,365,0,0,30,,,31.0,84.0,49.0,78.5,16.7,57.65,False,False,,3,🔥 Trending #7 sur CoinGecko|⚡ Volume ×4.7 vs médiane,7,4.66,64,516429619,2175227791,237414040.342428,1000000000.0,1000000000.0,23.7,,,
ICPUSDT,ICP,Etabli,58,2.439,8523336.42866,7.209,46.32062391078605,-0.030413925739583167,2.6558399999999995,2.8059449999999995,1.0217768935707765,0.38856669428334717,0.3264291632145816,1.1059303103687048,0.36597275057976253,2.258749999999999,3.0891388888888884,,0,0,neutre,365,0,0,30,,,45.0,55.0,58.0,78.5,50,57.6,False,False,,0,,,,56,1353734371,1353734371,553433219.0905683,553433219.0905683,,100.0,,,
AXLUSDT,AXL,Mid,414,0.0487,5574776.254575,13.256,47.01530175833127,0.00026902872402266576,0.05890600000000003,0.06744350000000003,0.9633692756777555,0.4981773997569866,0.4082624544349939,7.304251254812316,0.33264047681095354,0.04347222222222222,0.07274444444444444,macd_bullish_cross,1,0,haussier,365,0,0,30,,,31.0,64.0,68.5,78.5,50,57.25,False,False,,3,⚡ Volume ×7.3 vs médiane,,7.3,69,56138443,58889042,1185805381.998435,1243905929.420375,,95.3,143426934,$143M,2.47
IOUSDT,IO,Mid,388,0.1758,2094474.21468,3.109,56.971161025464994,0.0005998719825449673,0.14928599999999997,0.13911400000000004,1.3567418282902084,0.29012023000522735,0.07997909043387354,0.4605323322567858,0.37331715851971564,0.10127222222222222,0.176775,macd_bullish_cross|uptrend,2,0,haussier,365,0,0,30,,,31.0,73.0,67.0,68.0,50,57.17,False,False,,0,,,,63,61431485,140600187,349537102.231732,799996650.0516075,800000000.0,43.7,,,
ATOMUSDT,ATOM,Etabli,65,1.996,2761642.2413,0.302,55.05775806991218,0.01959222630068244,1.9555600000000004,2.02292,0.8205653035942226,0.2660054102795312,0.10234445446348056,0.48917509205651033,0.5624924725472639,1.685361111111111,2.094472222222222,macd_bullish_cross,1,0,haussier,365,0,0,30,,,45.0,57.0,73.0,68.0,50,57.07,False,False,,0,,,,59,1021611436,1021611436,513790538.584106,513790538.584106,,100.0,,,
JSTUSDT,JST,Etabli,88,0.0761,5549967.043741,2.755,39.2338220256297,-0.0013932239197863884,0.08669539999999999,0.058312350000000006,0.9679276098552527,0.2377463626044783,0.21473532143225668,0.7775861946319065,-0.06332139203016122,0.05896,0.0934077777777778,,0,0,neutre,365,0,0,30,,,45.0,45.0,79.0,78.5,50,56.73,False,False,,0,,,,53,649417086,649417086,8543764567.312736,8543764567.312736,9900000000.0,100.0,3020744646,$3.0B,0.69
ALLOUSDT,ALLO,Mid,282,0.3931,26312060.25901,2.906,65.33593741281103,0.013125318186780796,0.16599400000000003,0.12422350000000001,4.136956852122434,0.3757798165137615,0.10121087502855826,0.736325227639696,-0.004743697495600316,0.08829166666666666,0.2970888888888889,uptrend|doji_4h,1,0,haussier,215,0,0,30,,,26.9,73.0,46.0,78.5,50,56.56,False,False,,0,,,,56,92695752,310495048,235011334.3923933,787197407.7632785,1000000000.0,29.9,,,
