symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
ESPUSDT,ESP,Mid,397,0.09691,7435773.68077,13.637,62.87518243554909,-3.3634156143044075e-06,0.08009440000000001,0.07642820000000002,0.77383738673784,0.44703100845685184,0.11730471946894604,6.455968741454694,0.326233168309266,0.0622461111111111,0.09264944444444444,breakout_30d|rsi_bearish_divergence|squeeze_breakout,2,1,haussier,220,0,0,30,,,27.0,100.0,73.0,78.5,47.3,80,51.81,20,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×6.5 vs médiane,,6.46,80,3,,Divergence RSI baissière,67025687,350850587,689870966.4009039,3601379682.0,,19.2,,,
SLPUSDT,SLP,Speculative,792,0.000667,403827.100266,8.632,60.376722066312546,-1.5827334686688062e-06,0.0005934000000000002,0.0005917049999999999,0.8534630463587518,0.1539763113367175,0.03623188405797095,1.5152485374494575,0.5441866867194519,0.0004816666666666666,0.0006510555555555554,golden_cross|squeeze_breakout,2,0,haussier,365,0,0,30,,,17.0,100.0,89.5,47.0,72.7,80,49.56,20,🟢 Surperforme BTC,False,False,,0,,,,80,3,,Près du plus haut 90j (résistance),24023001,24023001,36219806268.0,36219739917.0,,100.0,2370167,$2M,-7.08
C98USDT,C98,Speculative,,0.01612,826436.813582,10.034,63.37860212976859,0.0001306469782304186,0.014408399999999998,0.018050749999999997,0.7924122950954251,0.19308700834326578,0.03516090584028607,2.42184616969828,0.4992597370098038,0.012067222222222222,0.01569388888888889,macd_bullish_cross|squeeze_breakout,2,0,haussier,365,0,0,30,,,17.0,84.0,89.5,57.5,69.1,78,48.26,18,🟢 Surperforme BTC,False,False,,0,,,,78,2,,Près du plus haut 90j (résistance),,,,,,,,,
ASTERUSDT,ASTER,Etabli,46,0.768,13194318.03352,2.537,62.82968003076293,0.0015491601131125826,0.6721200000000002,0.66328,0.661660089431145,0.13595933926302411,0.02414231257941552,1.08741837399258,0.5103941349282889,0.5997777777777779,0.7433611111111111,macd_bullish_cross|golden_cross,2,0,haussier,349,0,0,30,,,44.6,91.0,89.5,78.5,67.3,76,64.66,16,🟢 Surperforme BTC,False,False,,0,,,,76,2,,Près du plus haut 90j (résistance),2074941071,5985179056,2704071066.7997313,7799908028.130118,8000000000.0,34.7,111847388,$112M,-4.59
AUSDT,A,Mid,224,0.0898,6898609.08496,4.662,67.57753080193916,0.0006691125739827809,0.07246,0.07540649999999999,0.8532065982957818,0.24748743718592967,0.01960784313725501,11.471751892551938,0.5660419208296231,0.06084722222222221,0.08159166666666667,macd_bullish_cross|uptrend|doji_4h,2,0,haussier,365,0,0,30,,,31.0,75.0,89.5,78.5,64.3,76,55.68,16,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×11.5 vs médiane,,11.47,76,2,,Près du plus haut 90j (résistance),150006874,188862332,1667957980.8094,2100000000.0,2100000000.0,79.4,,,
SSVUSDT,SSV,Mid,499,3.206,1137587.936623,8.862,67.7395668628798,0.010311934280506502,2.55532,2.4448049999999997,0.9993187464314847,0.15485732606604682,0.0,2.458426407021849,0.5917225872775573,1.9961944444444448,2.942805555555556,breakout_30d|macd_bullish_cross|resistance_test|uptrend|bullish_engulfing_4h,4,1,haussier,365,0,0,30,,,31.0,91.0,89.5,68.0,62.7,76,56.66,16,🟢 Surperforme BTC,False,False,,0,,,,76,2,,Près du plus haut 90j (résistance),47305890,47305890,14699173.1,14699173.1,,100.0,13895347785,$13.9B,4.48
LSKUSDT,LSK,Mid,286,0.4424,19789691.02448,-4.076,60.968481834801395,0.022902626722125216,0.149496,0.120765,5.141751641721711,0.559356391739516,0.44077030279994933,9.221448905406614,0.024584262366093772,0.07428888888888889,0.31752500000000006,uptrend,1,0,haussier,365,0,0,30,,,31.0,100.0,32.5,78.5,57.4,75,45.01,15,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×9.2 vs médiane,,9.22,75,0,,,102364887,175669855,233084697.0,400000000.0,400000000.0,58.3,,,
LUNAUSDT,LUNA,Speculative,634,0.048,1282862.514389,2.345,57.431284492958596,0.00010033726525189568,0.044837999999999996,0.05366599999999999,0.5848534464466112,0.20980392156862734,0.056862745098039215,1.5070945970384722,0.5400158814852383,0.041286111111111114,0.050522222222222204,macd_bullish_cross|uptrend,2,0,haussier,365,0,0,30,,,17.0,84.0,100.0,68.0,64.3,75,51.25,15,🟢 Surperforme BTC,False,False,,0,,,,75,0,,,34178201,57127326,709984438.91686,1186707049.0,,59.8,,,
PROVEUSDT,PROVE,Speculative,542,0.2162,56726473.7155,8.371,71.58201093160623,0.002618498626031118,0.17202,0.21383950000000007,0.6146404367459762,0.3040152963671128,0.0,103.96430020565833,0.40868915487923685,0.1554861111111111,0.20457499999999998,macd_bullish_cross|uptrend,2,0,haussier,365,0,0,30,,,17.0,75.0,77.5,78.5,64.3,74,45.78,14,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×104.0 vs médiane,,103.96,74,2,,Près du plus haut 90j (résistance),42108439,215940711,195000000.0,1000000000.0,1000000000.0,19.5,,,
STEEMUSDT,STEEM,Speculative,666,0.05652,1272090.518252,1.6,64.8989472331564,0.0006829289523485496,0.0430588,0.04939665000000002,1.0141750702921846,0.18418582824964796,0.05475120652354792,2.501835279271494,0.37872620251412126,0.03586,0.05188305555555556,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,79.0,68.0,57.4,74,45.96,14,🟢 Surperforme BTC,False,False,,0,,,,74,0,,,31728580,31729883,558452246.884,558480434.49,,100.0,,,
