symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d,outperf_prob_7d,bull_prob_7d_legacy,score_model,market_regime,alt_index_30d,alt_index_90d
MEGAUSDT,MEGA,Mid,484,0.04553,1789818.457902,-0.132,61.260471768585184,0.0008000538423770835,0.0382342,,0.9214726680230222,0.4058330156309569,0.13362561951963406,0.3923212497278577,0.6753751519748885,0.03373666666666667,0.04918916666666667,downtrend,0,1,baissier,150,0,0,30,,,25.1,45.0,73.0,68.0,34.4,51.8,47.99,-0.5,≈ Neutre vs BTC,False,False,,0,,,,51.8,2,,Volume ×0.4 (épuisement),51353337,454537657,1129792788.0,10000000000.0,10000000000.0,11.3,,,,51.8,51,ml_gb+alt_blend,Altseason en formation,83.0,64.3
THETAUSDT,THETA,Mid,175,0.234,973243.27383,2.993,65.49080616072898,0.0026449834288336596,0.177976,0.17149899999999993,0.9300976440747752,0.18963254593175857,0.009708737864077655,0.4554998061477916,0.5999826722883403,0.12897222222222215,0.20819999999999997,golden_cross|uptrend,2,0,haussier,365,0,0,30,,,31.0,64.0,89.5,57.5,72.4,51.7,61.88,-0.6,≈ Neutre vs BTC,False,False,,0,,,,51.7,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),234127301,234127301,1000000000.0,1000000000.0,1000000000.0,100.0,,,,51.7,66,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ATOMUSDT,ATOM,Etabli,83,1.837,4743285.44763,1.324,61.915137599057125,0.010684800512488365,1.5767000000000002,1.7098849999999999,0.8397649267727412,0.2364316905801622,0.011834319526627229,0.8626337535090265,0.4583303265833377,1.3340000000000003,1.7358055555555556,uptrend|shooting_star_4h,1,1,mixte,365,0,0,30,,,45.0,66.0,89.5,68.0,46.8,51.7,65.42,-0.6,≈ Neutre vs BTC,False,False,,0,,,,51.7,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Étoile filante 4h,977102046,977105564,532669046.411222,532685344.377768,,100.0,,,,51.7,63,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SHIBUSDT,SHIB,Etabli,34,5.92e-06,6073700.80067679,-0.337,60.30354522909599,5.292030967765419e-08,5.1796e-06,5.305400000000003e-06,0.7097789311140463,0.17137476459510353,0.031096563011456607,0.488752387558329,0.6798570802266769,4.192222222222223e-06,5.680833333333332e-06,,0,0,neutre,365,0,0,30,,,45.0,57.0,89.5,78.5,50,51.7,63.15,-0.6,≈ Neutre vs BTC,False,False,,0,,,,51.7,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),3486060143,3487581270,589238954375651.4,589496066158401.1,,100.0,,,,51.7,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BNBUSDT,BNB,Etabli,4,775.39,64137470.51097,-0.562,61.84122404966644,0.08242516134103894,698.4556,633.8898500000001,0.43924724749818467,0.07541779186724583,0.03004715978033798,0.26334479372074826,0.7192193210702574,563.0847222222224,757.9038888888888,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,45.0,73.0,92.0,78.5,60.8,51.6,70.28,-0.7,≈ Neutre vs BTC,False,False,,0,,,,51.6,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance),103200534169,103200536215,133159795.6,133159792.88,200000000.0,100.0,179548311956,$179.5B,3.08,51.6,69,ml_gb+alt_blend,Altseason en formation,83.0,64.3
AUSDT,A,Mid,210,0.1021,467009.96006,2.407,69.93529805638664,0.0016629628322640038,0.07697599999999999,0.0760775,0.813072733059777,0.24748743718592967,0.0029296875000000837,0.47704041071960823,0.5387431910589886,0.06161111111111112,0.08803055555555556,golden_cross|uptrend,2,0,haussier,365,0,0,30,,,31.0,64.0,89.5,47.0,72.4,51.5,61.04,-0.8,≈ Neutre vs BTC,False,False,,0,,,,51.5,4,⚠️ Surveiller,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance),170421072,214376554,1669418807.1575,2100000000.0,2100000000.0,79.5,,,,51.5,66,ml_gb+alt_blend,Altseason en formation,83.0,64.3
MEMEUSDT,MEME,Speculative,571,0.000649,576171.982572,1.884,66.52367756340004,1.0744853183154504e-05,0.0005378000000000002,0.0005490800000000001,0.7333154901362394,0.29057187017001546,0.001538461538461576,0.4438975436428487,0.592858256566008,0.00048638888888888885,0.0006123888888888889,downtrend|doji_4h,0,1,baissier,365,0,0,30,,,17.0,48.0,77.5,57.5,34.4,51.4,47.31,-0.9,≈ Neutre vs BTC,False,False,,0,,,,51.4,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),42056298,44805910,64765665500.0,69000000000.0,69000000000.0,93.9,,,,51.4,50,ml_gb+alt_blend,Altseason en formation,83.0,64.3
JSTUSDT,JST,Etabli,80,0.12371,4793573.02433,4.981,68.77246558514268,0.0006488164162564694,0.1072496,0.08906075,0.4863947139418995,0.12502308402585408,0.0,0.6412614623898355,0.025010927237938303,0.09286194444444448,0.11406750000000002,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,45.0,73.0,94.0,68.0,60.8,51.2,69.93,-1.1,≈ Neutre vs BTC,False,False,,0,,,,51.2,2,,Près du plus haut 90j (résistance),1014273372,1014273372,8188743036.341737,8188743036.341737,9900000000.0,100.0,3888313657,$3.9B,2.48,51.2,67,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ARBUSDT,ARB,Etabli,64,0.222,30147292.5232,-1.813,66.58661137120859,0.00214727805215199,0.13176599999999997,0.10738600000000002,1.9472206940067631,0.2974115161119915,0.056098597535061696,0.7243877616590751,0.4281598699134593,0.07560555555555559,0.19350277777777777,uptrend,1,0,haussier,365,0,0,30,,,45.0,73.0,56.5,78.5,60.8,51.2,61.71,-1.1,≈ Neutre vs BTC,False,False,,0,,,,51.2,0,,,1508250600,2222730849,6785574605.0,10000000000.0,10000000000.0,67.9,3504148749,$3.5B,2.32,51.2,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
CHZUSDT,CHZ,Mid,207,0.01677,1954741.77491,1.636,63.15901202891585,0.0002085686366740762,0.014029599999999998,0.026724250000000005,0.7000933481600109,0.3779404077365395,0.12388917929952956,0.4636053176421528,0.6090865098305774,0.012579444444444443,0.01764916666666667,,0,0,neutre,365,0,0,30,,,31.0,57.0,73.0,68.0,50,51.2,54.81,-1.1,≈ Neutre vs BTC,False,False,,0,,,,51.2,2,,Volume ×0.5 (épuisement),176490526,176490526,10539182380.0,10539182380.0,,100.0,,,,51.2,59,ml_gb+alt_blend,Altseason en formation,83.0,64.3
MORPHOUSDT,MORPHO,Etabli,53,2.801,6607155.36755,-1.823,62.850098652212665,0.04363231370478467,2.35658,2.01136,0.8063698178035906,0.2826161790017211,0.03820998278829596,0.6866594969097819,0.3017729334121547,1.8958055555555555,2.661805555555556,,0,0,neutre,359,0,0,30,,,44.8,82.0,77.5,78.5,50,51.1,69.4,-1.2,≈ Neutre vs BTC,False,False,,0,,,,51.1,2,,Près du plus haut 90j (résistance),1944470407,2779785327,699503802.6703968,1000000000.0,1000000000.0,70.0,11021707569,$11.0B,2.68,51.1,67,ml_gb+alt_blend,Altseason en formation,83.0,64.3
PNUTUSDT,PNUT,Mid,458,0.0564,729570.40608,0.894,60.89874246903108,0.0007423849439860187,0.048374,0.04751150000000001,0.8192956401895323,0.21568627450980393,0.02590673575129536,0.312637505310305,0.675401768508975,0.03950277777777778,0.054022222222222235,golden_cross|downtrend|doji_4h,1,1,mixte,365,0,0,30,,,31.0,73.0,89.5,57.5,46.1,51.1,63.61,-1.2,≈ Neutre vs BTC,False,False,,0,,,,51.1,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance),56326353,56326353,999841460.575085,999841460.575079,1000000000.0,100.0,,,,51.1,65,ml_gb+alt_blend,Altseason en formation,83.0,64.3
NEXOUSDT,NEXO,Etabli,88,0.862,411324.49791,-1.822,57.73734620180547,0.0022268795276487435,0.81182,0.8261050000000002,0.34887549294879155,0.10230179028133,0.02595936794582395,0.3736606737535457,0.7989978277456979,0.7106111111111111,0.8644999999999999,uptrend,1,0,haussier,365,0,0,30,,,45.0,57.0,92.0,47.0,60.8,51.1,61.88,-1.2,≈ Neutre vs BTC,False,False,,0,,,,51.1,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),862713154,862713154,1000000000.0,1000000000.0,1000000000.0,100.0,329824287,$330M,2.18,51.1,64,ml_gb+alt_blend,Altseason en formation,83.0,64.3
NXPCUSDT,NXPC,Mid,349,0.2578,279293.4545,0.546,70.49216310515934,0.004738071376780133,0.21439599999999998,0.27895499999999995,0.5457424982777024,0.3576040172166427,0.07496413199426102,0.4469403294102907,0.3781905688927536,0.19841388888888883,0.26786666666666664,,0,0,neutre,365,0,0,30,,,31.0,48.0,88.0,47.0,50,51.1,53.45,-1.2,≈ Neutre vs BTC,False,False,,0,,,,51.1,2,,Volume ×0.4 (épuisement),79757371,256400486,309371091.5175758,994552574.1697733,1000000000.0,31.1,,,,51.1,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
GMEBUSDT,GMEB,Speculative,,23.46,256765.5987,-6.01,66.225069946595,0.08744653537989899,,,0.4554911191566883,0.05986339895540386,0.05664925672961029,0.04179075385322398,,17.956666666666663,23.41777777777778,,0,0,neutre,46,0,0,30,,,8.3,36.0,90.0,47.0,50,51.1,43.82,-1.2,≈ Neutre vs BTC,False,False,,0,,,,51.1,2,,Volume ×0.0 (épuisement),,,,,,,,,,51.1,52,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ZENUSDT,ZEN,Mid,234,7.77,5016466.01634,1.251,59.70906010136938,-0.02717456083685188,5.8620199999999985,5.380639999999999,1.2693783642252947,0.1709031909140076,0.06785156719106526,0.6550496548496765,0.5336339469766156,3.948833333333333,7.433666666666667,macd_bearish_cross|uptrend,1,1,mixte,365,0,0,30,,,31.0,82.0,79.0,78.5,47.6,51.0,66.15,-1.3,≈ Neutre vs BTC,False,False,,0,,,,51.0,3,,MACD cross baissier,142751052,162865254,18406455.728282973,21000000.0,21000000.0,87.6,,,,51.0,67,ml_gb+alt_blend,Altseason en formation,83.0,64.3
PENDLEUSDT,PENDLE,Mid,121,2.589,5844032.8243,-1.932,64.60374060373377,-0.0037480768971710487,1.90994,1.5463549999999997,0.9107211621479814,0.230251071647275,0.04607445632141541,0.5454960333858538,0.5006383014407838,1.3316666666666666,2.386861111111111,macd_bearish_cross,0,1,baissier,365,0,0,30,,,31.0,82.0,89.5,78.5,36.8,51.0,68.05,-1.3,≈ Neutre vs BTC,False,False,,0,,,,51.0,7,🔴 Sortie,Volume ×0.5 (épuisement)|Près du plus haut 90j (résistance)|MACD cross baissier,451105617,731497259,173614612.68009123,281527448.4585314,,61.7,1262647714,$1.3B,-0.3,51.0,66,ml_gb+alt_blend,Altseason en formation,83.0,64.3
COMPUSDT,COMP,Mid,170,24.05,851398.33963,-0.702,67.41343342460516,0.3291285291251411,19.480199999999996,19.13725000000001,0.7196504856301832,0.12976362759286064,0.010300782859497322,0.7639296166948052,0.6170673964564596,16.108333333333334,21.64833333333333,golden_cross,1,0,haussier,365,0,0,30,,,31.0,73.0,89.5,57.5,61.7,51.0,64.55,-1.3,≈ Neutre vs BTC,False,False,,0,,,,51.0,2,,Près du plus haut 90j (résistance),240173207,240173207,10000000.0,10000000.0,10000000.0,100.0,1508739708,$1.5B,1.96,51.0,66,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SAHARAUSDT,SAHARA,Speculative,569,0.00992,1582741.98625,0.916,60.50354666530071,8.955897479080265e-05,0.0086532,0.01788974999999999,0.8320567406033889,0.3450134770889488,0.10691823899371071,0.717255846506794,0.6341254500630673,0.007719166666666666,0.010466111111111114,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,17.0,66.0,73.0,68.0,47.0,51.0,54.44,-1.3,≈ Neutre vs BTC,False,False,,0,,,,51.0,2,,Divergence RSI baissière,42100507,99344902,4237812500.0,10000000000.0,10000000000.0,42.4,,,,51.0,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
UNIUSDT,UNI,Etabli,23,9.62,89820524.97271,-1.273,70.15298962438611,0.12579907003270574,5.7975,3.9706399999999995,1.2825673778192082,0.2779156327543424,0.05935849794641121,0.6739763458538653,0.4730999858332455,3.1858611111111115,8.050666666666666,,0,0,neutre,365,0,0,30,,,45.0,73.0,67.0,78.5,50,51.0,63.6,-1.3,≈ Neutre vs BTC,False,False,,0,,,,51.0,0,,,5958612699,8524831827,620534422.6104751,887782418.9163101,1000000000.0,69.9,1679352998,$1.7B,3.82,51.0,60,ml_gb+alt_blend,Altseason en formation,83.0,64.3
LUNCUSDT,LUNC,Mid,151,5.644e-05,1587245.94694056,1.22,60.12965383632743,5.537823575744123e-07,5.185060000000001e-05,5.8197850000000024e-05,0.5380221831136043,0.2604556803995006,0.11953807740324592,0.3812145557761412,0.6746346965755666,4.8543611111111116e-05,6.149749999999999e-05,double_bottom_90d|downtrend|doji_4h,1,1,mixte,365,0,0,30,,,31.0,57.0,83.5,68.0,43.9,51.0,56.99,-1.3,≈ Neutre vs BTC,False,False,,0,,,,51.0,2,,Volume ×0.4 (épuisement),310677747,363527471,5510614904508.922,6448029806752.647,,85.5,,,,51.0,59,ml_gb+alt_blend,Altseason en formation,83.0,64.3
MOVEUSDT,MOVE,Speculative,543,0.009845,402709.5029836,3.089,61.8996160307912,0.00011847960599333331,0.008083779999999999,0.013192945000000006,0.9872181343082723,0.5396825396825398,0.2201587301587302,0.3012529987715003,0.6219910846661346,0.006705555555555558,0.011458333333333334,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,17.0,57.0,64.0,47.0,36.2,51.0,46.62,-1.3,≈ Neutre vs BTC,False,False,,0,,,,51.0,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Divergence RSI baissière,44228239,98376066,4495833333.0,10000000000.0,10000000000.0,45.0,,,,51.0,54,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SUSHIUSDT,SUSHI,Mid,358,0.2642,1131564.29412,0.994,63.55673916131302,0.0017010125648630366,0.20683799999999997,0.19420350000000014,1.282370497030726,0.185243328100471,0.013452914798206247,0.5931262547998347,0.4345343456215092,0.15366111111111108,0.24490555555555554,uptrend,1,0,haussier,365,0,0,30,,,31.0,82.0,79.0,68.0,60.8,50.9,66.11,-1.4,≈ Neutre vs BTC,False,False,,0,,,,50.9,4,⚠️ Surveiller,Volume ×0.6 (épuisement)|Près du plus haut 90j (résistance),75778057,77038347,286745789.1930839,291514753.9009228,,98.4,41487161,$41M,-1.15,50.9,70,ml_gb+alt_blend,Altseason en formation,83.0,64.3
ASTERUSDT,ASTER,Etabli,52,0.731,7132721.655519,0.0,53.128377195468374,-0.0026272109637377385,0.689486,0.6641665,0.5525082331840283,0.13595933926302411,0.07090216010165193,0.5097531256991813,0.4930032256085519,0.6009444444444445,0.7519416666666667,macd_bearish_cross,0,1,baissier,356,0,0,30,,,44.8,82.0,100.0,78.5,36.8,50.9,74.03,-1.4,≈ Neutre vs BTC,False,False,,0,,,,50.9,5,⚠️ Surveiller,Volume ×0.5 (épuisement)|MACD cross baissier,1981182103,5698157276,2710487455.6497307,7795741639.279309,8000000000.0,34.8,111639795,$112M,-0.19,50.9,67,ml_gb+alt_blend,Altseason en formation,83.0,64.3
YGGUSDT,YGG,Speculative,805,0.02807,391074.046275,2.333,64.4247943012244,0.0003641792172445421,0.022735399999999996,0.0294834,0.777885440121237,0.27014418999151824,0.00672090555359035,0.6017642324710103,0.5472677069502783,0.018056111111111113,0.0252875,uptrend,1,0,haussier,365,0,0,30,,,17.0,66.0,77.5,47.0,60.8,50.9,54.67,-1.4,≈ Neutre vs BTC,False,False,,0,,,,50.9,2,,Près du plus haut 90j (résistance),25134071,28058942,895759754.1677353,1000000000.0,1000000000.0,89.6,,,,50.9,65,ml_gb+alt_blend,Altseason en formation,83.0,64.3
TFUELUSDT,TFUEL,Mid,334,0.01097,363352.36183,0.55,63.438655600054624,3.753697150813654e-05,0.009049600000000001,0.009729999999999992,0.8812861075590059,0.15441176470588241,0.0,0.6542613113204211,0.5748734019256019,0.007211111111111111,0.010340833333333334,rsi_bearish_divergence|uptrend|doji_4h,1,1,mixte,365,0,0,30,,,31.0,66.0,89.5,47.0,47.0,50.9,60.25,-1.4,≈ Neutre vs BTC,False,False,,0,,,,50.9,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,82259387,82262885,7478444235.0,7478848278.0,,100.0,,,,50.9,63,ml_gb+alt_blend,Altseason en formation,83.0,64.3
BTTCUSDT,BTTC,Speculative,,3.8e-07,205722.31487658,2.703,71.44777957333955,3.1692796178151575e-09,3.0840000000000004e-07,3.0205000000000035e-07,0.6180815117372853,0.0714285714285715,0.025641025641025664,0.33737257598677034,0.4125215874650558,2.5888888888888876e-07,3.4111111111111116e-07,golden_cross|doji_4h,1,0,haussier,365,0,0,30,,,17.0,64.0,89.5,47.0,61.7,50.9,56.89,-1.4,≈ Neutre vs BTC,False,False,,0,,,,50.9,4,⚠️ Surveiller,Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance),,,,,,,,,,50.9,63,ml_gb+alt_blend,Altseason en formation,83.0,64.3
POLUSDT,POL,Etabli,72,0.11998,13942843.250574,7.48,66.00349071385077,0.0014905378306287005,0.09572879999999998,0.08835180000000001,0.860201172088553,0.26397388820889434,0.024153406772745852,1.3464875441209956,0.405933457516085,0.07231444444444443,0.1093613888888889,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,45.0,82.0,77.5,78.5,36.2,50.9,68.62,-1.4,≈ Neutre vs BTC,False,False,,0,,,,50.9,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,1262128587,1262128587,10621081493.654232,10621081493.654232,,100.0,2955502188,$3.0B,3.1,50.9,61,ml_gb+alt_blend,Altseason en formation,83.0,64.3
APTUSDT,APT,Etabli,94,0.852,11914040.317924,0.96,68.01224075305676,0.021413723851497195,0.618848,0.7621370000000006,1.1257939389462908,0.2006172839506173,0.02326914259513983,0.7005819872616205,0.6170303522032407,0.5404166666666668,0.7173805555555557,double_bottom_90d,1,0,haussier,365,0,0,30,,,45.0,57.0,79.0,78.5,59.5,50.9,61.18,-1.4,≈ Neutre vs BTC,False,False,,0,,,,50.9,2,,Près du plus haut 90j (résistance),743263376,1032125819,870819675.6052179,1209259893.07787,2100000000.0,72.0,,,,50.9,59,ml_gb+alt_blend,Altseason en formation,83.0,64.3
CFXUSDT,CFX,Mid,156,0.05642,2021682.99956,2.414,67.04807932038658,0.000717288811551528,0.04716959999999999,0.05107594999999998,0.6152509078033609,0.19004043413492233,0.0,0.9030644966015835,0.5771787432876122,0.04092222222222222,0.05140055555555556,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,31.0,57.0,89.5,68.0,36.2,50.9,57.97,-1.4,≈ Neutre vs BTC,False,False,,0,,,,50.9,4,⚠️ Surveiller,Près du plus haut 90j (résistance)|Divergence RSI baissière,295250480,295259774,5242412937.42,5242599611.96,,100.0,,,,50.9,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
IDUSDT,ID,Mid,430,0.0396,324944.1168,2.591,65.98244150555948,0.0004887531961192217,0.032282000000000005,0.03277349999999999,0.7069893517922555,0.32663316582914576,0.007537688442211097,0.33023453688475163,0.47094491930042953,0.027711111111111117,0.03788611111111111,rsi_bearish_divergence|uptrend,1,1,mixte,365,0,0,30,,,31.0,48.0,77.5,47.0,47.0,50.9,50.73,-1.4,≈ Neutre vs BTC,False,False,,0,,,,50.9,6,⚠️ Surveiller,Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance)|Divergence RSI baissière,61229089,78941139,1547258439.849968,1994841761.516638,2000000000.0,77.6,,,,50.9,53,ml_gb+alt_blend,Altseason en formation,83.0,64.3
SNXUSDT,SNX,Mid,228,0.2606,811079.69415,0.657,66.58466877683463,0.00488192949874172,0.217018,0.25855949999999983,0.7225458866709674,0.2390438247011952,0.003059273422562229,0.3799881910937288,0.6064362022954203,0.2005666666666667,0.2430138888888889,downtrend,0,1,baissier,365,0,0,30,,,31.0,48.0,89.5,57.5,34.4,50.9,53.71,-1.4,≈ Neutre vs BTC,False,False,,0,,,,50.9,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),151447176,151557606,580980590.4572881,581404223.5556631,,99.9,,,,50.9,52,ml_gb+alt_blend,Altseason en formation,83.0,64.3
TRXUSDT,TRX,Etabli,8,0.3368,17669155.82517,-0.148,47.91079618649289,-0.0002150793515739496,0.336384,0.3301735,0.18643080355451053,0.06552623948970719,0.023485068135691494,0.18328672764215273,0.4730204318615391,0.32288888888888895,0.34223333333333333,macd_bearish_cross,0,1,baissier,365,0,0,30,,,45.0,73.0,100.0,78.5,36.8,50.8,70.78,-1.5,≈ Neutre vs BTC,False,False,,0,,,,50.8,7,🔴 Sortie,Volume ×0.2 (épuisement)|Près du plus haut 90j (résistance)|MACD cross baissier,31990374472,31990908457,94967057481.15408,94968785451.67198,,100.0,,,,50.8,65,ml_gb+alt_blend,Altseason en formation,83.0,64.3
XECUSDT,XEC,Mid,202,9.1e-06,430915.09509891,-0.871,67.59625962906107,1.4635630165278767e-07,7.294799999999999e-06,6.781349999999997e-06,0.6955847089126057,0.31958762886597936,0.012987012987012863,0.41824827390251634,0.16337545739980094,5.330277777777778e-06,8.437777777777778e-06,uptrend,1,0,haussier,365,0,0,30,,,31.0,64.0,71.5,47.0,60.8,50.8,55.99,-1.5,≈ Neutre vs BTC,False,False,,0,,,,50.8,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),183280484,183280541,20088901547580.0,20088948422580.0,21000000000000.0,100.0,,,,50.8,60,ml_gb+alt_blend,Altseason en formation,83.0,64.3
GLMUSDT,GLM,Mid,249,0.1297,105246.98416,1.328,66.15729684223129,0.0010406992117525,0.107164,0.11676749999999995,0.6335413380770943,0.187206020696143,0.0,0.3381183423231983,0.4825491827016863,0.08989444444444446,0.12063611111111111,rsi_bearish_divergence|uptrend|doji_4h,1,1,mixte,365,0,0,30,,,31.0,48.0,89.5,47.0,47.0,50.8,53.63,-1.5,≈ Neutre vs BTC,False,False,,0,,,,50.8,6,⚠️ Surveiller,Volume ×0.3 (épuisement)|Près du plus haut 90j (résistance)|Divergence RSI baissière,129710112,129710112,1000000000.0,1000000000.0,,100.0,,,,50.8,55,ml_gb+alt_blend,Altseason en formation,83.0,64.3
