symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
NEARUSDT,NEAR,Etabli,36,2.104,53706664.1537,-5.097,48.83217794144782,-0.019206318984004725,1.9604399999999997,1.5296050000000003,1.6635841622239964,0.3400780972665957,0.25310614128505504,0.62714141516668,0.2755896084686751,1.2256666666666662,2.4696666666666673,uptrend,1,0,haussier,365,0,0,30,,,45.0,82.0,46.0,78.5,50,64.5,False,False,,0,,,,62,2740350339,2740350358,1298628979.0,1298628988.0,,100.0,,,
XLMUSDT,XLM,Etabli,16,0.2173,56628895.7368,-7.924,56.38159906137438,0.0013442476627265488,0.18189400000000003,0.1862324999999999,1.563523228736766,0.2962677953058869,0.16429395921508277,1.2888625709247643,0.3089729046261221,0.14957777777777778,0.2224805555555556,macd_bullish_cross|doji_4h,1,0,haussier,365,0,0,30,,,45.0,75.0,52.0,78.5,50,62.85,False,False,,0,,,,61,7336414122,10851153873,33805973023.53726,50001786839.91258,,67.6,,,
HOMEUSDT,HOME,Mid,262,0.02593,10650711.96349,-21.685,44.57405793308898,-0.0018024081443192785,0.025730799999999995,0.024137800000000008,2.862068560173902,0.5491148906629643,0.5491148906629643,2.2376452643350833,-0.04188423851855557,0.014857777777777775,0.03885166666666667,,0,0,neutre,365,0,0,30,,,31.0,91.0,28.0,78.5,50,62.39,False,False,,0,,,,63,105019970,258251398,4066578947.38,10000000000.0,10000000000.0,40.7,,,
DEXEUSDT,DEXE,Etabli,81,16.555,4685857.92142,13.897,47.7107318214144,-0.6472603958546124,15.502799999999997,7.748019999999998,1.6085915723097994,0.32839620458227264,0.23434390187456602,0.8693229239213236,0.11690597803379843,7.686694444444445,19.523999999999994,uptrend,1,0,haussier,365,0,0,30,,,45.0,82.0,46.0,68.0,50,62.14,False,False,,0,,,,62,776020380,1601896271,46750552.58384035,96504599.33609451,,48.4,,,
ALTUSDT,ALT,Mid,485,0.007,3703987.20636,2.339,57.34476124079058,0.0001289173427358759,0.007078600000000002,0.008840400000000003,0.9732223921559393,0.3176895306859206,0.1407942238267148,2.481406504536112,0.3241738084760244,0.0060888888888888885,0.008230277777777777,,0,0,neutre,365,0,0,30,,,31.0,84.0,73.0,68.0,50,61.39,False,False,,0,,,,71,45738902,71422473,6403993052.0,10000000000.0,10000000000.0,64.0,,,
EDENUSDT,EDEN,Speculative,,0.0545,9900613.69158,16.453,54.091095529804825,0.0013041924820155343,0.05266600000000001,0.048383,1.9856968450210495,0.6852003270645953,0.5560098119378577,2.676363121572171,0.18434801928578898,0.030091666666666666,0.07644444444444445,macd_bullish_cross|bullish_engulfing_4h,2,0,haussier,263,0,0,30,,,14.2,100.0,28.0,78.5,50,60.98,False,False,,0,,,,68,,,,,,,,,
JTOUSDT,JTO,Mid,127,0.714,12006430.29184,0.38,60.005360962991254,0.014207707766817387,0.528794,0.383758,1.7476229706317774,0.3094314155559305,0.10544174940304132,1.4460635738784078,0.2597247681214726,0.2823083333333333,0.6416999999999998,macd_bullish_cross|resistance_test,1,1,mixte,365,0,0,30,,,31.0,91.0,46.0,78.5,29.2,60.61,False,False,,0,,,,60,346319137,714342923,484807963.4,1000000000.0,,48.5,669424069,$669M,1.66
WLDUSDT,WLD,Etabli,43,0.6013,103597906.5557,-3.684,61.49705534906958,0.009533562698633397,0.36827799999999994,0.4054285000000001,2.376533780913182,0.28057775046097116,0.1094652644052734,1.6145790496281884,0.23237204676605075,0.24217500000000008,0.5322444444444445,double_bottom_90d|bearish_engulfing_4h,1,1,mixte,365,0,0,30,,,45.0,84.0,46.0,78.5,13.1,59.48,False,False,,0,,,,54,2051378217,6013946338,3411035119.70109,10000000000.0,10000000000.0,34.1,,,
EIGENUSDT,EIGEN,Mid,194,0.216,5343403.887382,4.247,55.7763037409497,0.00401625185377996,0.2013980000000001,0.257542,1.353712307397081,0.35440000000000005,0.1352,0.8378468256963854,0.5472485382564617,0.15931111111111107,0.22834999999999997,doji_4h,0,0,neutre,365,0,0,30,,,31.0,66.0,62.5,78.5,50,57.52,False,False,,0,,,,60,160493564,396752776,741228566.6979554,1832375608.781612,,40.5,4676460527,$4.7B,0.38
PORTALUSDT,PORTAL,Speculative,,0.01531,7557441.943279,-9.086,51.70283251376433,-0.00033885364071954693,0.012651999999999995,0.014782599999999993,4.535008441774458,0.633281972265023,0.5340523882896764,4.0603314489326685,0.10125226529899246,0.008226388888888887,0.018853055555555553,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,28.0,78.5,50,56.85,False,False,,2,⚡ Volume ×4.1 vs médiane,,4.06,67,,,,,,,,,
RIFUSDT,RIF,Mid,293,0.0868,2899038.9596,8.229,53.860938705176615,-9.973277764807175e-05,0.07011800000000001,0.04510050000000001,3.0831560709290393,0.4174757281553398,0.29000812347684807,1.1131335642815205,0.14428381067646362,0.034875,0.08743055555555555,macd_bearish_cross|uptrend,1,1,mixte,365,0,0,30,,,31.0,91.0,46.0,68.0,19.5,56.78,False,False,,0,,,,57,87175908,87175908,1000000000.0,1000000000.0,,100.0,,,
ALLOUSDT,ALLO,Mid,292,0.3721,9186155.06133,-6.975,61.15806541299205,-0.004930398748108633,0.196216,0.13057350000000004,4.147765035767165,0.3757798165137615,0.14850354123829107,0.9710633560285445,-0.014233494596129938,0.08829166666666666,0.3660249999999999,macd_bearish_cross|uptrend,1,1,mixte,221,0,0,30,,,27.1,82.0,46.0,78.5,19.5,55.46,False,False,,0,,,,55,87227612,292120559,235078693.1958459,787265836.347975,1000000000.0,29.9,,,
BELUSDT,BEL,Speculative,,0.1092,3585037.57759,15.433,65.09237682560544,0.0029216483480993677,0.10117799999999998,0.11153600000000002,0.8341752755393899,0.3629160063391443,0.14500792393026948,9.695413611648018,0.4484482230758351,0.08619444444444445,0.11914166666666665,macd_bullish_cross,1,0,haussier,365,0,0,30,,,17.0,75.0,73.0,68.0,50,55.25,False,False,,3,⚡ Volume ×9.7 vs médiane,,9.7,70,,,,,,,,,
XPLUSDT,XPL,Mid,152,0.0945,35136974.20204,-10.849,54.41290710462863,0.003265544805804749,0.08850200000000003,0.11415700000000005,1.777358342500995,0.5656493967352733,0.3293115684882896,1.862619974469888,0.4407213157398777,0.07644999999999996,0.12836944444444442,downtrend,0,1,baissier,268,0,0,30,,,28.3,84.0,38.5,78.5,15.7,55.22,False,False,,0,,,,53,236689393,942568379,2511111111.1111,10000000000.0,,25.1,,,
