symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d
PENGUUSDT,PENGU,Etabli,99,0.010131,49736753.475437,10.794,71.92235647833252,0.00027654875313217343,0.007736879999999998,0.007417915,0.9294185890396155,0.30756794988380315,0.0,2.9680406365063234,0.7009980742834698,0.0059056111111111115,0.00919611111111111,macd_bullish_cross,1,0,haussier,365,0,0,30,,,45.0,91.0,69.5,78.5,57.9,80,64.47,15,🟢 Surperforme BTC,False,False,,6,🔥 Trending #2 sur CoinGecko,2,,80,2,,Près du plus haut 90j (résistance),637417383,777985140,62860396090.0,76722811788.97366,88888888888.0,81.9,,,
BROCCOLI714USDT,BROCCOLI714,Speculative,,0.02316,12936226.14836,-2.566,64.89203260638394,0.0005982600361750835,0.017783399999999998,0.014760299999999997,1.2792765449137793,0.22985074626865667,0.09215150331901605,2.270002232320842,0.24559230708474655,0.01192472222222222,0.019960277777777778,macd_bullish_cross|hammer_4h,2,0,haussier,365,0,0,30,,,17.0,100.0,73.0,78.5,68.0,80,57.37,15,🟢 Surperforme BTC,False,False,,0,,,,80,0,,,,,,,,,,,
WINUSDT,WIN,Speculative,592,3.973e-05,493792.74742474,-0.551,62.644164181470664,-7.622105758582434e-08,3.441960000000001e-05,2.4144899999999986e-05,0.5429040121338409,0.12407301768397026,0.02094627895515033,2.006942584354099,0.40886080361126986,2.076861111111111e-05,3.8523333333333345e-05,macd_bearish_cross|double_bottom_90d|uptrend,2,1,haussier,365,0,0,30,,,17.0,100.0,100.0,47.0,54.7,80,62.05,15,🟢 Surperforme BTC,False,False,,0,,,,80,5,⚠️ Surveiller,Près du plus haut 90j (résistance)|MACD cross baissier,39474471,39474471,993701854154.286,993701859243.3864,,100.0,,,
ASTERUSDT,ASTER,Etabli,53,0.7123,18838676.19018,-1.887,49.33882278595245,-0.0022405203668212394,0.682432,0.6638180000000001,0.5380578277398947,0.13595933926302411,0.09453621346886915,1.9620726075946073,0.5002471093436851,0.6009444444444445,0.7497222222222223,uptrend,1,0,haussier,353,0,0,30,,,44.7,100.0,100.0,78.5,59.3,78,75.18,13,🟢 Surperforme BTC,False,False,,0,,,,78,1,,,1929772263,5550295373,2710487455.6497307,7795741639.279309,8000000000.0,34.8,112025498,$112M,-4.16
XVSUSDT,XVS,Mid,451,3.366,342844.17691,2.622,64.32359616903815,0.023733356094840674,3.0154800000000006,2.7745699999999993,0.5054455658157259,0.11676646706586817,0.0,1.6545473439651428,0.5643783615716736,2.535277777777778,3.242277777777778,macd_bullish_cross|resistance_test|uptrend|doji_4h,2,1,haussier,365,0,0,30,,,31.0,100.0,100.0,47.0,54.9,77,67.29,12,🟢 Surperforme BTC,False,False,,0,,,,77,2,,Près du plus haut 90j (résistance),56834925,100239066,16865290.79084342,29745107.91112632,30000000.0,56.7,1377156501,$1.4B,12.21
XRPUSDT,XRP,Etabli,5,1.5665,555517874.19478,1.76,66.70886588668662,0.017357371136103826,1.2910059999999999,1.2755489999999998,0.73872447739806,0.1559458037358589,0.0040058498124244755,2.311090776896581,0.8729930626355471,1.0189833333333334,1.4729361111111108,macd_bullish_cross|golden_cross,2,0,haussier,365,0,0,30,,,45.0,91.0,81.5,78.5,68.9,76,68.69,11,🟢 Surperforme BTC,False,False,,0,,,,76,2,,Près du plus haut 90j (résistance),98521120541,156660612685,62879209849.0,99985622230.0,100000000000.0,62.9,,,
UNIUSDT,UNI,Etabli,23,9.744,272180962.5874,10.929,74.72916011800022,0.2593551454636227,5.4802599999999995,3.88793,1.2334253330571918,0.2779156327543424,0.047525914336006315,2.4216888094400915,0.468274979335457,3.1061944444444443,7.524361111111111,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,45.0,91.0,67.0,78.5,59.3,76,63.81,11,🟢 Surperforme BTC,False,False,,3,🔥 Trending #5 sur CoinGecko,5,,76,4,⚠️ Surveiller,RSI 75 (surachat)|Près du plus haut 90j (résistance),6045849449,8648926037,620704422.6104751,887952418.9163101,1000000000.0,69.9,1666685189,$1.7B,11.51
ZENUSDT,ZEN,Mid,233,8.126,9190623.49969,4.26,66.6896360259261,0.07682157437964421,5.6675,5.3507799999999985,1.181723562703487,0.1709031909140076,0.023417797526119884,1.7039517124241093,0.5315317577947171,3.9425277777777783,7.270722222222223,golden_cross|uptrend|bullish_engulfing_4h|morning_star_4h,4,0,haussier,365,0,0,30,,,31.0,91.0,79.0,78.5,85.9,76,63.74,11,🟢 Surperforme BTC,False,False,,0,,,,76,2,,Près du plus haut 90j (résistance),149144361,170867522,18330175.014408942,21000000.0,21000000.0,87.3,,,
SUSHIUSDT,SUSHI,Mid,349,0.2747,2450907.84436,9.486,72.43345117681744,0.0037445977934776,0.20138599999999995,0.19332150000000017,1.241079382337328,0.185243328100471,0.0,2.7212702075935096,0.4237852292196014,0.15234999999999999,0.23796111111111104,golden_cross|uptrend,2,0,haussier,365,0,0,30,,,31.0,91.0,79.0,68.0,70.3,76,61.96,11,🟢 Surperforme BTC,False,False,,0,,,,76,4,⚠️ Surveiller,RSI 72 (surachat)|Près du plus haut 90j (résistance),78083797,79382438,286745777.58608264,291514753.9009228,,98.4,42201576,$42M,10.87
NOTUSDT,NOT,Mid,489,0.0005,774588.21665,1.833,62.416153753471555,5.357415009531375e-06,0.00042346,0.00041348500000000017,0.8817899583541552,0.24480369515011555,0.030947775628626606,1.1117605398097694,0.5597565572096472,0.00034563888888888876,0.0004717222222222221,macd_bullish_cross|golden_cross,2,0,haussier,365,0,0,30,,,31.0,91.0,89.5,57.5,68.9,76,64.15,11,🟢 Surperforme BTC,False,False,,0,,,,76,2,,Près du plus haut 90j (résistance),49756936,51269870,99429405866.9074,102452755868.5205,102456956842.91,97.0,,,
