symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d,explosion_score,explosion_label
BABABUSDT,BABAB,Speculative,,115.33,367382.19805,-4.036,38.07499675471791,-1.5662340033036308,,,0.4826031725170379,0.12907126124083737,0.12907126124083737,1.1604839882561142,,113.18294117647059,130.22823529411767,rsi_bullish_divergence,1,0,haussier,44,0,0,30,,,8.2,54.0,85.5,47.0,57.7,59,24.41,17,🟢 Surperforme BTC,False,False,,0,,,,59,1,,,,,,,,,,,,0,
TQQQBUSDT,TQQQB,Speculative,,72.55,329862.6299,3.157,50.69859668305056,-0.9916483912965592,,,0.6539332676937005,0.15708757345563987,0.06449948400412797,0.7560102873421439,,62.32714285714287,76.78142857142856,doji_4h,0,0,neutre,37,0,0,30,,,8.0,54.0,79.5,47.0,50,59,23.46,17,🟢 Surperforme BTC,False,False,,0,,,,59,1,,,,,,,,,,,,0,
SSVUSDT,SSV,Speculative,544,2.687,316300.783195,3.906,66.71192108459536,0.04196026123920743,2.1968599999999996,2.4643899999999985,0.8724779845557326,0.20482897384305832,0.06599513720041679,0.971204001040734,0.496218482366861,1.9822777777777771,2.5173055555555552,uptrend,1,0,haussier,365,0,0,30,,,17.0,57.0,89.5,47.0,53.1,59,30.71,17,🟢 Surperforme BTC,False,False,,0,,,,59,0,,,39529640,39529640,14699173.1,14699173.1,,100.0,12692740868,$12.7B,9.54,10,🔥 Fort
PIXELUSDT,PIXEL,Speculative,,0.00516,303410.733213,1.976,58.59636921618186,2.5804182565177994e-05,0.0045997999999999985,0.006275750000000001,0.7362910496854571,0.45804676753782675,0.28748280605226967,0.3762098784740986,0.5284080536720615,0.004223055555555554,0.006085000000000003,,0,0,neutre,365,0,0,30,,,17.0,57.0,73.0,47.0,50,59,29.54,17,🟢 Surperforme BTC,False,False,,0,,,,59,2,,Volume ×0.4 (épuisement),,,,,,,,,,18,🔥 Fort
FLUXUSDT,FLUX,Speculative,840,0.048,244634.504004,3.448,64.15066033090193,0.0007614694394417884,0.04170000000000001,0.05567050000000001,0.7181621139700017,0.4462444771723122,0.2930780559646539,1.2289126319259456,0.6753854633728195,0.039155555555555555,0.05686388888888889,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,17.0,75.0,73.0,47.0,28.2,59,30.39,17,🟢 Surperforme BTC,False,False,,0,,,,59,2,,Divergence RSI baissière,20071079,20071472,417835794.4991484,417846322.4991484,440000000.0,100.0,,,,16,🔥 Fort
BIGTIMEUSDT,BIGTIME,Speculative,880,0.00655,222251.6831,4.466,63.26630754545019,0.0001812099878602916,0.0060528,0.010626400000000003,0.6984177963566791,0.5938827527612573,0.4418011894647408,0.9616202745818626,0.6456783886921458,0.00525361111111111,0.009674444444444442,,0,0,neutre,365,0,0,30,,,17.0,66.0,59.5,47.0,50,59,29.81,17,🟢 Surperforme BTC,False,False,,0,,,,59,0,,,18615853,32798600,2837903567.398506,5000000000.0,5000000000.0,56.8,,,,14,🔥 Fort
RONINUSDT,RONIN,Speculative,,0.0572,180144.513246,3.249,58.68392220148307,0.0007580757744430891,0.052287999999999994,0.07825150000000003,0.8163435758457496,0.4533799533799534,0.331002331002331,0.48300869890725534,0.6232180975624858,0.04856666666666667,0.06951111111111112,uptrend,1,0,haussier,365,0,0,30,,,17.0,57.0,68.5,47.0,53.1,59,29.45,17,🟢 Surperforme BTC,False,False,,0,,,,59,2,,Volume ×0.5 (épuisement),,,,,,,,,,18,🔥 Fort
XAIUSDT,XAI,Speculative,951,0.00756,174850.063831,1.477,57.72048982593787,4.405643728878136e-05,0.0068584,0.008917949999999997,0.861794872334427,0.4065934065934066,0.24375624375624372,0.31445297013209633,0.4323932052834105,0.006301388888888888,0.008740277777777777,,0,0,neutre,365,0,0,30,,,17.0,57.0,73.0,47.0,50,59,29.54,17,🟢 Surperforme BTC,False,False,,0,,,,59,2,,Volume ×0.3 (épuisement),15887789,16774044,2098896317.5153017,2215977267.217288,2500000000.0,94.7,,,,16,🔥 Fort
GNSUSDT,GNS,Speculative,,0.539,95377.58605,2.277,54.221940597572235,0.00319767247834412,0.54134,0.6297599999999999,0.28012128699490374,0.2402496099843994,0.16068642745709824,0.945386803697044,0.36481066702548787,0.48519444444444443,0.6215833333333332,doji_4h,0,0,neutre,365,0,0,30,,,17.0,46.0,95.5,47.0,50,59,29.57,17,🟢 Surperforme BTC,False,False,,0,,,,59,0,,,,,,,,,9778365,$10M,-6.7,16,🔥 Fort
BNTUSDT,BNT,Speculative,621,0.3289,92328.64061,2.525,71.7766599621473,0.004948274054901763,0.27944800000000003,0.292262,0.5536023750518851,0.2494656488549619,0.015269461077844292,0.7178558919731036,0.787940734805413,0.2565361111111111,0.31250555555555554,,0,0,neutre,365,0,0,30,,,17.0,57.0,92.0,47.0,50,59,30.68,17,🟢 Surperforme BTC,False,False,,0,,,,59,2,,Près du plus haut 90j (résistance),32922219,32922219,100320320.0169541,100320320.0169541,110542364.6372305,100.0,16878315,$17M,10.04,9,🔥 Fort
JOEUSDT,JOE,Speculative,,0.0309,62457.957107,2.318,60.100447529197886,0.00023107198630266748,0.027366000000000005,0.03624249999999999,0.7605009665779481,0.42857142857142855,0.2389162561576354,0.3670965414081793,0.58886010344073,0.02518333333333333,0.03425555555555556,,0,0,neutre,365,0,0,30,,,17.0,57.0,73.0,47.0,50,59,29.54,17,🟢 Surperforme BTC,False,False,,0,,,,59,2,,Volume ×0.4 (épuisement),,,,,,,9698945,$10M,6.64,18,🔥 Fort
KNCUSDT,KNC,Speculative,743,0.1159,60565.55459,3.022,62.08135414575144,0.0014024958534883864,0.10745600000000001,0.12811200000000006,0.4692140659272704,0.28806290207290924,0.1715511079342387,0.4597314444181308,0.7484198068254867,0.10166944444444444,0.1275277777777778,,0,0,neutre,365,0,0,30,,,17.0,57.0,75.5,47.0,50,59,29.69,17,🟢 Surperforme BTC,False,False,,0,,,,59,2,,Volume ×0.5 (épuisement),24248944,27930262,209235194.06943068,240999936.7691974,252301550.0,86.8,3895306,$4M,284.34,13,🔥 Fort
GRAMUSDT,GRAM,Etabli,26,1.445,11201213.79086,4.938,53.65526063045809,0.015320875477136557,1.4439199999999992,,0.4424300582026859,0.25955056179775277,0.1876404494382023,0.7904458664146929,,1.3291363636363638,1.6920454545454549,,0,0,neutre,57,0,0,30,,,36.6,54.0,73.5,78.5,50,58,45.03,16,🟢 Surperforme BTC,False,False,,0,,,,58,0,,,4004630095,7585161285,2765803512.819864,5238715920.089367,,52.8,,,,12,🔥 Fort
RENDERUSDT,RENDER,Etabli,83,1.552,5460809.71783,4.021,66.57765171125295,0.03147881845750887,1.41744,1.6427999999999994,0.5403583595219578,0.4162790697674419,0.27767441860465114,1.5502438816643866,0.6116537207703203,1.298111111111111,1.852472222222222,rsi_bearish_divergence|doji_4h,0,1,baissier,365,0,0,30,,,45.0,75.0,83.5,78.5,28.2,58,52.58,16,🟢 Surperforme BTC,False,False,,0,,,,58,2,,Divergence RSI baissière,804327206,827212031,518772101.28269154,533532274.5626915,644245094.0,97.2,,,,11,🔥 Fort
ETCUSDT,ETC,Etabli,66,7.86,2487125.8914,2.745,65.50494846430803,0.15218080631141062,6.844999999999999,7.890599999999999,0.7873104572766746,0.2594397076735689,0.05868263473053884,1.270257303191971,0.7377770075325384,6.351666666666666,7.802499999999999,,0,0,neutre,365,0,0,30,,,45.0,66.0,69.5,68.0,50,58,51.13,16,🟢 Surperforme BTC,False,False,,0,,,,58,0,,,1238794073,1238794073,157978125.702316,157978539.807916,210700000.0,100.0,,,,11,🔥 Fort
ESPUSDT,ESP,Mid,398,0.0876,1381002.11531,-3.503,61.50935250823638,0.0013316641907393269,0.0735624,,0.9158379531112203,0.44703100845685184,0.2036009820860234,0.8921963661614588,0.3080437706251307,0.06057805555555556,0.08550333333333332,,0,0,neutre,197,0,0,30,,,26.4,54.0,73.0,68.0,50,58,37.25,16,🟢 Surperforme BTC,False,False,,0,,,,58,0,,,58538519,316479912,667480930.3085424,3601379682.0,,18.5,,,,14,🔥 Fort
BIOUSDT,BIO,Mid,377,0.02959,1166811.006545,6.133,59.55348435655561,0.0003226722892166633,0.026138799999999997,0.02812964999999999,0.8506948475704158,0.3927003293084522,0.19017563117453345,0.4460971432543913,0.29962236418665184,0.02357361111111111,0.03323527777777777,,0,0,neutre,365,0,0,30,,,31.0,57.0,67.0,68.0,50,58,40.38,16,🟢 Surperforme BTC,False,False,,0,,,,58,2,,Volume ×0.4 (épuisement),63248978,97894527,2145029070.25,3320000000.0,3320000000.0,64.6,3984260,$4M,-4.58,10,🔥 Fort
TRBUSDT,TRB,Mid,459,17.87,837630.66526,4.077,66.86258154726147,0.4300585693319874,14.726999999999997,15.705649999999986,0.8349957161223333,0.30027100271002705,0.07213284898806438,0.7623547701288256,0.5722501608553222,12.976944444444445,17.254444444444445,double_bottom_90d,1,0,haussier,365,0,0,30,,,31.0,57.0,77.5,57.5,54.8,58,40.46,16,🟢 Surperforme BTC,False,False,,0,,,,58,0,,,50202708,51524130,2812744.903045702,2886781.203357516,,97.4,,,,9,🔥 Fort
COMPUSDT,COMP,Mid,175,19.47,498852.51046,1.143,61.61545458898206,0.20087072755663693,17.2724,18.74455000000001,0.5589455265197633,0.18813468733297709,0.06126386878919438,0.9565321726151755,0.5569336300014185,15.865,19.029166666666665,resistance_test|downtrend,0,2,baissier,365,0,0,30,,,31.0,66.0,100.0,47.0,17.1,58,39.79,16,🟢 Surperforme BTC,False,False,,0,,,,58,0,,,194775537,194775537,10000000.0,10000000.0,10000000.0,100.0,1443495256,$1.4B,9.88,6,⚡ Modéré
THETAUSDT,THETA,Mid,185,0.1808,479567.3018,3.789,69.70049852801436,0.0031462574880058766,0.14381399999999997,0.17193300000000003,0.7080432102796222,0.3601036269430052,0.06217616580310886,0.7886896045118278,0.6199705415442279,0.12823333333333334,0.17858055555555555,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,31.0,57.0,77.5,47.0,57.9,58,39.8,16,🟢 Surperforme BTC,False,False,,0,,,,58,0,,,181042303,181042303,1000000000.0,1000000000.0,1000000000.0,100.0,,,,10,🔥 Fort
LPTUSDT,LPT,Mid,344,1.42,350259.66376,3.123,60.17224036234938,0.027796871350620506,1.3657600000000003,1.9039450000000002,0.6031925717242739,0.44281663516068054,0.3284499054820416,0.79636886469262,0.6281911733480868,1.2305277777777777,1.887861111111111,support_bounce|downtrend|doji_4h,1,1,mixte,365,0,0,30,,,31.0,66.0,68.5,47.0,37.7,58,39.13,16,🟢 Surperforme BTC,False,False,,0,,,,58,0,,,70607451,70607451,49688954.55,49688954.55,,100.0,,,,12,🔥 Fort
ZRXUSDT,ZRX,Mid,306,0.0994,158820.123,1.949,68.44955422240005,0.0022129001418587325,0.08414600000000001,0.09770049999999991,0.6439861417926471,0.2892483349191246,0.05518553758325404,0.5634502109487733,0.6131830006395605,0.07697222222222223,0.09732777777777778,double_bottom_90d,1,0,haussier,365,0,0,30,,,31.0,57.0,77.5,47.0,54.8,58,39.62,16,🟢 Surperforme BTC,False,False,,0,,,,58,2,,Volume ×0.6 (épuisement),84254168,99309889,848396562.906836,1000000000.0,1000000000.0,84.8,,,,7,⚡ Modéré
HOTUSDT,HOT,Mid,354,0.000387,128043.94762,2.381,67.98988108584352,5.30229510431032e-06,0.0003452799999999999,0.00037662499999999995,0.4774797996746246,0.22192513368983946,0.002577319587628929,0.37242579375109996,0.5571115818818181,0.0002997222222222222,0.000384388888888889,uptrend,1,0,haussier,365,0,0,30,,,31.0,48.0,100.0,47.0,53.1,58,39.78,16,🟢 Surperforme BTC,False,False,,0,,,,58,4,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),68775403,68775403,177619433541.1413,177619433541.1413,,100.0,,,,7,⚡ Modéré
TSTUSDT,TST,Speculative,,0.01579,1490671.120596,2.135,54.88187041557636,-8.163732487157709e-05,0.013074200000000001,0.012570950000000003,1.9462896710411335,0.4656652360515022,0.2802373345504336,0.9818437758534811,0.15299844959560174,0.010298333333333333,0.017795000000000002,macd_bearish_cross,0,1,baissier,365,0,0,30,,,17.0,82.0,46.0,68.0,32.8,58,31.57,16,🟢 Surperforme BTC,False,False,,0,,,,58,3,,MACD cross baissier,,,,,,,,,,17,🔥 Fort
SAGAUSDT,SAGA,Speculative,,0.01532,733879.608092,2.133,57.29138990579959,0.0001319189638656428,0.0134406,0.0208125,1.208354064711908,0.33388796450360514,0.1480865224625624,0.369074826283783,0.3716246785419696,0.012257499999999998,0.016354166666666663,double_bottom_90d,1,0,haussier,365,0,0,30,,,17.0,57.0,62.5,57.5,54.8,58,30.04,16,🟢 Surperforme BTC,False,False,,0,,,,58,2,,Volume ×0.4 (épuisement),,,,,,,,,,15,🔥 Fort
KATUSDT,KAT,Speculative,,0.00462,423673.63558,2.667,51.57083364468387,2.668962765638661e-05,0.004642800000000001,,0.5606717188777312,0.4186046511627906,0.3679890560875513,0.49530723704331936,0.3844037305902737,0.0043547222222222225,0.0064397222222222225,support_bounce|doji_4h,1,0,haussier,163,0,0,30,,,11.5,45.0,79.0,47.0,56.5,58,25.09,16,🟢 Surperforme BTC,False,False,,0,,,,58,2,,Volume ×0.5 (épuisement),,,,,,,,,,20,🔥 Fort
NEWTUSDT,NEWT,Speculative,,0.04185,365954.709477,3.384,53.931797032441544,0.0005975410757184171,0.041916600000000005,0.06083714999999997,0.5444785818733205,0.4713656387665198,0.38560939794419963,0.7131423552173917,0.6803803146859206,0.038424166666666676,0.05859444444444443,support_bounce|doji_4h,1,0,haussier,365,0,0,30,,,17.0,46.0,79.0,47.0,56.5,58,28.97,16,🟢 Surperforme BTC,False,False,,0,,,,58,0,,,,,,,,,,,,20,🔥 Fort
USUALUSDT,USUAL,Speculative,780,0.01152,298995.44999,3.318,61.37883788534659,0.00020540974286992902,0.009099600000000003,0.012018799999999996,1.1164910723802652,0.421613394216134,0.1232876712328767,0.4981075239231863,0.6226587767542162,0.008156666666666666,0.011707222222222223,uptrend,1,0,haussier,365,0,0,30,,,17.0,57.0,62.5,47.0,53.1,58,29.09,16,🟢 Surperforme BTC,False,False,,0,,,,58,2,,Volume ×0.5 (épuisement),22178094,22286197,1925724108.8249505,1935110706.604868,3000000000.0,99.5,91828268,$92M,-0.92,14,🔥 Fort
BTTCUSDT,BTTC,Speculative,,3e-07,280199.61199755,7.143,68.54607776212076,2.3860087688253926e-09,2.7440000000000023e-07,3.0360000000000026e-07,0.36970908880494907,0.18750000000000003,0.06250000000000006,1.2267594306171867,0.5219951586167252,2.583333333333332e-07,2.938888888888889e-07,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,17.0,66.0,100.0,47.0,28.2,58,30.93,16,🟢 Surperforme BTC,False,False,,0,,,,58,2,,Divergence RSI baissière,,,,,,,,,,12,🔥 Fort
RESOLVUSDT,RESOLV,Speculative,,0.01831,200561.388632,1.049,51.72588705319173,0.00015462408206380222,0.018209200000000002,0.0345043,0.9805598767669752,0.3628099173553719,0.24462809917355366,0.2121765516351413,0.24063936590488771,0.015926388888888893,0.02306722222222222,,0,0,neutre,365,0,0,30,,,17.0,57.0,67.0,47.0,50,58,29.18,16,🟢 Surperforme BTC,False,False,,0,,,,58,2,,Volume ×0.2 (épuisement),,,,,,,6330807,$6M,-0.2,17,🔥 Fort
1000CATUSDT,1000CAT,Speculative,,0.001976,196128.9922749,2.917,64.39874044885221,1.157401699197572e-05,0.0015275399999999998,0.0016692850000000013,1.3480980356032581,0.3556701030927835,0.07028301886792444,0.44109553672242474,0.4151816890069857,0.001271666666666667,0.001898305555555555,doji_4h,0,0,neutre,365,0,0,30,,,17.0,57.0,67.0,47.0,50,58,29.18,16,🟢 Surperforme BTC,False,False,,0,,,,58,2,,Volume ×0.4 (épuisement),,,,,,,,,,13,🔥 Fort
TSMBUSDT,TSMB,Speculative,,426.52,158113.39176,2.007,54.91793170210888,-0.3809116685777427,,,0.4800341269738653,0.1174337845791642,0.012324554304344903,0.416978527392779,,394.06,428.91941176470584,,0,0,neutre,44,0,0,30,,,8.2,45.0,90.0,47.0,50,58,23.14,16,🟢 Surperforme BTC,False,False,,0,,,,58,5,⚠️ Surveiller,Volume ×0.4 (épuisement)|Près du plus haut 90j (résistance),,,,,,,,,,0,
LINKUSDT,LINK,Etabli,15,11.874,34162102.63478,5.688,75.72515293756575,0.16333469184924998,8.992820000000004,8.872515000000002,0.6585488945596778,0.21651615711021663,0.009257714762301972,1.4846661038323181,0.8126141504904376,7.448277777777777,10.259583333333333,golden_cross|double_bottom_90d|uptrend,3,0,haussier,365,0,0,30,,,45.0,73.0,81.5,78.5,62.2,57,54.26,15,🟢 Surperforme BTC,False,False,,0,,,,57,4,⚠️ Surveiller,RSI 76 (surachat)|Près du plus haut 90j (résistance),8904197195,11902416184,748099970.424884,1000000000.0,1000000000.0,74.8,,,,6,⚡ Modéré
XAUTUSDT,XAUT,Etabli,36,4593.35,19578305.396493,0.095,66.72587661710779,9.585726535134597,4229.981399999999,,0.2653767998778412,0.11805682981343386,0.015242065355608863,0.768043500562912,0.6007785982562073,4007.5638888888893,4514.421111111112,uptrend,1,0,haussier,155,0,0,30,,,39.2,45.0,100.0,78.5,53.1,57,47.55,15,🟢 Surperforme BTC,False,False,,0,,,,57,2,,Près du plus haut 90j (résistance),2816718253,3253014326,612823.6595320001,707747.089,,86.6,3255412969,$3.3B,1.43,11,🔥 Fort
VETUSDT,VET,Etabli,92,0.007374,12216113.5250958,25.174,86.53195021085745,0.0002485887783134792,0.0048874800000000005,0.006174469999999999,0.8617640090160106,0.283914252986418,0.0,11.047347749266912,0.693334363697264,0.0044564166666666676,0.005706750000000001,breakout_30d|downtrend,1,1,mixte,365,0,0,30,,,45.0,57.0,77.5,78.5,31.2,57,50.24,15,🟢 Surperforme BTC,False,False,,6,🔥 Trending #5 sur CoinGecko|⚡ Volume ×11.1 vs médiane,5,11.05,57,6,⚠️ Surveiller,RSI 87 (surachat extrême)|Près du plus haut 90j (résistance),637049751,637049751,85985041177.0,85985041177.0,86712634466.0,100.0,,,,8,⚡ Modéré
CRCLBUSDT,CRCLB,Mid,299,94.27,16299204.7732,5.4,74.26695423787751,1.5921527886430225,69.59740000000001,,0.7522137493288684,0.2800190976366675,0.0,1.7703722691493575,,60.78096774193549,85.93129032258065,,0,0,neutre,78,0,0,30,,,23.1,63.0,67.5,78.5,50,57,36.62,15,🟢 Surperforme BTC,False,False,,0,,,,57,4,⚠️ Surveiller,RSI 74 (surachat)|Près du plus haut 90j (résistance),87052981,87186059,924538.06491395,925951.41507388,,99.8,,,,15,🔥 Fort
BONKUSDT,BONK,Mid,141,3.16e-06,3005072.21062142,9.343,60.258256839658976,1.0547025899320872e-07,2.9497999999999993e-06,5.0265999999999994e-06,0.9313401240381719,0.5981981981981982,0.4306306306306307,1.0969994388848443,0.5636635786740036,2.469722222222222e-06,4.922777777777777e-06,double_top_90d,0,1,baissier,365,0,0,30,,,31.0,75.0,59.5,68.0,27.6,57,40.75,15,🟢 Surperforme BTC,False,False,,0,,,,57,2,,Double sommet,277669379,277669379,87994578295341.94,87994578314073.66,87995282867000.55,100.0,10786344,$11M,-2.91,14,🔥 Fort
SEIUSDT,SEI,Mid,127,0.04814,2119424.092651,6.246,64.27917822554278,0.000873585428677587,0.0441494,0.056375500000000016,0.5490534104484857,0.4629835791817422,0.32939048149178957,0.7845800935450481,0.6299475684152948,0.0405625,0.05831055555555556,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,31.0,66.0,79.0,68.0,28.2,57,40.87,15,🟢 Surperforme BTC,False,False,,0,,,,57,2,,Divergence RSI baissière,324976745,482638730,6733333333.0,10000000000.0,,67.3,,,,12,🔥 Fort
JASMYUSDT,JASMY,Mid,154,0.00491,1291914.452772,3.368,65.23146253580705,0.0001349900893937276,0.004299,0.005158300000000001,0.8340430132955242,0.3636363636363636,0.10545454545454543,1.6986746953232443,0.6545060486426698,0.003958611111111111,0.00509638888888889,downtrend,0,1,baissier,365,0,0,30,,,31.0,75.0,73.0,68.0,31.2,57,41.77,15,🟢 Surperforme BTC,False,False,,0,,,,57,0,,,242770365,245495365,49444999677.59027,50000000000.0,50000000000.0,98.9,,,,12,🔥 Fort
FORMUSDT,FORM,Mid,282,0.2422,653366.44217,3.416,56.489036959854815,0.001323269626798039,0.21119600000000002,0.234936,0.9735445033642289,0.3789222373806275,0.17496589358799458,0.7344665737888024,0.4174879446533348,0.19293333333333332,0.2616027777777778,double_top_90d|uptrend,1,1,mixte,365,0,0,30,,,31.0,66.0,73.0,57.5,30.6,57,39.82,15,🟢 Surperforme BTC,False,False,,0,,,,57,2,,Double sommet,92349252,138403211,381867255.14,572301922.1,580000000.0,66.7,,,,11,🔥 Fort
TWTUSDT,TWT,Mid,177,0.4616,575347.5901,3.894,70.01050636007085,0.00535263263669142,0.378282,0.42691399999999985,0.6031109318733426,0.2794598126769767,0.001081548777849882,0.945115717836716,0.4510031790011186,0.3377666666666667,0.4366111111111112,uptrend,1,0,haussier,365,0,0,30,,,31.0,57.0,77.5,57.5,53.1,57,40.35,15,🟢 Surperforme BTC,False,False,,0,,,,57,2,,Près du plus haut 90j (résistance),192915315,463015388,416649900.0,1000000000.0,,41.7,,,,8,⚡ Modéré
SUSHIUSDT,SUSHI,Mid,404,0.1998,386518.72683,1.267,68.17835706244426,0.0030542886939587694,0.167706,0.19075199999999995,0.6198118351922858,0.3601216333622937,0.131624674196351,0.682070498304905,0.472340266364413,0.15135833333333334,0.19978611111111114,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,31.0,57.0,73.0,47.0,53.1,57,39.24,15,🟢 Surperforme BTC,False,False,,0,,,,57,0,,,57288992,58240966,286749821.97119504,291514753.9009228,,98.4,40315383,$40M,7.53,9,🔥 Fort
CKBUSDT,CKB,Mid,458,0.001017,354182.978964,1.7,66.99335966979808,1.957495728326038e-05,0.0008809799999999998,0.001261114999999999,0.6210067760313424,0.3827349121466769,0.22383498854087094,1.4164283524179737,0.7379236704057642,0.0008224166666666667,0.0011665555555555554,,0,0,neutre,365,0,0,30,,,31.0,66.0,65.0,47.0,50,57,39.66,15,🟢 Surperforme BTC,False,False,,0,,,,57,0,,,50232647,51090629,49400672452.63037,50244578240.28368,,98.3,,,,12,🔥 Fort
DGBUSDT,DGB,Mid,277,0.00516,225106.037855,5.738,73.32309406165663,7.960019524967112e-05,0.0037413999999999998,0.0036941499999999998,0.7344376181352423,0.2935779816513761,0.0,0.8699851817794557,0.19676201754453676,0.002412777777777778,0.004433888888888888,golden_cross|uptrend|shooting_star_4h,2,1,haussier,365,0,0,30,,,31.0,73.0,71.5,47.0,37.1,57,40.12,15,🟢 Surperforme BTC,False,False,,0,,,,57,6,⚠️ Surveiller,RSI 73 (surachat)|Près du plus haut 90j (résistance)|Étoile filante 4h,94182890,94183650,18445604137.8534,18445799884.70944,21000000000.0,100.0,,,,9,🔥 Fort
NOMUSDT,NOM,Speculative,,0.00161,1063746.8144,4.545,50.076816402972625,-1.1472734096935242e-05,0.0015699999999999993,0.002689849999999999,0.8467969130152392,0.48846153846153845,0.3769230769230769,0.987814978485169,0.32777651596532575,0.0014191666666666675,0.002070555555555555,macd_bearish_cross|uptrend,1,1,mixte,331,0,0,30,,,16.1,66.0,68.5,68.0,35.8,57,30.55,15,🟢 Surperforme BTC,False,False,,0,,,,57,3,,MACD cross baissier,,,,,,,,,,17,🔥 Fort
STOUSDT,STO,Speculative,,0.0422,953426.71509,2.179,55.87388516514079,0.0003651621933595582,0.04040799999999999,0.06949000000000001,0.7276188131426528,0.4944598337950139,0.4155124653739612,0.4960409947512479,0.2673950106591666,0.03776944444444443,0.056802777777777785,,0,0,neutre,365,0,0,30,,,17.0,57.0,62.5,57.5,50,57,29.75,15,🟢 Surperforme BTC,False,False,,0,,,,57,2,,Volume ×0.5 (épuisement),,,,,,,21741715,$22M,10.74,18,🔥 Fort
AVNTUSDT,AVNT,Speculative,577,0.1058,734240.3111,1.244,59.33852293268534,0.0010182249507659944,0.09258000000000002,0.12988149999999998,0.9519467870969662,0.4498269896193771,0.26851211072664355,0.642928783418439,0.43114522645621606,0.08445277777777777,0.12153055555555553,bearish_engulfing_4h,0,1,baissier,347,0,0,30,,,16.5,66.0,73.0,57.5,31.7,57,30.02,15,🟢 Surperforme BTC,False,False,,0,,,,57,2,,Engloutissement baissier 4h,36055527,105692733,341135339.5914161,1000000000.0,1000000000.0,34.1,18260313,$18M,-4.3,16,🔥 Fort
TREEUSDT,TREE,Speculative,938,0.0388,522680.92324,2.105,58.08006854625569,0.0005427328697447692,0.03753199999999999,0.05537900000000001,0.6092334372925514,0.4761146496815286,0.3821656050955413,0.8301787917040881,0.5357773355697643,0.03439722222222222,0.05129166666666666,double_top_90d|support_bounce,1,1,mixte,365,0,0,30,,,17.0,66.0,68.5,57.5,34.1,57,30.24,15,🟢 Surperforme BTC,False,False,,0,,,,57,2,,Double sommet,16332344,20308247,90928901.34874827,113064390.40373108,200000000.0,80.4,71725564,$72M,9.73,15,🔥 Fort
PHAUSDT,PHA,Speculative,802,0.0257,340434.8004,2.39,61.23097894857476,0.0004198912081460073,0.022720000000000004,0.03079700000000001,0.6542736452609392,0.544392523364486,0.397196261682243,0.3162155410414682,0.4934965226686236,0.020872222222222223,0.03754722222222222,doji_4h,0,0,neutre,365,0,0,30,,,17.0,57.0,59.5,47.0,50,57,28.73,15,🟢 Surperforme BTC,False,False,,0,,,,57,2,,Volume ×0.3 (épuisement),21643185,25750484,840496260.4928192,1000000000.0,1000000000.0,84.0,,,,14,🔥 Fort
HOODBUSDT,HOODB,Speculative,,109.96,338061.15353,0.742,58.744988537094045,1.641368887803336,,,0.766254788512956,0.25637479471000085,0.049615351370040583,0.8961102358258637,,88.46705882352941,110.07941176470591,,0,0,neutre,44,0,0,30,,,8.2,54.0,67.5,47.0,50,57,22.87,15,🟢 Surperforme BTC,False,False,,0,,,,57,2,,Près du plus haut 90j (résistance),,,,,,,,,,0,
RADUSDT,RAD,Speculative,,0.237,281357.5275,1.717,55.51921640337242,-0.00038131105611262026,0.22032000000000004,0.23410000000000028,1.062402224275512,0.2260536398467433,0.13503649635036508,0.651222037034749,0.2193332647374257,0.20527777777777784,0.24936111111111112,macd_bearish_cross|doji_4h,0,1,baissier,365,0,0,30,,,17.0,66.0,68.5,47.0,32.8,57,29.32,15,🟢 Surperforme BTC,False,False,,0,,,,57,3,,MACD cross baissier,,,,,,,,,,11,🔥 Fort
NOKBUSDT,NOKB,Speculative,,10.59,250299.4023,2.816,54.50440098377377,0.027232996993368425,,,0.7033533015498837,0.2528940338379341,0.05788067675868213,0.6765842107227743,,8.884117647058824,10.990588235294117,,0,0,neutre,44,0,0,30,,,8.2,54.0,67.5,47.0,50,57,22.87,15,🟢 Surperforme BTC,False,False,,0,,,,57,0,,,,,,,,,,,,0,
