symbol,base,tier,rank_mcap,price,vol_24h_usd,change_24h_pct,rsi_14,macd_hist,ma_50,ma_200,vol_30d_ann,drawdown_90d,dist_to_high_90d,vol_ratio_vs_med90,corr_btc_90d,support_90d,resistance_90d,patterns,bull_signals,bear_signals,bias,age_days,n_red_flags,audit_score,team_score,github_commits_30d,github_contrib_90d,score_solidity,score_momentum,score_risk,score_antiscam,score_signal,score,score_quality,alpha_vs_btc,vs_btc_label,suspect,stablecoin,categories,catalyst_score,catalyst_flags,trending_rank,vol_spike_ratio,bull_prob_7d,exit_risk,exit_label,exit_reasons,market_cap,fdv,circulating_supply,total_supply,max_supply,circ_ratio_pct,tvl,tvl_fmt,tvl_change_7d,explosion_score,explosion_label
WAXPUSDT,WAXP,Speculative,847,0.00426,962928.68444,4.668,60.41335108567692,5.4017145871691335e-05,0.003910999999999999,0.005527749999999999,0.7860373856641918,0.425531914893617,0.30114566284779043,5.567258498541819,0.5101544776696771,0.003682777777777778,0.005073888888888889,morning_star_4h,1,0,haussier,365,0,0,30,,,17.0,84.0,68.5,57.5,52.1,75,33.48,33,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×5.6 vs médiane,,5.57,75,0,,,19927232,19927232,4669099131.81496,4669099131.81496,,100.0,,,,16,🔥 Fort
TRXUSDT,TRX,Etabli,8,0.3379,37419826.57679,0.775,56.004026143431894,8.420894291655788e-06,0.33088400000000007,0.322176,0.14239490709890001,0.10273192942515642,0.03813318155947629,1.004935903120986,0.571366430412388,0.31880833333333336,0.33981944444444445,uptrend,1,0,haussier,365,0,0,30,,,45.0,91.0,100.0,78.5,53.1,74,56.98,32,🟢 Surperforme BTC,False,False,,0,,,,74,2,,Près du plus haut 90j (résistance),32091541371,32091554913,94922261731.60959,94922334470.43478,,100.0,,,,7,⚡ Modéré
ALTUSDT,ALT,Mid,487,0.00656,959900.69023,4.459,58.16228542299906,4.241495822596994e-05,0.006141399999999999,0.006864800000000001,0.5568909121437389,0.19428571428571428,0.06428571428571427,1.530122216396219,0.44995544952808436,0.0056458333333333326,0.006839722222222223,double_bottom_90d|uptrend|bullish_engulfing_4h,3,0,haussier,365,0,0,30,,,31.0,84.0,100.0,57.5,62.5,74,45.51,32,🟢 Surperforme BTC,False,False,,0,,,,74,0,,,46717305,65555369,7126388885.0,10000000000.0,10000000000.0,71.3,,,,10,🔥 Fort
RAREUSDT,RARE,Speculative,,0.01326,1699741.740096,6.421,59.57059150080437,8.034913950830527e-05,0.0124276,0.014894900000000006,0.7389444501927099,0.3012121212121212,0.1945454545454546,5.114751195020865,0.47497153895330635,0.011741944444444449,0.014598055555555557,squeeze_breakout|uptrend|bullish_engulfing_4h,3,0,haussier,365,0,0,30,,,17.0,84.0,73.0,68.0,61.6,74,35.16,32,🟢 Surperforme BTC,False,False,,0,,,,74,0,,,,,,,,,,,,15,🔥 Fort
MORPHOUSDT,MORPHO,Etabli,52,2.586,4786545.19244,6.114,63.921323570539265,0.04716044328898922,2.0785799999999997,1.884484999999999,1.0287054625099707,0.24633699633699643,0.10843373493975902,1.690192649464713,0.32633992243217286,1.7608055555555555,2.3223055555555554,double_bottom_90d,1,0,haussier,329,0,0,30,,,44.0,100.0,74.5,68.0,54.8,73,55.13,31,🟢 Surperforme BTC,False,False,,0,,,,73,0,,,1700125472,2586906193,657204144.7078563,1000000000.0,1000000000.0,65.7,9462539784,$9.5B,9.2,8,⚡ Modéré
GMXUSDT,GMX,Mid,311,7.76,240976.81562,5.578,64.86084325028409,0.06992951820733706,6.563800000000001,6.4434499999999995,0.7018664222096476,0.23775216138328534,0.022784810126582355,1.0264317015441313,0.5805091937343868,5.44138888888889,7.139166666666666,golden_cross|uptrend,2,0,haussier,365,0,0,30,,,31.0,91.0,89.5,47.0,57.4,73,44.57,31,🟢 Surperforme BTC,False,False,,0,,,,73,2,,Près du plus haut 90j (résistance),80621257,80621257,10453809.5416824,10453809.5416824,13250000.0,100.0,208152730,$208M,4.98,9,🔥 Fort
HEMIUSDT,HEMI,Speculative,,0.00881,12463198.450081,14.267,61.74052463804927,3.771318695217649e-05,0.005662799999999998,0.0069002,1.9519920854430413,0.4223433242506812,0.13385826771653545,5.925936821240055,0.3554413762348525,0.004377777777777777,0.008128333333333335,uptrend,1,0,haussier,339,0,0,30,,,16.3,84.0,52.0,78.5,53.1,73,33.74,31,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×5.9 vs médiane,,5.93,73,0,,,,,,,,,44484689,$44M,10.79,11,🔥 Fort
OGNUSDT,OGN,Speculative,,0.01873,927248.43758,1.793,63.04150107892129,0.00020685134219525307,0.016657399999999996,0.019908850000000006,0.5273506944347089,0.32886836027713623,0.13625866050808305,2.0833192101939146,0.45182867504843016,0.015163055555555555,0.019917499999999998,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,83.5,57.5,53.1,73,34.43,31,🟢 Surperforme BTC,False,False,,0,,,,73,0,,,,,,,,,63918190,$64M,8.15,13,🔥 Fort
EULUSDT,EUL,Speculative,601,1.438,2066694.08429,1.125,59.01732848598196,0.02600921736269924,1.2490199999999998,1.1309249999999997,1.0652970040800402,0.5154819014391627,0.3763628434365461,2.1973739882003076,0.3218491340591069,0.9206666666666666,1.577805555555556,,0,0,neutre,319,0,0,30,,,15.7,100.0,49.0,68.0,50,72,34.08,30,🟢 Surperforme BTC,False,False,,0,,,,72,0,,,34352951,38884460,24014992.63484756,27182818.28459,27182818.0,88.3,376038895,$376M,1.58,13,🔥 Fort
LSKUSDT,LSK,Speculative,773,0.0973,869069.87661,-4.608,62.447100386022434,0.0021850494465127488,0.082246,0.11018099999999995,0.8557686468238601,0.37631578947368427,0.14912280701754385,4.565043658381083,0.47681284026608156,0.07428888888888889,0.10307222222222226,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,73.0,57.5,53.1,72,33.8,30,🟢 Surperforme BTC,False,False,,0,,,,72,0,,,22640976,38854505,233084697.0,400000000.0,400000000.0,58.3,,,,14,🔥 Fort
XVSUSDT,XVS,Mid,429,3.19,259483.8177,5.629,66.29326762156792,0.032844850543790605,2.8112,2.7530500000000013,0.46764537278718604,0.1325757575757576,0.003125000000000072,1.5584512653409501,0.5339661445242625,2.425555555555556,2.9741666666666666,golden_cross,1,0,haussier,365,0,0,30,,,31.0,91.0,100.0,47.0,54.3,71,45.02,29,🟢 Surperforme BTC,False,False,,0,,,,71,2,,Près du plus haut 90j (résistance),53691685,94714055,16861963.826722804,29745107.91704284,30000000.0,56.7,1289848783,$1.3B,9.23,7,⚡ Modéré
EDENUSDT,EDEN,Speculative,723,0.0599,9028592.903291,-15.18,58.009704653115854,0.0008457526444930795,0.0453508,0.0425082,2.5918645903539486,0.3924174594292109,0.16018466703973142,2.2690810842641707,0.19777569289028335,0.039026388888888895,0.057087777777777786,doji_4h,0,0,neutre,332,0,0,30,,,16.1,100.0,46.0,78.5,50,71,34.99,29,🟢 Surperforme BTC,False,False,,0,,,,71,0,,,25336511,60082828,421693047.5209314,1000000000.0,1000000000.0,42.2,,,,12,🔥 Fort
VELODROMEUSDT,VELODROME,Speculative,,0.02269,1268477.69339,3.797,68.9987178303252,0.000593191688936491,0.0186514,0.016835549999999998,0.73562025662928,0.33938660209846655,0.08878127522195321,3.2046554686902997,0.5130347109621654,0.014293055555555554,0.022713888888888895,uptrend,1,0,haussier,365,0,0,30,,,17.0,91.0,77.5,68.0,53.1,71,35.75,29,🟢 Surperforme BTC,False,False,,0,,,,71,0,,,,,,,,,,,,10,🔥 Fort
HAEDALUSDT,HAEDAL,Speculative,,0.01939,729319.77113,0.623,62.98114047050394,0.00016826069239812358,0.016469199999999996,0.024186649999999994,0.6323042882621178,0.4975490196078431,0.32142857142857134,2.460337362523021,0.41742614295511266,0.015087222222222224,0.023115277777777776,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,68.5,57.5,53.1,71,33.53,29,🟢 Surperforme BTC,False,False,,0,,,,71,0,,,,,,,,,29091456,$29M,8.7,16,🔥 Fort
SUIUSDT,SUI,Etabli,32,0.7806,57237682.57704,6.204,56.96030059241553,0.008033829715366255,0.7216279999999997,0.8616094999999998,0.7270270783932204,0.28258476442096,0.14101717305151915,2.2708153976725987,0.7640295191904929,0.6706388888888889,0.8214444444444448,,0,0,neutre,365,0,0,30,,,45.0,84.0,65.0,78.5,50,70,53.86,28,🟢 Surperforme BTC,False,False,,0,,,,70,0,,,3185739566,7818667808,4074529886.4415293,10000000000.0,10000000000.0,40.7,,,,12,🔥 Fort
ONGUSDT,ONG,Mid,387,0.13022,50776888.60958,-25.35,58.260513367572344,0.010865363507096363,0.0564078,0.062107649999999966,4.713437495066032,0.45805045679322776,0.45805045679322776,58.283732444779126,0.12973122542921844,0.042081944444444436,0.08549611111111112,,0,0,neutre,365,0,0,30,,,31.0,84.0,41.5,78.5,50,70,42.93,28,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×58.3 vs médiane,,58.28,70,0,,,61370596,102587132,478583189.0,800000000.0,1000000000.0,59.8,,,,11,🔥 Fort
GASUSDT,GAS,Mid,300,1.339,4447297.9335,3.0,73.84554973962909,0.04224502031155658,1.02606,1.37462,0.7457410298637386,0.373972602739726,0.08287671232876713,13.939857159867122,0.649213184531422,0.9319166666666671,1.2972777777777778,,0,0,neutre,365,0,0,30,,,31.0,75.0,77.5,68.0,50,70,43.17,28,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×13.9 vs médiane,,13.94,70,2,,RSI 74 (surachat),87075360,87075360,65093580.54427269,65093580.54427269,,100.0,,,,12,🔥 Fort
PLUMEUSDT,PLUME,Mid,280,0.01455,2995457.49555,6.05,62.825062175963254,8.967929706728381e-05,0.011784,0.011455950000000006,0.9998530126243692,0.27731092436974786,0.013577732518669419,1.3059013896034166,0.4076462760672337,0.009821944444444444,0.0134675,uptrend,1,0,haussier,365,0,0,30,,,31.0,91.0,77.5,68.0,53.1,70,45.27,28,🟢 Surperforme BTC,False,False,,0,,,,70,2,,Près du plus haut 90j (résistance),92927418,145334751,6394026052.0,10000000000.0,10000000000.0,63.9,,,,10,🔥 Fort
NMRUSDT,NMR,Mid,380,9.04,242789.9839,-0.221,57.528287528758675,0.12137406360106572,8.956199999999997,8.526799999999996,0.39833381804451123,0.2432692307692308,0.13173076923076932,0.946330130473044,0.4175747424699666,8.07611111111111,9.985000000000001,,0,0,neutre,365,0,0,30,,,31.0,82.0,95.5,47.0,50,70,43.41,28,🟢 Surperforme BTC,False,False,,0,,,,70,0,,,62769365,95844629,6958694.849405756,10625460.47644617,11000000.0,65.5,,,,9,🔥 Fort
BMTUSDT,BMT,Speculative,955,0.02172,14780031.324148,-5.194,60.1306327004738,0.0003930492589013545,0.014476600000000006,0.0148868,4.11686055394595,0.5484554815263477,0.34130829800121143,35.74461565331245,0.1590113814392413,0.011496944444444442,0.019810277777777777,macd_bullish_cross,1,0,haussier,365,0,0,30,,,17.0,84.0,32.5,78.5,53.8,70,33.1,28,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×35.7 vs médiane,,35.74,70,0,,,15807253,21702036,728376482.0,1000000000.0,1000000000.0,72.8,,,,12,🔥 Fort
HUMAUSDT,HUMA,Speculative,505,0.02546,1963396.23034,7.065,74.31019401893465,0.00048358097980574484,0.021203600000000003,0.019969050000000006,0.6956751051151372,0.3149171270718233,0.06298342541436464,2.8479352995660525,0.2864880159154733,0.019760555555555552,0.025275555555555555,breakout_30d,1,0,haussier,365,0,0,30,,,17.0,91.0,71.5,68.0,50,70,35.21,28,🟢 Surperforme BTC,False,False,,0,,,,70,2,,RSI 74 (surachat),44066066,254227301,1733333333.0,10000000000.0,10000000000.0,17.3,,,,9,🔥 Fort
METABUSDT,METAB,Speculative,,570.12,1028371.82869,-1.557,48.52434188675844,1.9006365508893825,598.3316,,0.50209446532421,0.20293754410726886,0.16128557986356143,2.212216968597723,,547.9121739130435,658.7752173913043,macd_bullish_cross,1,0,haussier,59,0,0,30,,,8.6,72.0,85.5,68.0,53.8,70,28.29,28,🟢 Surperforme BTC,False,False,,0,,,,70,0,,,,,,,,,,,,16,🔥 Fort
QKCUSDT,QKC,Speculative,950,0.002186,141889.602979,2.293,64.0624303668846,1.4721841276011321e-05,0.0019952800000000003,0.0026801900000000003,0.35704977377492586,0.35014005602240894,0.23529411764705876,1.6238525494724072,0.5618868523725182,0.001903194444444445,0.002596666666666666,squeeze_breakout,1,0,haussier,365,0,0,30,,,17.0,84.0,83.5,47.0,53.9,70,33.65,28,🟢 Surperforme BTC,False,False,,0,,,,70,0,,,15882275,21862087,7264757270.0,10000000000.0,,72.6,,,,15,🔥 Fort
BOMEUSDT,BOME,Mid,339,0.0010375,2197675.2926456,1.666,62.410830243431754,1.1375431354317708e-06,0.000661512,0.0005099874999999996,1.6806602990477393,0.24780952380952376,0.15086312689192502,1.1450266398805318,0.44425449789130095,0.0003998361111111111,0.000959075,double_bottom_90d,1,0,haussier,365,0,0,30,,,31.0,91.0,64.0,68.0,54.8,69,44.57,27,🟢 Surperforme BTC,False,False,,0,,,,69,0,,,71484124,71484124,68999659569.0,68999659569.0,68999659569.0,100.0,,,,8,⚡ Modéré
ENJUSDT,ENJ,Mid,433,0.02674,1035180.79274,2.295,53.609192428672316,0.00032148590699282724,0.02628,0.0317361,0.5710975879442369,0.3996415770609319,0.31592421915002555,1.5661033234024877,0.5601665435525776,0.024453055555555558,0.03516472222222222,support_bounce,1,0,haussier,365,0,0,30,,,31.0,84.0,79.0,68.0,56.5,69,44.73,27,🟢 Surperforme BTC,False,False,,0,,,,69,0,,,53295870,53885004,1995368650.699045,2017425485.234836,,98.9,,,,14,🔥 Fort
POLYXUSDT,POLYX,Mid,486,0.0357,925527.61327,6.886,61.11252774075233,0.0007209324081314892,0.033664,0.04241749999999999,0.646370779994161,0.4411177644710579,0.28742514970059874,5.399290263827511,0.7773515545286206,0.03057222222222223,0.04268888888888888,shooting_star_4h,0,1,baissier,365,0,0,30,,,31.0,84.0,65.0,57.5,29.7,69,41.44,27,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×5.4 vs médiane,,5.4,69,2,,Étoile filante 4h,46811884,46811884,1312494457.282635,1312494457.282635,,100.0,,,,12,🔥 Fort
DUSKUSDT,DUSK,Mid,498,0.0744,739676.7175,4.202,55.94884838998225,0.0008154697763908285,0.067544,0.09886850000000007,0.9969717983718593,0.5330578512396694,0.3851239669421488,2.0848070136370898,0.5764447803076524,0.060791666666666654,0.10059166666666666,,0,0,neutre,365,0,0,30,,,31.0,84.0,59.5,57.5,50,69,42.33,27,🟢 Surperforme BTC,False,False,,0,,,,69,0,,,44735468,44735499,600868973.5096397,600874334.8110096,1000000000.0,100.0,,,,15,🔥 Fort
TUTUSDT,TUT,Speculative,507,0.05369,49332991.75601,2.54,52.58597785744027,-0.0010219284684821993,0.03387319999999999,0.01641745,6.338736511713578,0.852263701350278,0.7348590150913423,12.415894164997187,0.06038842921425628,0.00983638888888889,0.06978916666666667,uptrend|evening_star_4h,1,1,mixte,365,0,0,30,,,17.0,100.0,22.0,78.5,35.9,69,33.31,27,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×12.4 vs médiane,,12.42,69,3,,Étoile du soir 4h,43868235,43868235,831528700.2920222,831528700.2920222,1000000000.0,100.0,,,,14,🔥 Fort
PEOPLEUSDT,PEOPLE,Speculative,519,0.00831,3403639.939605,9.486,50.584008088198644,-0.0001542293714982267,0.007068799999999999,0.006760050000000004,1.6405928634585754,0.3107394366197183,0.2684859154929578,4.915745274349439,0.43622443223209134,0.005105833333333334,0.00882888888888889,macd_bearish_cross|uptrend,1,1,mixte,365,0,0,30,,,17.0,100.0,52.0,68.0,35.8,69,34.27,27,🟢 Surperforme BTC,False,False,,0,,,,69,3,,MACD cross baissier,42089806,42089806,5066471892.014003,5066471892.014003,,100.0,,,,12,🔥 Fort
MUBARAKUSDT,MUBARAK,Speculative,804,0.02153,2502313.770407,11.902,57.885652811978694,2.1805957332214979e-07,0.0150524,0.013680549999999991,2.4757294106722885,0.3786331500392773,0.15750196386488607,1.6762116449468705,0.19108962378809724,0.010050277777777778,0.02032722222222222,double_bottom_90d,1,0,haussier,365,0,0,30,,,17.0,100.0,46.0,68.0,54.8,69,35.05,27,🟢 Surperforme BTC,False,False,,0,,,,69,0,,,21427628,21427628,1000000000.0,1000000000.0,1000000000.0,100.0,,,,11,🔥 Fort
SCRUSDT,SCR,Speculative,,0.02425,1113006.120315,8.501,64.08411077346159,0.0004556328129205897,0.021820199999999998,0.036659199999999996,0.7354939954199337,0.5722822339692024,0.44150769937945306,3.0318769585597423,0.5358926034106722,0.01951555555555556,0.03644305555555556,,0,0,neutre,365,0,0,30,,,17.0,84.0,59.5,68.0,50,69,33.65,27,🟢 Surperforme BTC,False,False,,0,,,,69,0,,,,,,,,,,,,16,🔥 Fort
OGUSDT,OG,Speculative,,2.899,881410.3587,-2.881,61.28738062067041,0.03888821933213642,2.6107000000000005,2.861374999999999,0.49869290309768566,0.17667597765363122,0.039812646370023345,1.6559713757526024,0.44757358769543204,2.4482222222222223,2.8519722222222224,resistance_test|uptrend,1,1,mixte,365,0,0,30,,,17.0,84.0,100.0,57.5,39.0,69,34.58,27,🟢 Surperforme BTC,False,False,,0,,,,69,2,,Près du plus haut 90j (résistance),,,,,,,,,,7,⚡ Modéré
PENGUUSDT,PENGU,Etabli,95,0.009711,16802830.520611,8.624,73.86392001690844,0.0003314703215160658,0.00660756,0.0072326000000000005,1.1349721803324917,0.2806798300424894,0.017277963019096624,1.5821476323905814,0.7280313653414169,0.005877222222222223,0.008051416666666665,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,45.0,75.0,59.0,78.5,57.9,68,52.89,26,🟢 Surperforme BTC,False,False,,5,🔥 Trending #3 sur CoinGecko,3,,68,4,⚠️ Surveiller,RSI 74 (surachat)|Près du plus haut 90j (résistance),610844066,745551995,62860396090.0,76722843600.65044,88888888888.0,81.9,,,,8,⚡ Modéré
ONDOUSDT,ONDO,Etabli,50,0.3795,11360724.9691,5.037,55.87638557758874,0.004332575230896973,0.3616520000000002,0.3192244999999999,0.7316623881405064,0.25471242145964235,0.08725961538461538,0.9163966113825079,0.4019579995848105,0.3146083333333334,0.4022361111111111,uptrend,1,0,haussier,365,0,0,30,,,45.0,82.0,77.5,78.5,53.1,68,54.55,26,🟢 Surperforme BTC,False,False,,0,,,,68,0,,,1845498910,3790046401,4869330647.0,10000000000.0,10000000000.0,48.7,2545022618,$2.5B,1.3,9,🔥 Fort
WLFIUSDT,WLFI,Etabli,49,0.0596,5837535.40076,2.759,56.91229796229786,2.9839119909944858e-05,0.056766,0.07418749999999999,0.4297070343810692,0.18312101910828021,0.049363057324840635,1.2872793877723792,0.13308650515042308,0.05370555555555554,0.06203333333333332,,0,0,neutre,361,0,0,30,,,44.9,75.0,94.0,78.5,50,68,54.45,26,🟢 Surperforme BTC,False,False,,0,,,,68,2,,Près du plus haut 90j (résistance),1894603118,5962207613,31776872608.0,100000000000.0,100000000000.0,31.8,,,,8,⚡ Modéré
ONTUSDT,ONT,Mid,397,0.0587,14228419.21908,-6.305,66.39308806066884,0.0024588288951296906,0.042361199999999995,0.05300059999999998,1.3809747325576058,0.3240651965484181,0.14294074615947322,18.187706549226967,0.3942304206538262,0.037281666666666664,0.0527711111111111,,0,0,neutre,365,0,0,30,,,31.0,75.0,62.5,78.5,50,68,43.11,26,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×18.2 vs médiane,,18.19,68,0,,,58667285,58667285,1000000000.0,1000000000.0,,100.0,,,,9,🔥 Fort
VIRTUALUSDT,VIRTUAL,Mid,112,0.7293,8478140.76095,1.914,62.15078049529141,0.016032499389910006,0.6049900000000001,0.6565879999999998,0.8643359752854974,0.2955400322407308,0.07837701612903217,1.7166006601925232,0.637189187980998,0.5321694444444445,0.7086083333333334,,0,0,neutre,365,0,0,30,,,31.0,84.0,77.5,78.5,50,68,45.09,26,🟢 Surperforme BTC,False,False,,0,,,,68,0,,,480955676,730529579,658365779.3188717,1000000000.0,1000000000.0,65.8,,,,9,🔥 Fort
ORDIUSDT,ORDI,Mid,293,4.228,2919088.638,2.373,60.90490899487954,0.06058540034918419,3.6139200000000007,3.4283650000000017,0.9421362387338492,0.2688573562359971,0.06892754899801819,0.6217365805633156,0.3707533305699564,3.0853055555555553,4.020472222222223,uptrend|doji_4h,1,0,haussier,365,0,0,30,,,31.0,82.0,77.5,68.0,53.1,68,44.19,26,🟢 Surperforme BTC,False,False,,0,,,,68,0,,,88927138,88927138,21000000.0,21000000.0,,100.0,,,,10,🔥 Fort
IOUSDT,IO,Mid,432,0.1404,700248.786928,3.311,57.145799753157405,0.0033953618390316354,0.13707400000000003,0.13466400000000006,0.7503062324011195,0.43143297380585516,0.2804314329738059,0.5644056272594071,0.4469265120658559,0.11915555555555556,0.18698611111111113,support_bounce,1,0,haussier,365,0,0,30,,,31.0,82.0,73.0,57.5,56.5,68,43.29,26,🟢 Surperforme BTC,False,False,,0,,,,68,2,,Volume ×0.6 (épuisement),53484302,111904679,381483051.2174219,798173228.5796031,800000000.0,47.8,,,,12,🔥 Fort
BICOUSDT,BICO,Speculative,732,0.02514,26099164.536444,6.888,52.624059054415795,-0.00039374304519722324,0.020736999999999995,0.02255615,3.142152332257327,0.817384370015949,0.6026552868658133,13.08341557376798,0.23241621143994895,0.012941944444444445,0.03882083333333333,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,22.0,78.5,53.1,68,32.42,26,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×13.1 vs médiane,,13.08,68,1,,,24980126,24980126,999999999.9,1000000000.0,1000000000.0,100.0,,,,14,🔥 Fort
KERNELUSDT,KERNEL,Speculative,,0.0397,2615846.67706,9.366,63.16104880287442,0.0005434219469833031,0.035146000000000004,0.06046949999999996,0.6598777052408361,0.512461059190031,0.38006230529595003,11.0753407653926,0.5681170689953303,0.03239166666666668,0.05460555555555556,rsi_bearish_divergence,0,1,baissier,365,0,0,30,,,17.0,84.0,59.5,68.0,28.2,68,32.34,26,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×11.1 vs médiane,,11.08,68,2,,Divergence RSI baissière,,,,,,,1129052863,$1.1B,9.02,13,🔥 Fort
FIDAUSDT,FIDA,Speculative,837,0.02019,1450607.534706,2.073,60.95308942008656,0.0003201818457960409,0.019114399999999997,0.019404650000000006,0.7919749174871417,0.35343834037648864,0.22358816749903965,1.8085542530348169,0.4830200986750892,0.01730027777777778,0.024787500000000004,squeeze_breakout,1,0,haussier,365,0,0,30,,,17.0,84.0,73.0,68.0,53.9,68,34.7,26,🟢 Surperforme BTC,False,False,,0,,,,68,0,,,20103856,20103856,990910622.054391,990910622.054391,1000000000.0,100.0,,,,11,🔥 Fort
SLPUSDT,SLP,Speculative,754,0.00065,349086.423004,4.167,62.497955315159146,8.098675783687767e-06,0.00055096,0.0005902749999999999,0.8549381165862379,0.298136645962733,0.06231884057971009,1.511392889471317,0.560571692872441,0.00047455555555555554,0.0006203055555555555,uptrend,1,0,haussier,365,0,0,30,,,17.0,84.0,77.5,47.0,53.1,68,33.23,26,🟢 Surperforme BTC,False,False,,0,,,,68,0,,,23470298,23470298,36230030455.0,36229999403.0,,100.0,3277220,$3M,6.08,10,🔥 Fort
LTCUSDT,LTC,Etabli,27,50.12,20868814.60256,0.441,60.795713846617865,0.4061340597018772,46.28799999999999,50.61809999999998,0.4846100925949956,0.21982840800762632,0.056987022757193924,1.1462537073263457,0.7880354869631089,42.181666666666665,49.92611111111111,doji_4h,0,0,neutre,365,0,0,30,,,45.0,75.0,92.0,78.5,50,67,54.4,25,🟢 Surperforme BTC,False,False,,0,,,,67,0,,,3890501555,3890644549,77541760.47177139,77544685.47924562,84000000.0,100.0,,,,9,🔥 Fort
ATOMUSDT,ATOM,Etabli,82,1.535,2175370.05928,1.993,56.390212461969554,0.0062516026975116545,1.4470599999999996,1.7639999999999996,0.5826899139917967,0.3982300884955752,0.24582104228121918,1.047654080024286,0.5771282315337984,1.3340000000000003,1.9114722222222227,uptrend,1,0,haussier,365,0,0,30,,,45.0,75.0,83.5,68.0,53.1,67,53.23,25,🟢 Surperforme BTC,False,False,,0,,,,67,0,,,809439805,809442256,527391981.443123,527398912.580169,,100.0,,,,11,🔥 Fort
RUNEUSDT,RUNE,Mid,181,0.558,7409327.3734,16.493,83.74984141710499,0.010510949641005903,0.43716,0.4310499999999999,0.6229864136575322,0.24999999999999997,0.0,5.133666910868881,0.4921645851248941,0.36986111111111103,0.46369444444444446,breakout_30d|golden_cross,2,0,haussier,365,0,0,30,,,31.0,82.0,89.5,78.5,54.3,67,45.83,25,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×5.1 vs médiane,,5.13,67,6,⚠️ Surveiller,RSI 84 (surachat extrême)|Près du plus haut 90j (résistance),184051686,197172396,330457520.0,354015237.0,354015237.0,93.3,59960923,$60M,3.28,7,⚡ Modéré
SUPERUSDT,SUPER,Mid,329,0.1175,1912096.717,8.195,74.41082398283564,0.0029523766336239984,0.08867199999999999,0.10606600000000004,0.6807283524079072,0.2773333333333334,0.018363939899833117,4.0211033855175256,0.6609787692183503,0.08257777777777779,0.10739166666666668,uptrend,1,0,haussier,365,0,0,30,,,31.0,75.0,77.5,68.0,53.1,67,43.35,25,🟢 Surperforme BTC,False,False,,0,,,,67,4,⚠️ Surveiller,RSI 74 (surachat)|Près du plus haut 90j (résistance),75350708,117705219,640164549.0,1000000000.0,1000000000.0,64.0,,,,7,⚡ Modéré
2ZUSDT,2Z,Mid,171,0.05912,883204.81623,7.218,58.59604249180708,0.001241316702602252,0.05879639999999998,0.07479040000000003,0.7205293495867574,0.4972630675110014,0.36331437157883445,2.1401880456131575,0.5577242301112215,0.05216805555555556,0.07888416666666667,support_bounce|downtrend,1,1,mixte,330,0,0,30,,,30.0,84.0,68.5,57.5,37.7,67,41.48,25,🟢 Surperforme BTC,False,False,,0,,,,67,0,,,205926129,593414090,3469541910.4,9998124410.4,10000000000.0,34.7,77980947,$78M,25.01,15,🔥 Fort
COTIUSDT,COTI,Speculative,567,0.01235,2109884.46118,1.898,55.54221371681685,0.0001291203033344635,0.010494800000000002,0.011743599999999998,2.5252854315783555,0.4389820705610179,0.2851359167148641,3.83829247219223,0.09349010109770972,0.0076102777777777774,0.01421277777777778,macd_bullish_cross,1,0,haussier,365,0,0,30,,,17.0,84.0,46.0,68.0,53.8,67,33.07,25,🟢 Surperforme BTC,False,False,,0,,,,67,0,,,36863871,36864318,2979560602.83,2979596663.294341,4910000000.0,100.0,,,,15,🔥 Fort
VTHOUSDT,VTHO,Speculative,514,0.000416,1085831.851998,9.186,74.20410692837673,9.7589533379999e-06,0.00035082,0.00048233499999999997,0.5766985966974362,0.45035460992907805,0.2624113475177306,6.721347711418454,0.6488189581633815,0.0003251111111111111,0.0004410833333333335,breakout_30d|downtrend,1,1,mixte,365,0,0,30,,,17.0,75.0,83.5,68.0,31.2,67,32.88,25,🟢 Surperforme BTC,False,False,,3,⚡ Volume ×6.7 vs médiane,,6.72,67,2,,RSI 74 (surachat),42716725,42717776,102555249859.0,102558547827.0,,100.0,,,,13,🔥 Fort
MASKUSDT,MASK,Speculative,503,0.444,714731.7004,3.497,67.0770683872685,0.00853483403827015,0.37992,0.4272149999999997,0.5813224558140286,0.2433035714285714,0.022123893805309755,1.8226189307588156,0.5861045918291288,0.3470833333333333,0.4308055555555555,double_bottom_90d|uptrend,2,0,haussier,365,0,0,30,,,17.0,75.0,100.0,57.5,57.9,67,34.63,25,🟢 Surperforme BTC,False,False,,0,,,,67,2,,Près du plus haut 90j (résistance),44272407,44272407,100000000.0,100000000.0,100000000.0,100.0,,,,8,⚡ Modéré
